PRO_COM_T,COD_PROV,comune,provincia,regione,popolazione,area_km2,densita_ab_km2
043028,043,"Montecosaro","43","11",7370,21.88,336.8
043029,043,"Montefano","43","11",3304,33.94,97.3
043030,043,"Montelupone","43","11",3380,32.67,103.5
043031,043,"Monte San Giusto","43","11",7411,20.04,369.8
043032,043,"Monte San Martino","43","11",668,18.47,36.2
043033,043,"Morrovalle","43","11",9773,42.58,229.5
043034,043,"Muccia","43","11",786,25.91,30.3
043035,043,"Penna San Giovanni","43","11",901,28.08,32.1
043036,043,"Petriolo","43","11",1821,15.65,116.4
043038,043,"Pieve Torina","43","11",1204,74.8,16.1
043039,043,"Pioraco","43","11",915,19.45,47
043040,043,"Poggio San Vicino","43","11",195,13.03,15
043041,043,"Pollenza","43","11",6149,39.55,155.5
043042,043,"Porto Recanati","43","11",12734,17.3,736.1
043043,043,"Potenza Picena","43","11",15470,48.59,318.4
043044,043,"Recanati","43","11",20558,103.44,198.7
043045,043,"Ripe San Ginesio","43","11",797,10.17,78.4
043046,043,"San Ginesio","43","11",3047,78.02,39.1
043047,043,"San Severino Marche","43","11",11793,194.25,60.7
043048,043,"Sant'Angelo in Pontano","43","11",1219,27.38,44.5
043049,043,"Sarnano","43","11",3058,63.17,48.4
043050,043,"Sefro","43","11",425,42.54,10
043051,043,"Serrapetrona","43","11",848,37.65,22.5
043052,043,"Serravalle di Chienti","43","11",1035,95.99,10.8
043053,043,"Tolentino","43","11",17439,95.12,183.3
043054,043,"Treia","43","11",9002,93.54,96.2
043055,043,"Urbisaglia","43","11",2363,22.86,103.4
043056,043,"Ussita","43","11",332,55.29,6
043057,043,"Visso","43","11",920,100.42,9.2
043058,043,"Valfornace","43","11",883,48.61,18.2
044001,044,"Acquasanta Terme","44","11",2411,138.39,17.4
044002,044,"Acquaviva Picena","44","11",3586,21.05,170.4
044005,044,"Appignano del Tronto","44","11",1641,23.19,70.8
044006,044,"Arquata del Tronto","44","11",910,92.18,9.9
044007,044,"Ascoli Piceno","44","11",45193,158.02,286
044010,044,"Carassai","44","11",1042,22.24,46.9
044011,044,"Castel di Lama","44","11",8412,10.98,766.1
044012,044,"Castignano","44","11",2511,38.8,64.7
044013,044,"Castorano","44","11",2274,14.08,161.5
044014,044,"Colli del Tronto","44","11",3681,5.94,619.7
044015,044,"Comunanza","44","11",2919,54.4,53.7
044016,044,"Cossignano","44","11",879,15.11,58.2
044017,044,"Cupra Marittima","44","11",5343,17.43,306.5
044020,044,"Folignano","44","11",8649,14.86,582
044021,044,"Force","44","11",1080,34.31,31.5
044023,044,"Grottammare","44","11",15913,18.1,879.2
044027,044,"Maltignano","44","11",2173,8.17,266
044029,044,"Massignano","44","11",1609,16.32,98.6
044031,044,"Monsampolo del Tronto","44","11",4379,15.43,283.8
044032,044,"Montalto delle Marche","44","11",1814,33.95,53.4
044034,044,"Montedinove","44","11",443,11.93,37.1
044036,044,"Montefiore dell'Aso","44","11",1946,28.21,69
044038,044,"Montegallo","44","11",364,48.46,7.5
044044,044,"Montemonaco","44","11",518,67.79,7.6
044045,044,"Monteprandone","44","11",13111,26.37,497.2
044054,044,"Offida","44","11",4569,49.44,92.4
044056,044,"Palmiano","44","11",150,12.7,11.8
044063,044,"Ripatransone","44","11",4105,74.28,55.3
044064,044,"Roccafluvione","44","11",1816,60.63,30
044065,044,"Rotella","44","11",764,27.44,27.8
044066,044,"San Benedetto del Tronto","44","11",46976,25.47,1844.4
044071,044,"Spinetoli","44","11",7159,12.58,569.1
044073,044,"Venarotta","44","11",1862,30.21,61.6
045001,045,"Aulla","45","9",10915,59.99,181.9
045002,045,"Bagnone","45","9",1686,73.94,22.8
045003,045,"Carrara","45","9",59723,71.34,837.2
045004,045,"Casola in Lunigiana","45","9",901,41.54,21.7
045005,045,"Comano","45","9",636,53.83,11.8
045006,045,"Filattiera","45","9",2147,48.78,44
045007,045,"Fivizzano","45","9",6886,181.11,38
045008,045,"Fosdinovo","45","9",4580,48.39,94.6
045009,045,"Licciana Nardi","45","9",4706,55.68,84.5
045010,045,"Massa","45","9",65547,93.82,698.6
045011,045,"Montignoso","45","9",10050,16.71,601.4
045012,045,"Mulazzo","45","9",2269,62.51,36.3
045013,045,"Podenzana","45","9",2153,17.1,125.9
045014,045,"Pontremoli","45","9",6867,182.52,37.6
045015,045,"Tresana","45","9",1880,44.45,42.3
045016,045,"Villafranca in Lunigiana","45","9",4801,29.32,163.7
045017,045,"Zeri","45","9",890,73.62,12.1
046001,046,"Altopascio","46","9",16186,28.6,565.9
046002,046,"Bagni di Lucca","46","9",5476,164.71,33.2
046003,046,"Barga","46","9",9293,66.46,139.8
046004,046,"Borgo a Mozzano","46","9",6683,72.2,92.6
046005,046,"Camaiore","46","9",31763,84.69,375.1
046006,046,"Camporgiano","46","9",1982,27.09,73.2
046007,046,"Capannori","46","9",46739,156.18,299.3
046008,046,"Careggine","46","9",487,24.08,20.2
046009,046,"Castelnuovo di Garfagnana","46","9",5605,28.48,196.8
046010,046,"Castiglione di Garfagnana","46","9",1685,48.53,34.7
046011,046,"Coreglia Antelminelli","46","9",5075,52.94,95.9
046013,046,"Forte dei Marmi","46","9",6550,9.19,712.7
046014,046,"Fosciandora","46","9",553,19.86,27.8
046015,046,"Gallicano","46","9",3592,31.04,115.7
046017,046,"Lucca","46","9",88464,185.76,476.2
046018,046,"Massarosa","46","9",21782,68.25,319.2
046019,046,"Minucciano","46","9",1713,57.28,29.9
046020,046,"Molazzana","46","9",953,31.33,30.4
046021,046,"Montecarlo","46","9",4343,15.63,277.9
046022,046,"Pescaglia","46","9",3154,70.54,44.7
046023,046,"Piazza al Serchio","46","9",2031,27.03,75.1
046024,046,"Pietrasanta","46","9",22678,42.27,536.5
046025,046,"Pieve Fosciana","46","9",2184,28.75,76
046026,046,"Porcari","46","9",8908,17.89,497.9
046027,046,"San Romano in Garfagnana","46","9",1295,26.16,49.5
046028,046,"Seravezza","46","9",12284,39.47,311.2
046030,046,"Stazzema","46","9",2783,80.64,34.5
046031,046,"Vagli Sotto","46","9",761,41.22,18.5
046033,046,"Viareggio","46","9",60680,32.73,1854
046034,046,"Villa Basilica","46","9",1460,36.57,39.9
046035,046,"Villa Collemandina","46","9",1155,34.79,33.2
046036,046,"Fabbriche di Vergemoli","46","9",695,42.55,16.3
046037,046,"Sillano Giuncugnano","46","9",965,81.29,11.9
047002,047,"Agliana","47","9",17984,11.7,1537.1
047003,047,"Buggiano","47","9",8738,16.06,544.1
047005,047,"Lamporecchio","47","9",7360,22.25,330.8
047006,047,"Larciano","47","9",6341,24.97,253.9
047007,047,"Marliana","47","9",3353,43.03,77.9
047008,047,"Massa e Cozzile","47","9",7752,16.01,484.2
047009,047,"Monsummano Terme","47","9",20863,32.6,640
047010,047,"Montale","47","9",10463,32.12,325.7
047011,047,"Montecatini-Terme","47","9",21805,17.69,1232.6
047012,047,"Pescia","47","9",19213,79.12,242.8
047013,047,"Pieve a Nievole","47","9",9235,12.67,728.9
047014,047,"Pistoia","47","9",89094,236.5,376.7
047016,047,"Ponte Buggianese","47","9",8893,29.52,301.3
047017,047,"Quarrata","47","9",27028,45.95,588.2
047018,047,"Sambuca Pistoiese","47","9",1406,77.24,18.2
047020,047,"Serravalle Pistoiese","47","9",11830,41.99,281.7
047021,047,"Uzzano","47","9",5646,7.85,719.2
047022,047,"Chiesina Uzzanese","47","9",4619,7.25,637.1
047023,047,"Abetone Cutigliano","47","9",1834,74.99,24.5
047024,047,"San Marcello Piteglio","47","9",7410,134.73,55
048001,048,"Bagno a Ripoli","48","9",24806,74.1,334.8
048002,048,"Barberino di Mugello","48","9",10981,133.33,82.4
048004,048,"Borgo San Lorenzo","48","9",18412,146.36,125.8
048005,048,"Calenzano","48","9",18008,76.82,234.4
048006,048,"Campi Bisenzio","48","9",47435,28.74,1650.5
048008,048,"Capraia e Limite","48","9",7804,24.92,313.2
048010,048,"Castelfiorentino","48","9",17488,66.34,263.6
048011,048,"Cerreto Guidi","48","9",10659,49.3,216.2
048012,048,"Certaldo","48","9",15731,75.27,209
048013,048,"Dicomano","48","9",5610,61.63,91
048014,048,"Empoli","48","9",49526,62.42,793.4
048015,048,"Fiesole","48","9",13742,42.19,325.7
048017,048,"Firenze","48","9",361625,102.31,3534.6
048018,048,"Firenzuola","48","9",4444,271.96,16.3
048019,048,"Fucecchio","48","9",22919,65.18,351.6
048020,048,"Gambassi Terme","48","9",4872,83.23,58.5
048021,048,"Greve in Chianti","48","9",13365,169.37,78.9
048022,048,"Impruneta","48","9",14186,48.71,291.2
048024,048,"Lastra a Signa","48","9",19880,42.9,463.4
048025,048,"Londa","48","9",1848,59.29,31.2
048026,048,"Marradi","48","9",2808,154.05,18.2
048027,048,"Montaione","48","9",3433,104.76,32.8
048028,048,"Montelupo Fiorentino","48","9",14272,24.66,578.8
048030,048,"Montespertoli","48","9",13197,124.88,105.7
048031,048,"Palazzuolo sul Senio","48","9",1095,109.1,10
048032,048,"Pelago","48","9",7966,54.56,146
048033,048,"Pontassieve","48","9",20122,114.4,175.9
048035,048,"Reggello","48","9",16555,121.65,136.1
048036,048,"Rignano sull'Arno","48","9",8511,54.14,157.2
048037,048,"Rufina","48","9",7103,45.88,154.8
048038,048,"San Casciano in Val di Pesa","48","9",16288,107.83,151.1
048039,048,"San Godenzo","48","9",1115,99.2,11.2
048041,048,"Scandicci","48","9",49135,59.69,823.2
048043,048,"Sesto Fiorentino","48","9",49237,48.81,1008.7
048044,048,"Signa","48","9",18990,18.8,1010.1
048046,048,"Vaglia","48","9",5371,56.94,94.3
048049,048,"Vicchio","48","9",8164,138.86,58.8
048050,048,"Vinci","48","9",14574,54.18,269
048052,048,"Figline e Incisa Valdarno","48","9",23291,97.9,237.9
048053,048,"Scarperia e San Piero","48","9",11943,115.81,103.1
048054,048,"Barberino Tavarnelle","48","9",11983,122.99,97.4
049001,049,"Bibbona","49","9",3172,65.61,48.3
049002,049,"Campiglia Marittima","49","9",12235,83.28,146.9
049003,049,"Campo nell'Elba","49","9",4629,55.79,83
049004,049,"Capoliveri","49","9",3970,39.56,100.4
049005,049,"Capraia Isola","49","9",347,19.36,17.9
049006,049,"Castagneto Carducci","49","9",8639,142.32,60.7
049007,049,"Cecina","49","9",28022,42.64,657.2
049008,049,"Collesalvetti","49","9",16390,107.99,151.8
049009,049,"Livorno","49","9",152451,105.07,1450.9
049010,049,"Marciana","49","9",2049,45.45,45.1
049011,049,"Marciana Marina","49","9",1852,5.86,316
049012,049,"Piombino","49","9",32374,130.74,247.6
049013,049,"Porto Azzurro","49","9",3687,13.34,276.4
049014,049,"Portoferraio","49","9",11748,48.28,243.3
049017,049,"Rosignano Marittimo","49","9",30103,120.83,249.1
049018,049,"San Vincenzo","49","9",6342,33.28,190.6
049019,049,"Sassetta","49","9",554,26.75,20.7
049020,049,"Suvereto","49","9",2902,92.38,31.4
049021,049,"Rio","49","9",3427,36.53,93.8
050001,050,"Bientina","50","9",8681,29.49,294.4
050002,050,"Buti","50","9",5532,23.03,240.2
050003,050,"Calci","50","9",6263,25.11,249.4
050004,050,"Calcinaia","50","9",12824,14.89,861.2
050005,050,"Capannoli","50","9",6339,22.72,279
050006,050,"Casale Marittimo","50","9",1047,14.36,72.9
050008,050,"Cascina","50","9",44816,78.61,570.1
050009,050,"Castelfranco di Sotto","50","9",13752,48.25,285
050010,050,"Castellina Marittima","50","9",1948,45.57,42.7
050011,050,"Castelnuovo di Val di Cecina","50","9",2055,89.02,23.1
050012,050,"Chianni","50","9",1276,61.99,20.6
050014,050,"Fauglia","50","9",3655,42.42,86.2
050015,050,"Guardistallo","50","9",1201,23.61,50.9
050016,050,"Lajatico","50","9",1252,72.66,17.2
050019,050,"Montecatini Val di Cecina","50","9",1689,154.95,10.9
050020,050,"Montescudaio","50","9",2192,20.15,108.8
050021,050,"Monteverdi Marittimo","50","9",769,98.07,7.8
050022,050,"Montopoli in Val d'Arno","50","9",11261,30.17,373.3
050023,050,"Orciano Pisano","50","9",635,11.62,54.6
050024,050,"Palaia","50","9",4562,73.64,62
050025,050,"Peccioli","50","9",4635,92.54,50.1
050026,050,"Pisa","50","9",90146,185.16,486.9
050027,050,"Pomarance","50","9",5254,227.84,23.1
050028,050,"Ponsacco","50","9",15693,19.88,789.4
050029,050,"Pontedera","50","9",30028,46.03,652.4
050030,050,"Riparbella","50","9",1692,58.96,28.7
050031,050,"San Giuliano Terme","50","9",30867,91.94,335.7
050032,050,"San Miniato","50","9",27769,102.58,270.7
050033,050,"Santa Croce sull'Arno","50","9",15114,16.79,900.2
050034,050,"Santa Luce","50","9",1580,66.62,23.7
050035,050,"Santa Maria a Monte","50","9",13473,38.04,354.2
050036,050,"Terricciola","50","9",4373,43.28,101
050037,050,"Vecchiano","50","9",11822,67.72,174.6
050038,050,"Vicopisano","50","9",8582,26.87,319.4
050039,050,"Volterra","50","9",9362,252.64,37.1
050040,050,"Casciana Terme Lari","50","9",12110,81.4,148.8
050041,050,"Crespina Lorenzana","50","9",5339,46.44,115
051001,051,"Anghiari","51","9",5343,130.92,40.8
051002,051,"Arezzo","51","9",96506,384.75,250.8
051003,051,"Badia Tedalda","51","9",941,118.72,7.9
051004,051,"Bibbiena","51","9",11971,86.51,138.4
051005,051,"Bucine","51","9",9906,131.65,75.2
051006,051,"Capolona","51","9",5203,47.56,109.4
051007,051,"Caprese Michelangelo","51","9",1325,66.53,19.9
051008,051,"Castel Focognano","51","9",2931,56.63,51.8
051010,051,"Castel San NiccolÃ²","51","9",2493,83.27,29.9
051011,051,"Castiglion Fibocchi","51","9",2122,25.46,83.3
051012,051,"Castiglion Fiorentino","51","9",12823,111.43,115.1
051013,051,"Cavriglia","51","9",9504,60.87,156.1
051014,051,"Chitignano","51","9",872,14.89,58.6
051015,051,"Chiusi della Verna","51","9",1892,102.32,18.5
051016,051,"Civitella in Val di Chiana","51","9",8608,100.33,85.8
051017,051,"Cortona","51","9",20725,342.74,60.5
051018,051,"Foiano della Chiana","51","9",9026,40.78,221.3
051020,051,"Loro Ciuffenna","51","9",5874,86.87,67.6
051021,051,"Lucignano","51","9",3394,44.93,75.5
051022,051,"Marciano della Chiana","51","9",3517,23.69,148.5
051023,051,"Montemignaio","51","9",495,25.94,19.1
051024,051,"Monterchi","51","9",1719,29.42,58.4
051025,051,"Monte San Savino","51","9",8588,89.81,95.6
051026,051,"Montevarchi","51","9",24044,56.63,424.6
051027,051,"Ortignano Raggiolo","51","9",834,36.3,23
051030,051,"Pieve Santo Stefano","51","9",2966,156.09,19
051031,051,"Poppi","51","9",5732,97.08,59
051033,051,"San Giovanni Valdarno","51","9",16564,21.45,772.2
051034,051,"Sansepolcro","51","9",15192,91.19,166.6
051035,051,"Sestino","51","9",1150,80.23,14.3
051037,051,"Subbiano","51","9",6405,77.84,82.3
051038,051,"Talla","51","9",964,59.89,16.1
051039,051,"Terranuova Bracciolini","51","9",12135,85.53,141.9
051040,051,"Castelfranco PiandiscÃ²","51","9",9808,55.99,175.2
051041,051,"Pratovecchio Stia","51","9",5406,138.23,39.1
051042,051,"Laterina Pergine Valdarno","51","9",6291,70.54,89.2
052001,052,"Abbadia San Salvatore","52","9",6117,58.99,103.7
052002,052,"Asciano","52","9",6782,215.64,31.5
052003,052,"Buonconvento","52","9",2936,64.84,45.3
052004,052,"Casole d'Elsa","52","9",3669,148.7,24.7
052005,052,"Castellina in Chianti","52","9",2591,99.73,26
052006,052,"Castelnuovo Berardenga","52","9",8764,177.11,49.5
052007,052,"Castiglione d'Orcia","52","9",2046,141.54,14.5
052008,052,"Cetona","52","9",2441,53.54,45.6
052009,052,"Chianciano Terme","52","9",7143,36.56,195.4
052010,052,"Chiusdino","52","9",1704,141.57,12
052011,052,"Chiusi","52","9",8052,58.07,138.7
052012,052,"Colle di Val d'Elsa","52","9",21665,92.04,235.4
052013,052,"Gaiole in Chianti","52","9",2460,128.88,19.1
052015,052,"Montepulciano","52","9",13017,165.54,78.6
052016,052,"Monteriggioni","52","9",10063,99.81,100.8
052017,052,"Monteroni d'Arbia","52","9",9019,105.86,85.2
052018,052,"Monticiano","52","9",1636,109.5,14.9
052019,052,"Murlo","52","9",2475,114.62,21.6
052020,052,"Piancastagnaio","52","9",3839,69.63,55.1
052021,052,"Pienza","52","9",1900,122.87,15.5
052022,052,"Poggibonsi","52","9",28048,70.59,397.3
052023,052,"Radda in Chianti","52","9",1431,80.41,17.8
052024,052,"Radicofani","52","9",1024,117.98,8.7
052025,052,"Radicondoli","52","9",969,132.53,7.3
052026,052,"Rapolano Terme","52","9",5103,83.02,61.5
052027,052,"San Casciano dei Bagni","52","9",1417,92.14,15.4
052028,052,"San Gimignano","52","9",7463,138.57,53.9
052030,052,"San Quirico d'Orcia","52","9",2530,42.24,59.9
052031,052,"Sarteano","52","9",4494,84.84,53
052032,052,"Siena","52","9",53180,118.51,448.7
052033,052,"Sinalunga","52","9",12093,78.68,153.7
052034,052,"Sovicille","52","9",9844,143.58,68.6
052035,052,"Torrita di Siena","52","9",6942,58.34,119
052036,052,"Trequanda","52","9",1115,63.95,17.4
052037,052,"Montalcino","52","9",5530,310.39,17.8
053001,053,"Arcidosso","53","9",4341,93.25,46.6
053002,053,"Campagnatico","53","9",2345,162.25,14.5
053003,053,"Capalbio","53","9",3660,187.35,19.5
053004,053,"Castel del Piano","53","9",4803,67.77,70.9
053005,053,"Castell'Azzara","53","9",1254,64.23,19.5
053006,053,"Castiglione della Pescaia","53","9",7056,209.28,33.7
053007,053,"Cinigiano","53","9",2466,161.55,15.3
053008,053,"Civitella Paganico","53","9",2953,192.9,15.3
053009,053,"Follonica","53","9",20000,56.16,356.1
053010,053,"Gavorrano","53","9",8356,164.08,50.9
053011,053,"Grosseto","53","9",81275,473.46,171.7
053012,053,"Isola del Giglio","53","9",1279,23.89,53.5
053013,053,"Magliano in Toscana","53","9",3249,250.89,12.9
053014,053,"Manciano","53","9",6850,372.5,18.4
053015,053,"Massa Marittima","53","9",8197,283.44,28.9
053016,053,"Monte Argentario","53","9",11605,60.48,191.9
053017,053,"Montieri","53","9",1189,108.2,11
053018,053,"Orbetello","53","9",13917,226.88,61.3
053019,053,"Pitigliano","53","9",3515,101.96,34.5
053020,053,"Roccalbegna","53","9",909,124.86,7.3
053021,053,"Roccastrada","53","9",8767,284.46,30.8
053022,053,"Santa Fiora","53","9",2504,63.45,39.5
053023,053,"Scansano","53","9",4360,273.56,15.9
053024,053,"Scarlino","53","9",3680,88.32,41.7
053025,053,"Seggiano","53","9",1054,49.43,21.3
053026,053,"Sorano","53","9",2983,174.56,17.1
053027,053,"Monterotondo Marittimo","53","9",1274,102.69,12.4
053028,053,"Semproniano","53","9",1022,81.65,12.5
054001,054,"Assisi","54","10",27400,187.2,146.4
054002,054,"Bastia Umbra","54","10",21497,27.6,778.9
054003,054,"Bettona","54","10",4247,45.07,94.2
054004,054,"Bevagna","54","10",4736,56.22,84.2
054005,054,"Campello sul Clitunno","54","10",2311,49.76,46.4
054006,054,"Cannara","54","10",4169,32.81,127.1
054007,054,"Cascia","54","10",2930,180.83,16.2
054008,054,"Castel Ritaldi","54","10",2994,22.44,133.4
054009,054,"Castiglione del Lago","54","10",15202,205.27,74.1
054010,054,"Cerreto di Spoleto","54","10",961,74.78,12.9
054011,054,"Citerna","54","10",3383,23.53,143.8
054012,054,"CittÃ  della Pieve","54","10",7377,110.94,66.5
054013,054,"CittÃ  di Castello","54","10",37847,387.31,97.7
054014,054,"Collazzone","54","10",3284,55.56,59.1
054015,054,"Corciano","54","10",21603,63.72,339
054016,054,"Costacciaro","54","10",1020,41.06,24.8
054017,054,"Deruta","54","10",9562,44.56,214.6
054018,054,"Foligno","54","10",55262,264.66,208.8
054019,054,"Fossato di Vico","54","10",2585,35.39,73
054020,054,"Fratta Todina","54","10",1913,17.43,109.8
054021,054,"Giano dell'Umbria","54","10",3669,44.48,82.5
054022,054,"Gualdo Cattaneo","54","10",5628,96.62,58.2
054023,054,"Gualdo Tadino","54","10",14133,124.28,113.7
054024,054,"Gubbio","54","10",30190,525.77,57.4
054025,054,"Lisciano Niccone","54","10",602,35.18,17.1
054026,054,"Magione","54","10",14662,129.73,113
054027,054,"Marsciano","54","10",17962,161.53,111.2
054028,054,"Massa Martana","54","10",3553,78.41,45.3
054029,054,"Monte Castello di Vibio","54","10",1378,31.95,43.1
054030,054,"Montefalco","54","10",5266,69.51,75.8
054031,054,"Monteleone di Spoleto","54","10",535,62.16,8.6
054032,054,"Monte Santa Maria Tiberina","54","10",1045,72.53,14.4
054033,054,"Montone","54","10",1534,51.09,30
054034,054,"Nocera Umbra","54","10",5474,157.16,34.8
054035,054,"Norcia","54","10",4399,275.57,16
054036,054,"Paciano","54","10",923,16.91,54.6
054037,054,"Panicale","54","10",5317,79.26,67.1
054038,054,"Passignano sul Trasimeno","54","10",5686,81.33,69.9
054039,054,"Perugia","54","10",162384,449.63,361.2
054040,054,"Piegaro","54","10",3321,99.07,33.5
054041,054,"Pietralunga","54","10",2010,140.42,14.3
054042,054,"Poggiodomo","54","10",81,40.09,2
054043,054,"Preci","54","10",678,82.02,8.3
054044,054,"San Giustino","54","10",11020,79.98,137.8
054045,054,"Sant'Anatolia di Narco","54","10",490,46.55,10.5
054046,054,"Scheggia e Pascelupo","54","10",1231,64.15,19.2
054047,054,"Scheggino","54","10",422,35.85,11.8
054048,054,"Sellano","54","10",918,85.84,10.7
054049,054,"Sigillo","54","10",2282,26.47,86.2
054050,054,"Spello","54","10",8208,61.64,133.2
054051,054,"Spoleto","54","10",35875,348.14,103
054052,054,"Todi","54","10",15432,222.86,69.2
054053,054,"Torgiano","54","10",6628,37.65,176
054054,054,"Trevi","54","10",7969,71.19,111.9
054055,054,"Tuoro sul Trasimeno","54","10",3793,55.88,67.9
054056,054,"Umbertide","54","10",16207,200.83,80.7
054057,054,"Valfabbrica","54","10",3225,92.3,34.9
054058,054,"Vallo di Nera","54","10",317,36.22,8.8
054059,054,"Valtopina","54","10",1258,40.57,31
055001,055,"Acquasparta","55","10",4330,81.61,53.1
055002,055,"Allerona","55","10",1679,82.61,20.3
055003,055,"Alviano","55","10",1318,23.9,55.1
055004,055,"Amelia","55","10",11404,132.5,86.1
055005,055,"Arrone","55","10",2504,41.03,61
055006,055,"Attigliano","55","10",1962,10.51,186.7
055007,055,"Baschi","55","10",2544,68.57,37.1
055008,055,"Calvi dell'Umbria","55","10",1660,46.01,36.1
055009,055,"Castel Giorgio","55","10",1992,42.14,47.3
055010,055,"Castel Viscardo","55","10",2640,26.22,100.7
055011,055,"Fabro","55","10",2570,34.55,74.4
055012,055,"Ferentillo","55","10",1767,69.59,25.4
055013,055,"Ficulle","55","10",1548,64.62,24
055014,055,"Giove","55","10",1829,15.09,121.2
055015,055,"Guardea","55","10",1714,39.38,43.5
055016,055,"Lugnano in Teverina","55","10",1390,29.83,46.6
055017,055,"Montecastrilli","55","10",4787,62.43,76.7
055018,055,"Montecchio","55","10",1427,49.22,29
055019,055,"Montefranco","55","10",1243,10.09,123.2
055020,055,"Montegabbione","55","10",1095,51.06,21.4
055021,055,"Monteleone d'Orvieto","55","10",1357,24.1,56.3
055022,055,"Narni","55","10",17626,197.98,89
055023,055,"Orvieto","55","10",19052,281.27,67.7
055024,055,"Otricoli","55","10",1717,27.41,62.6
055025,055,"Parrano","55","10",492,40.09,12.3
055026,055,"Penna in Teverina","55","10",1024,10,102.4
055027,055,"Polino","55","10",233,19.57,11.9
055028,055,"Porano","55","10",1816,13.6,133.5
055029,055,"San Gemini","55","10",4611,27.9,165.3
055030,055,"San Venanzo","55","10",2122,169.45,12.5
055031,055,"Stroncone","55","10",4606,71.16,64.7
055032,055,"Terni","55","10",106272,212.43,500.3
055033,055,"Avigliano Umbro","55","10",2308,51.34,45
056001,056,"Acquapendente","56","12",5222,131.6,39.7
056002,056,"Arlena di Castro","56","12",791,21.87,36.2
056003,056,"Bagnoregio","56","12",3258,72.81,44.7
056004,056,"Barbarano Romano","56","12",980,37.56,26.1
056005,056,"Bassano Romano","56","12",4680,37.55,124.6
056006,056,"Bassano in Teverina","56","12",1272,12.17,104.5
056007,056,"Blera","56","12",2895,92.91,31.2
056008,056,"Bolsena","56","12",3649,63.57,57.4
056009,056,"Bomarzo","56","12",1695,39.64,42.8
056010,056,"Calcata","56","12",905,7.63,118.6
056011,056,"Canepina","56","12",2900,20.85,139.1
056012,056,"Canino","56","12",5029,124.04,40.5
056013,056,"Capodimonte","56","12",1647,61.29,26.9
056014,056,"Capranica","56","12",6351,40.97,155
056015,056,"Caprarola","56","12",5160,57.58,89.6
056016,056,"Carbognano","56","12",1951,17.41,112.1
056017,056,"Castel Sant'Elia","56","12",2411,23.92,100.8
056018,056,"Castiglione in Teverina","56","12",2289,19.89,115.1
056019,056,"Celleno","56","12",1315,23.82,55.2
056020,056,"Cellere","56","12",1087,37.19,29.2
056021,056,"Civita Castellana","56","12",15011,84.22,178.2
056022,056,"Civitella d'Agliano","56","12",1444,32.96,43.8
056023,056,"Corchiano","56","12",3531,33.03,106.9
056024,056,"Fabrica di Roma","56","12",8167,34.79,234.8
056025,056,"Faleria","56","12",2024,25.68,78.8
056026,056,"Farnese","56","12",1337,52.38,25.5
056027,056,"Gallese","56","12",2551,37.17,68.6
056028,056,"Gradoli","56","12",1220,43.81,27.8
056029,056,"Graffignano","56","12",2058,29.1,70.7
056030,056,"Grotte di Castro","56","12",2374,33.42,71
056031,056,"Ischia di Castro","56","12",2107,104.94,20.1
056032,056,"Latera","56","12",772,22.43,34.4
056033,056,"Lubriano","56","12",841,16.69,50.4
056034,056,"Marta","56","12",3211,33.54,95.7
056035,056,"Montalto di Castro","56","12",8679,190.05,45.7
056036,056,"Montefiascone","56","12",12979,104.93,123.7
056037,056,"Monte Romano","56","12",1847,86.24,21.4
056038,056,"Monterosi","56","12",4789,10.68,448.4
056039,056,"Nepi","56","12",9550,83.71,114.1
056040,056,"Onano","56","12",865,24.51,35.3
056041,056,"Oriolo Romano","56","12",3673,19.31,190.2
056042,056,"Orte","56","12",9243,69.56,132.9
056043,056,"Piansano","56","12",2039,26.61,76.6
056044,056,"Proceno","56","12",521,42.01,12.4
056045,056,"Ronciglione","56","12",8439,52.53,160.7
056046,056,"Villa San Giovanni in Tuscia","56","12",1212,5.28,229.5
056047,056,"San Lorenzo Nuovo","56","12",2029,26.73,75.9
056048,056,"Soriano nel Cimino","56","12",7888,78.54,100.4
056049,056,"Sutri","56","12",6764,60.94,111
056050,056,"Tarquinia","56","12",15862,279.63,56.7
056051,056,"Tessennano","56","12",283,14.73,19.2
056052,056,"Tuscania","56","12",8088,208.68,38.8
056053,056,"Valentano","56","12",2854,43.49,65.6
056054,056,"Vallerano","56","12",2349,15.45,152
056055,056,"Vasanello","56","12",3959,28.96,136.7
056056,056,"Vejano","56","12",2147,44.31,48.5
056057,056,"Vetralla","56","12",13370,113.77,117.5
056058,056,"Vignanello","56","12",4260,20.53,207.5
056059,056,"Viterbo","56","12",66767,406.23,164.4
056060,056,"Vitorchiano","56","12",5221,30.14,173.2
057001,057,"Accumoli","57","12",493,87.34,5.6
057002,057,"Amatrice","57","12",2146,174.38,12.3
057003,057,"Antrodoco","57","12",2238,63.9,35
057004,057,"Ascrea","57","12",195,13.98,13.9
057005,057,"Belmonte in Sabina","57","12",653,23.64,27.6
057006,057,"Borbona","57","12",573,47.95,11.9
057007,057,"Borgorose","57","12",4210,145.8,28.9
057008,057,"Borgo Velino","57","12",901,18.29,49.3
057009,057,"Cantalice","57","12",2386,37.62,63.4
057010,057,"Cantalupo in Sabina","57","12",1657,10.62,156
057011,057,"Casaprota","57","12",678,14.55,46.6
057012,057,"Casperia","57","12",1215,25.31,48
057013,057,"Castel di Tora","57","12",271,15.49,17.5
