PRO_COM_T,COD_PROV,comune,provincia,regione,popolazione,area_km2,densita_ab_km2
015211,015,"Settimo Milanese","15","3",20002,10.72,1865.9
015213,015,"Solaro","15","3",14260,6.68,2134.7
015219,015,"Trezzano Rosa","15","3",5444,3.43,1587.2
015220,015,"Trezzano sul Naviglio","15","3",21875,10.77,2031.1
015221,015,"Trezzo sull'Adda","15","3",12442,13.05,953.4
015222,015,"Tribiano","15","3",3931,7,561.6
015224,015,"Truccazzano","15","3",5810,21.98,264.3
015226,015,"Turbigo","15","3",7276,8.52,854
015229,015,"Vanzago","15","3",9372,6.05,1549.1
015230,015,"Vaprio d'Adda","15","3",9723,7.06,1377.2
015236,015,"Vernate","15","3",3436,14.54,236.3
015237,015,"Vignate","15","3",9369,8.55,1095.8
015242,015,"Vimodrone","15","3",16933,4.74,3572.4
015243,015,"Vittuone","15","3",9312,6.13,1519.1
015244,015,"Vizzolo Predabissi","15","3",3852,5.65,681.8
015247,015,"Zibido San Giacomo","15","3",6643,24.6,270
015248,015,"Villa Cortese","15","3",6333,3.55,1783.9
015249,015,"Vanzaghello","15","3",5394,5.56,970.1
015250,015,"Baranzate","15","3",12129,2.77,4378.7
015251,015,"Vermezzo con Zelo","15","3",5987,10.74,557.4
016001,016,"Adrara San Martino","16","3",2213,12.61,175.5
016002,016,"Adrara San Rocco","16","3",816,9.22,88.5
016003,016,"Albano Sant'Alessandro","16","3",8342,5.35,1559.3
016004,016,"Albino","16","3",17588,31.81,552.9
016005,016,"AlmÃ¨","16","3",5483,2,2741.5
016006,016,"Almenno San Bartolomeo","16","3",6630,10.61,624.9
016007,016,"Almenno San Salvatore","16","3",5502,4.73,1163.2
016008,016,"Alzano Lombardo","16","3",13379,13.68,978
016009,016,"Ambivere","16","3",2334,3.28,711.6
016010,016,"Antegnate","16","3",3456,9.73,355.2
016011,016,"Arcene","16","3",5112,4.36,1172.5
016012,016,"Ardesio","16","3",3239,54.44,59.5
016013,016,"Arzago d'Adda","16","3",2767,9.31,297.2
016014,016,"Averara","16","3",179,10.69,16.7
016015,016,"Aviatico","16","3",593,8.48,69.9
016016,016,"Azzano San Paolo","16","3",7725,4.29,1800.7
016017,016,"Azzone","16","3",351,17.29,20.3
016018,016,"Bagnatica","16","3",4448,6.55,679.1
016019,016,"Barbata","16","3",695,7.98,87.1
016020,016,"Bariano","16","3",4332,7.07,612.7
016021,016,"Barzana","16","3",2039,2.07,985
016022,016,"Bedulita","16","3",712,4.27,166.7
016023,016,"Berbenno","16","3",2526,6.14,411.4
016024,016,"Bergamo","16","3",120629,40.16,3003.7
016025,016,"Berzo San Fermo","16","3",1456,5.86,248.5
016026,016,"Bianzano","16","3",642,6.67,96.3
016027,016,"Blello","16","3",71,2.2,32.3
016028,016,"Bolgare","16","3",6731,8.59,783.6
016029,016,"Boltiere","16","3",6185,4.16,1486.8
016030,016,"Bonate Sopra","16","3",10652,6.15,1732
016031,016,"Bonate Sotto","16","3",6645,6.47,1027
016032,016,"Borgo di Terzo","16","3",1225,1.83,669.4
016033,016,"Bossico","16","3",965,7.12,135.5
016034,016,"Bottanuco","16","3",5085,5.77,881.3
016035,016,"Bracca","16","3",705,5.47,128.9
016036,016,"Branzi","16","3",612,26.19,23.4
016037,016,"Brembate","16","3",8745,5.55,1575.7
016038,016,"Brembate di Sopra","16","3",8068,4.14,1948.8
016040,016,"Brignano Gera d'Adda","16","3",6267,12.09,518.4
016041,016,"Brumano","16","3",135,8.22,16.4
016042,016,"Brusaporto","16","3",5704,4.99,1143.1
016043,016,"Calcinate","16","3",6254,15.08,414.7
016044,016,"Calcio","16","3",5551,15.67,354.2
016046,016,"Calusco d'Adda","16","3",8432,8.33,1012.2
016047,016,"Calvenzano","16","3",4535,6.72,674.9
016048,016,"Camerata Cornello","16","3",545,12.94,42.1
016049,016,"Canonica d'Adda","16","3",4293,3.21,1337.4
016050,016,"Capizzone","16","3",1235,4.68,263.9
016051,016,"Capriate San Gervasio","16","3",8316,5.78,1438.8
016052,016,"Caprino Bergamasco","16","3",3087,8.78,351.6
016053,016,"Caravaggio","16","3",16513,33.39,494.5
016055,016,"Carobbio degli Angeli","16","3",4912,6.82,720.2
016056,016,"Carona","16","3",282,44.15,6.4
016057,016,"Carvico","16","3",4700,4.59,1024
016058,016,"Casazza","16","3",3843,7.11,540.5
016059,016,"Casirate d'Adda","16","3",4139,10.17,407
016060,016,"Casnigo","16","3",3005,13.62,220.6
016061,016,"Cassiglio","16","3",105,13.68,7.7
016062,016,"Castelli Calepio","16","3",10484,10.15,1032.9
016063,016,"Castel Rozzone","16","3",2855,1.69,1689.3
016064,016,"Castione della Presolana","16","3",3381,42.5,79.6
016065,016,"Castro","16","3",1191,2.59,459.8
016066,016,"Cavernago","16","3",2974,7.65,388.8
016067,016,"Cazzano Sant'Andrea","16","3",1694,2.02,838.6
016068,016,"Cenate Sopra","16","3",2551,6.97,366
016069,016,"Cenate Sotto","16","3",4001,4.62,866
016070,016,"Cene","16","3",4044,8.6,470.2
016071,016,"Cerete","16","3",1643,14.02,117.2
016072,016,"Chignolo d'Isola","16","3",3383,5.55,609.5
016073,016,"Chiuduno","16","3",6260,6.88,909.9
016074,016,"Cisano Bergamasco","16","3",6232,7.82,796.9
016075,016,"Ciserano","16","3",5843,5.31,1100.4
016076,016,"Cividate al Piano","16","3",5099,9.73,524
016077,016,"Clusone","16","3",8596,26.19,328.2
016078,016,"Colere","16","3",1077,18.62,57.8
016079,016,"Cologno al Serio","16","3",11287,18.52,609.4
016080,016,"Colzate","16","3",1641,6.75,243.1
016081,016,"Comun Nuovo","16","3",4471,6.45,693.2
016082,016,"Corna Imagna","16","3",918,4.5,204
016083,016,"Cortenuova","16","3",1981,7.35,269.5
016084,016,"Costa di Mezzate","16","3",3428,5.22,656.7
016085,016,"Costa Valle Imagna","16","3",547,4.21,129.9
016086,016,"Costa Volpino","16","3",8792,18.67,470.9
016087,016,"Covo","16","3",4368,12.94,337.6
016088,016,"Credaro","16","3",3561,3.41,1044.3
016089,016,"Curno","16","3",7574,4.69,1614.9
016090,016,"Cusio","16","3",197,9.41,20.9
016091,016,"Dalmine","16","3",23818,11.81,2016.8
016092,016,"Dossena","16","3",878,19.54,44.9
016093,016,"Endine Gaiano","16","3",3462,21.03,164.6
016094,016,"Entratico","16","3",2025,4.15,488
016096,016,"Fara Gera d'Adda","16","3",8080,10.79,748.8
016097,016,"Fara Olivana con Sola","16","3",1345,5.04,266.9
016098,016,"Filago","16","3",3130,5.44,575.4
016099,016,"Fino del Monte","16","3",1135,4.29,264.6
016100,016,"Fiorano al Serio","16","3",2938,1.06,2771.7
016101,016,"Fontanella","16","3",4914,17.8,276.1
016102,016,"Fonteno","16","3",550,10.93,50.3
016103,016,"Foppolo","16","3",152,16.14,9.4
016104,016,"Foresto Sparso","16","3",3133,7.87,398.1
016105,016,"Fornovo San Giovanni","16","3",3424,7.04,486.4
016106,016,"Fuipiano Valle Imagna","16","3",203,4.28,47.4
016107,016,"Gandellino","16","3",936,25.13,37.2
016108,016,"Gandino","16","3",5182,29.04,178.4
016109,016,"Gandosso","16","3",1446,3.13,462
016110,016,"Gaverina Terme","16","3",899,5.2,172.9
016111,016,"Gazzaniga","16","3",4976,14.42,345.1
016113,016,"Ghisalba","16","3",6256,10.59,590.7
016114,016,"Gorlago","16","3",5182,5.7,909.1
016115,016,"Gorle","16","3",6572,2.49,2639.4
016116,016,"Gorno","16","3",1429,10,142.9
016117,016,"Grassobbio","16","3",6547,8.74,749.1
016118,016,"Gromo","16","3",1142,20.07,56.9
016119,016,"Grone","16","3",938,7.78,120.6
016120,016,"Grumello del Monte","16","3",7675,9.94,772.1
016121,016,"Isola di Fondra","16","3",172,12.83,13.4
016122,016,"Isso","16","3",635,5.06,125.5
016123,016,"Lallio","16","3",4254,2.16,1969.4
016124,016,"Leffe","16","3",4313,6.69,644.7
016125,016,"Lenna","16","3",549,12.71,43.2
016126,016,"Levate","16","3",3740,5.54,675.1
016127,016,"Locatello","16","3",812,3.79,214.2
016128,016,"Lovere","16","3",4943,7.91,624.9
016129,016,"Lurano","16","3",2893,4.05,714.3
016130,016,"Luzzana","16","3",912,3.48,262.1
016131,016,"Madone","16","3",4211,3.07,1371.7
016132,016,"Mapello","16","3",7039,8.66,812.8
016133,016,"Martinengo","16","3",11172,22.05,506.7
016134,016,"Mezzoldo","16","3",170,18.84,9
016135,016,"Misano di Gera d'Adda","16","3",3058,6.11,500.5
016136,016,"Moio de' Calvi","16","3",199,6.36,31.3
016137,016,"Monasterolo del Castello","16","3",1153,8.75,131.8
016139,016,"Montello","16","3",3267,1.82,1795.1
016140,016,"Morengo","16","3",2486,9.57,259.8
016141,016,"Mornico al Serio","16","3",3052,6.92,441
016142,016,"Mozzanica","16","3",4434,9.46,468.7
016143,016,"Mozzo","16","3",7233,3.65,1981.6
016144,016,"Nembro","16","3",11284,15.23,740.9
016145,016,"Olmo al Brembo","16","3",453,7.9,57.3
016146,016,"Oltre il Colle","16","3",920,32.89,28
016147,016,"Oltressenda Alta","16","3",135,17.32,7.8
016148,016,"Oneta","16","3",583,18.66,31.2
016149,016,"Onore","16","3",977,11.78,82.9
016150,016,"Orio al Serio","16","3",1588,3.12,509
016151,016,"Ornica","16","3",126,15.1,8.3
016152,016,"Osio Sopra","16","3",5195,5.18,1002.9
016153,016,"Osio Sotto","16","3",12892,7.63,1689.6
016154,016,"Pagazzano","16","3",2238,5.23,427.9
016155,016,"Paladina","16","3",3946,2.09,1888
016156,016,"Palazzago","16","3",4597,13.96,329.3
016157,016,"Palosco","16","3",5730,10.79,531
016158,016,"Parre","16","3",2650,22.28,118.9
016159,016,"Parzanica","16","3",333,9.82,33.9
016160,016,"Pedrengo","16","3",5911,3.6,1641.9
016161,016,"Peia","16","3",1663,4.48,371.2
016162,016,"Pianico","16","3",1456,2.74,531.4
016163,016,"Piario","16","3",1000,1.55,645.2
016164,016,"Piazza Brembana","16","3",1195,6.77,176.5
016165,016,"Piazzatorre","16","3",396,24.24,16.3
016166,016,"Piazzolo","16","3",92,4.15,22.2
016167,016,"Pognano","16","3",1606,3.29,488.1
016168,016,"Ponte Nossa","16","3",1798,5.59,321.6
016169,016,"Ponteranica","16","3",6731,8.45,796.6
016170,016,"Ponte San Pietro","16","3",12007,4.58,2621.6
016171,016,"Pontida","16","3",3299,10.38,317.8
016172,016,"Pontirolo Nuovo","16","3",5046,11.1,454.6
016173,016,"Pradalunga","16","3",4494,8.2,548
016174,016,"Predore","16","3",1847,10.96,168.5
016175,016,"Premolo","16","3",1064,17.62,60.4
016176,016,"Presezzo","16","3",4790,2.28,2100.9
016177,016,"Pumenengo","16","3",1731,10.11,171.2
016178,016,"Ranica","16","3",5828,4.06,1435.5
016179,016,"Ranzanico","16","3",1217,7.21,168.8
016180,016,"Riva di Solto","16","3",843,8.52,98.9
016182,016,"Rogno","16","3",3854,15.81,243.8
016183,016,"Romano di Lombardia","16","3",21049,19.38,1086.1
016184,016,"Roncobello","16","3",421,25.39,16.6
016185,016,"Roncola","16","3",901,5.07,177.7
016186,016,"Rota d'Imagna","16","3",940,6.03,155.9
016187,016,"Rovetta","16","3",4150,24.54,169.1
016188,016,"San Giovanni Bianco","16","3",4569,31.11,146.9
016189,016,"San Paolo d'Argon","16","3",5938,5.25,1131
016190,016,"San Pellegrino Terme","16","3",4597,22.93,200.5
016191,016,"Santa Brigida","16","3",517,13.8,37.5
016193,016,"Sarnico","16","3",6858,6.66,1029.7
016194,016,"Scanzorosciate","16","3",10168,10.68,952.1
016195,016,"Schilpario","16","3",1136,63.97,17.8
016196,016,"Sedrina","16","3",2361,5.85,403.6
016197,016,"Selvino","16","3",1961,6.53,300.3
016198,016,"Seriate","16","3",25857,12.55,2060.3
016199,016,"Serina","16","3",2107,27.33,77.1
016200,016,"Solto Collina","16","3",1836,11.77,156
016201,016,"Songavazzo","16","3",732,12.94,56.6
016202,016,"Sorisole","16","3",8757,12.25,714.9
016203,016,"Sotto il Monte Giovanni XXIII","16","3",4431,5.02,882.7
016204,016,"Sovere","16","3",5310,18.04,294.3
016205,016,"Spinone al Lago","16","3",1006,1.97,510.7
016206,016,"Spirano","16","3",5737,9.61,597
016207,016,"Stezzano","16","3",13904,9.37,1483.9
016208,016,"Strozza","16","3",1093,3.82,286.1
016209,016,"Suisio","16","3",3785,4.54,833.7
016210,016,"Taleggio","16","3",537,47.13,11.4
016211,016,"Tavernola Bergamasca","16","3",1918,11.17,171.7
016212,016,"Telgate","16","3",5025,8.3,605.4
016213,016,"Terno d'Isola","16","3",7976,4.13,1931.2
016214,016,"Torre Boldone","16","3",8721,3.48,2506
016215,016,"Torre de' Busi","16","3",2321,8.97,258.8
016216,016,"Torre de' Roveri","16","3",2614,2.71,964.6
016217,016,"Torre Pallavicina","16","3",1154,10.62,108.7
016218,016,"Trescore Balneario","16","3",9922,13.51,734.4
016219,016,"Treviglio","16","3",31604,32.24,980.3
016220,016,"Treviolo","16","3",10923,8.42,1297.3
016221,016,"Ubiale Clanezzo","16","3",1316,7.35,179
016222,016,"Urgnano","16","3",10140,14.78,686.1
016223,016,"Valbondione","16","3",941,96.89,9.7
016224,016,"Valbrembo","16","3",4299,3.84,1119.5
016225,016,"Valgoglio","16","3",554,31.89,17.4
016226,016,"Valleve","16","3",129,14.76,8.7
016227,016,"Valnegra","16","3",198,2.23,88.8
016229,016,"Valtorta","16","3",228,30.9,7.4
016230,016,"Vedeseta","16","3",196,19.29,10.2
016232,016,"Verdellino","16","3",7843,3.79,2069.4
016233,016,"Verdello","16","3",8212,7.35,1117.3
016234,016,"Vertova","16","3",4457,15.69,284.1
016235,016,"Viadanica","16","3",1121,5.45,205.7
016236,016,"Vigano San Martino","16","3",1400,3.76,372.3
016237,016,"Vigolo","16","3",571,12.31,46.4
016238,016,"Villa d'Adda","16","3",4580,5.98,765.9
016239,016,"Villa d'AlmÃ¨","16","3",6428,6.49,990.4
016240,016,"Villa di Serio","16","3",6490,4.6,1410.9
016241,016,"Villa d'Ogna","16","3",1784,5.16,345.7
016242,016,"Villongo","16","3",8169,6.04,1352.5
016243,016,"Vilminore di Scalve","16","3",1423,41,34.7
016244,016,"Zandobbio","16","3",2737,6.43,425.7
016245,016,"Zanica","16","3",8839,14.95,591.2
016246,016,"Zogno","16","3",8590,35.21,244
016247,016,"Costa Serina","16","3",910,12.3,74
016248,016,"Algua","16","3",698,8.32,83.9
016249,016,"Cornalba","16","3",305,9.25,33
016250,016,"Medolago","16","3",2381,3.8,626.6
016251,016,"Solza","16","3",2009,1.23,1633.3
016252,016,"Sant'Omobono Terme","16","3",3953,16.43,240.6
016253,016,"Val Brembilla","16","3",4114,31.44,130.9
017001,017,"Acquafredda","17","3",1549,9.55,162.2
017002,017,"Adro","17","3",7196,14.29,503.6
017003,017,"Agnosine","17","3",1646,13.55,121.5
017004,017,"Alfianello","17","3",2307,13.72,168.1
017005,017,"Anfo","17","3",439,23.83,18.4
017006,017,"Angolo Terme","17","3",2324,30.56,76
017007,017,"Artogne","17","3",3714,21.02,176.7
017008,017,"Azzano Mella","17","3",3519,10.57,332.9
017009,017,"Bagnolo Mella","17","3",12536,31.35,399.9
017010,017,"Bagolino","17","3",3738,109.2,34.2
017011,017,"Barbariga","17","3",2307,11.34,203.4
017012,017,"Barghe","17","3",1138,5.49,207.3
017013,017,"Bassano Bresciano","17","3",2363,9.42,250.8
017014,017,"Bedizzole","17","3",12266,26.44,463.9
017015,017,"Berlingo","17","3",2751,4.59,599.3
017016,017,"Berzo Demo","17","3",1444,15.46,93.4
017017,017,"Berzo Inferiore","17","3",2522,21.91,115.1
017018,017,"Bienno","17","3",3756,46.81,80.2
017019,017,"Bione","17","3",1319,17.29,76.3
017020,017,"Borgo San Giacomo","17","3",5590,29.53,189.3
017021,017,"Borgosatollo","17","3",9099,8.42,1080.6
017022,017,"Borno","17","3",2403,30.5,78.8
017023,017,"Botticino","17","3",10849,18.48,587.1
017024,017,"Bovegno","17","3",2012,47.99,41.9
017025,017,"Bovezzo","17","3",7386,6.41,1152.3
017026,017,"Brandico","17","3",1767,8.38,210.9
017027,017,"Braone","17","3",681,13.36,51
017028,017,"Breno","17","3",4674,59.93,78
017029,017,"Brescia","17","3",201342,90.35,2228.5
017030,017,"Brione","17","3",759,6.9,110
017031,017,"Caino","17","3",2180,17.31,125.9
017032,017,"Calcinato","17","3",13147,33.3,394.8
017033,017,"Calvagese della Riviera","17","3",3679,11.74,313.4
017034,017,"Calvisano","17","3",8461,44.83,188.7
017035,017,"Capo di Ponte","17","3",2293,18.11,126.6
017036,017,"Capovalle","17","3",332,22.95,14.5
017037,017,"Capriano del Colle","17","3",4917,13.97,352
017038,017,"Capriolo","17","3",9405,10.6,887.3
017039,017,"Carpenedolo","17","3",13050,29.84,437.3
017040,017,"Castegnato","17","3",8457,9.2,919.2
017041,017,"Castelcovati","17","3",7087,6.14,1154.2
017042,017,"Castel Mella","17","3",10961,7.53,1455.6
017043,017,"Castenedolo","17","3",11643,26.2,444.4
017044,017,"Casto","17","3",1613,21.34,75.6
017045,017,"Castrezzato","17","3",7984,13.63,585.8
017046,017,"Cazzago San Martino","17","3",10784,22.34,482.7
017047,017,"Cedegolo","17","3",1129,11.08,101.9
017048,017,"Cellatica","17","3",4815,6.55,735.1
017049,017,"Cerveno","17","3",707,21.55,32.8
017050,017,"Ceto","17","3",1775,32.3,55
017051,017,"Cevo","17","3",771,35.47,21.7
017052,017,"Chiari","17","3",19717,37.96,519.4
017053,017,"Cigole","17","3",1503,9.93,151.4
017054,017,"Cimbergo","17","3",526,24.71,21.3
017055,017,"Cividate Camuno","17","3",2687,3.31,811.8
017056,017,"Coccaglio","17","3",8937,12.05,741.7
017057,017,"Collebeato","17","3",4469,5.27,848
017058,017,"Collio","17","3",1955,53.47,36.6
017059,017,"Cologne","17","3",7608,13.79,551.7
017060,017,"Comezzano-Cizzago","17","3",4202,15.44,272.2
017061,017,"Concesio","17","3",15735,19.07,825.1
017062,017,"Corte Franca","17","3",7150,13.97,511.8
017063,017,"Corteno Golgi","17","3",1909,82.6,23.1
017064,017,"Corzano","17","3",1540,12.3,125.2
017065,017,"Darfo Boario Terme","17","3",15974,36.07,442.9
017066,017,"Dello","17","3",5686,23.32,243.8
017067,017,"Desenzano del Garda","17","3",29353,59.26,495.3
017068,017,"Edolo","17","3",4447,88.9,50
017069,017,"Erbusco","17","3",8852,16.24,545.1
017070,017,"Esine","17","3",5055,30.31,166.8
017071,017,"Fiesse","17","3",2095,16.02,130.8
017072,017,"Flero","17","3",8812,9.84,895.5
017073,017,"Gambara","17","3",4760,31.59,150.7
017074,017,"Gardone Riviera","17","3",2568,21.39,120.1
017075,017,"Gardone Val Trompia","17","3",11599,26.66,435.1
017076,017,"Gargnano","17","3",2615,76.75,34.1
017077,017,"Gavardo","17","3",12438,29.8,417.4
017078,017,"Ghedi","17","3",18546,60.84,304.8
017079,017,"Gianico","17","3",2078,13.38,155.3
017080,017,"Gottolengo","17","3",5051,29.28,172.5
017081,017,"Gussago","17","3",16663,25.09,664.1
017082,017,"Idro","17","3",1873,22.89,81.8
017083,017,"Incudine","17","3",345,19.67,17.5
017084,017,"Irma","17","3",135,4.93,27.4
017085,017,"Iseo","17","3",8969,28.42,315.6
017086,017,"Isorella","17","3",4123,15.33,268.9
017087,017,"Lavenone","17","3",508,31.82,16
017088,017,"Leno","17","3",14474,58.45,247.6
017089,017,"Limone sul Garda","17","3",1096,23.03,47.6
017090,017,"Lodrino","17","3",1627,16.5,98.6
017091,017,"Lograto","17","3",3845,12.43,309.3
017092,017,"Lonato del Garda","17","3",17168,68.2,251.7
017093,017,"Longhena","17","3",565,3.47,162.8
017094,017,"Losine","17","3",647,6.26,103.4
017095,017,"Lozio","17","3",365,23.74,15.4
017096,017,"Lumezzane","17","3",21742,31.72,685.4
017097,017,"Maclodio","17","3",1478,5.1,289.8
017098,017,"Magasa","17","3",104,19.11,5.4
017099,017,"Mairano","17","3",3498,11.53,303.4
017100,017,"Malegno","17","3",1925,6.89,279.4
017101,017,"Malonno","17","3",2997,31.46,95.3
017102,017,"Manerba del Garda","17","3",5415,36.63,147.8
017103,017,"Manerbio","17","3",13630,27.88,488.9
017104,017,"Marcheno","17","3",4152,22.74,182.6
017105,017,"Marmentino","17","3",648,18.03,35.9
017106,017,"Marone","17","3",3096,23.93,129.4
017107,017,"Mazzano","17","3",12715,15.73,808.3
017108,017,"Milzano","17","3",1704,8.49,200.7
017109,017,"Moniga del Garda","17","3",2682,14.65,183.1
017110,017,"Monno","17","3",515,31.03,16.6
017111,017,"Monte Isola","17","3",1576,12.61,125
017112,017,"Monticelli Brusati","17","3",4556,10.89,418.4
017113,017,"Montichiari","17","3",26506,81.66,324.6
017114,017,"Montirone","17","3",5161,10.52,490.6
017115,017,"Mura","17","3",765,12.51,61.2
017116,017,"Muscoline","17","3",2730,10.08,270.8
017117,017,"Nave","17","3",10627,27.21,390.6
017118,017,"Niardo","17","3",1949,22.16,88
017119,017,"Nuvolento","17","3",3962,7.46,531.1
017120,017,"Nuvolera","17","3",4777,13.31,358.9
017121,017,"Odolo","17","3",1948,6.54,297.9
017122,017,"Offlaga","17","3",4167,23.03,180.9
017123,017,"Ome","17","3",3103,9.85,315
017124,017,"Ono San Pietro","17","3",973,13.78,70.6
017125,017,"Orzinuovi","17","3",12496,47.87,261
017126,017,"Orzivecchi","17","3",2517,9.94,253.2
017127,017,"Ospitaletto","17","3",14969,9.29,1611.3
017128,017,"Ossimo","17","3",1439,14.86,96.8
017129,017,"Padenghe sul Garda","17","3",4912,26.81,183.2
017130,017,"Paderno Franciacorta","17","3",3667,5.61,653.7
017131,017,"Paisco Loveno","17","3",164,35.87,4.6
017132,017,"Paitone","17","3",2248,8,281
017133,017,"Palazzolo sull'Oglio","17","3",20603,23.04,894.2
017134,017,"Paratico","17","3",5023,6.18,812.8
017135,017,"Paspardo","17","3",576,11.15,51.7
017136,017,"Passirano","17","3",6842,13.39,511
017137,017,"Pavone del Mella","17","3",2717,11.61,234
017138,017,"San Paolo","17","3",4490,18.82,238.6
017139,017,"Pertica Alta","17","3",549,20.92,26.2
017140,017,"Pertica Bassa","17","3",543,30.13,18
017141,017,"Pezzaze","17","3",1419,21.49,66
017142,017,"Pian Camuno","17","3",4826,10.94,441.1
017143,017,"Pisogne","17","3",7901,49.23,160.5
017144,017,"Polaveno","17","3",2531,9.2,275.1
017145,017,"Polpenazze del Garda","17","3",2735,9.12,299.9
017146,017,"Pompiano","17","3",3755,15.27,245.9
017147,017,"Poncarale","17","3",5192,12.64,410.8
017148,017,"Ponte di Legno","17","3",1756,100.43,17.5
017149,017,"Pontevico","17","3",7131,29.21,244.1
017150,017,"Pontoglio","17","3",7004,11.09,631.6
017151,017,"Pozzolengo","17","3",3577,21.33,167.7
017152,017,"Pralboino","17","3",2850,17.16,166.1
017153,017,"Preseglie","17","3",1470,11.45,128.4
017155,017,"Prevalle","17","3",6902,9.99,690.9
017156,017,"Provaglio d'Iseo","17","3",7068,16.16,437.4
017157,017,"Provaglio Val Sabbia","17","3",844,14.85,56.8
017158,017,"Puegnago del Garda","17","3",3478,10.97,317
017159,017,"Quinzano d'Oglio","17","3",6392,21.45,298
017160,017,"Remedello","17","3",3446,21.46,160.6
017161,017,"Rezzato","17","3",13592,18.21,746.4
017162,017,"Roccafranca","17","3",4989,19.13,260.8
017163,017,"Rodengo Saiano","17","3",9868,12.86,767.3
017164,017,"RoÃ¨ Volciano","17","3",4323,5.82,742.8
017165,017,"Roncadelle","17","3",9315,9.37,994.1
017166,017,"Rovato","17","3",19746,26.09,756.8
017167,017,"Rudiano","17","3",5910,9.85,600
017168,017,"Sabbio Chiese","17","3",4093,18.45,221.8
017169,017,"Sale Marasino","17","3",3238,16.59,195.2
017170,017,"SalÃ²","17","3",10292,27.3,377
017171,017,"San Felice del Benaco","17","3",3468,20.22,171.5
017172,017,"San Gervasio Bresciano","17","3",2679,10.54,254.2
017173,017,"San Zeno Naviglio","17","3",4733,6.25,757.3
017174,017,"Sarezzo","17","3",13309,17.68,752.8
017175,017,"Saviore dell'Adamello","17","3",787,84.27,9.3
017176,017,"Sellero","17","3",1380,14.47,95.4
017177,017,"Seniga","17","3",1447,13.57,106.6
017178,017,"Serle","17","3",3126,18.43,169.6
017179,017,"Sirmione","17","3",8454,26.25,322.1
017180,017,"Soiano del Lago","17","3",1953,5.77,338.5
017181,017,"Sonico","17","3",1186,60.89,19.5
017182,017,"Sulzano","17","3",1941,10.44,185.9
017183,017,"Tavernole sul Mella","17","3",1200,19.81,60.6
017184,017,"TemÃ¹","17","3",1154,43.26,26.7
017185,017,"Tignale","17","3",1158,45.86,25.3
017186,017,"Torbole Casaglia","17","3",6488,13.44,482.7
017187,017,"Toscolano-Maderno","17","3",7655,58.17,131.6
017188,017,"Travagliato","17","3",14007,17.74,789.6
017189,017,"Tremosine sul Garda","17","3",2141,72.68,29.5
017190,017,"Trenzano","17","3",5556,20.1,276.4
017191,017,"Treviso Bresciano","17","3",522,17.73,29.4
017192,017,"Urago d'Oglio","17","3",3829,10.68,358.5
017193,017,"Vallio Terme","17","3",1438,14.86,96.8
017194,017,"Valvestino","17","3",169,31.12,5.4
017195,017,"Verolanuova","17","3",8168,25.76,317.1
017196,017,"Verolavecchia","17","3",3893,21.06,184.9
017197,017,"Vestone","17","3",4143,12.96,319.7
017198,017,"Vezza d'Oglio","17","3",1461,54.15,27
017199,017,"Villa Carcina","17","3",10721,14.22,753.9
017200,017,"Villachiara","17","3",1355,16.87,80.3
017201,017,"Villanuova sul Clisi","17","3",5929,9.1,651.5
017202,017,"Vione","17","3",621,35.26,17.6
017203,017,"Visano","17","3",2020,11.22,180
017204,017,"Vobarno","17","3",8485,53.22,159.4
017205,017,"Zone","17","3",1041,19.68,52.9
017206,017,"Piancogno","17","3",4787,14.3,334.8
018001,018,"Alagna","18","3",810,8.34,97.1
018003,018,"Albonese","18","3",561,4.33,129.6
018004,018,"Albuzzano","18","3",3667,15.45,237.3
018005,018,"Arena Po","18","3",1530,22.49,68
018006,018,"Badia Pavese","18","3",408,5.06,80.6
018007,018,"Bagnaria","18","3",622,16.66,37.3
018008,018,"Barbianello","18","3",888,11.71,75.8
018009,018,"BascapÃ¨","18","3",1825,13.34,136.8
018011,018,"Bastida Pancarana","18","3",921,12.5,73.7
018012,018,"Battuda","18","3",635,7.14,88.9
018013,018,"Belgioioso","18","3",6439,24.69,260.8
018014,018,"Bereguardo","18","3",2856,17.86,159.9
018015,018,"Borgarello","18","3",2829,4.88,579.7
018016,018,"Borgo Priolo","18","3",1213,28.81,42.1
018017,018,"Borgoratto Mormorolo","18","3",387,16.1,24
018018,018,"Borgo San Siro","18","3",961,17.64,54.5
018019,018,"Bornasco","18","3",2656,12.93,205.4
018020,018,"Bosnasco","18","3",624,4.84,128.9
018021,018,"Brallo di Pregola","18","3",473,46.14,10.3
018022,018,"Breme","18","3",725,18.81,38.5
018023,018,"Bressana Bottarone","18","3",3482,12.69,274.4
018024,018,"Broni","18","3",10164,20.85,487.5
018025,018,"Calvignano","18","3",112,6.98,16
018026,018,"Campospinoso Albaredo","18","3",1333,12.44,107.2
018027,018,"Candia Lomellina","18","3",1562,27.92,55.9
018029,018,"Canneto Pavese","18","3",1285,5.81,221.2
018030,018,"Carbonara al Ticino","18","3",1418,14.78,95.9
018031,018,"Casanova Lonati","18","3",452,4.63,97.6
018032,018,"Casatisma","18","3",855,5.5,155.5
018033,018,"Casei Gerola","18","3",2307,24.8,93
018034,018,"Casorate Primo","18","3",9190,9.69,948.4
018035,018,"Cassolnovo","18","3",6747,31.74,212.6
018036,018,"Castana","18","3",707,5.28,133.9
