DATAFLOW,FREQ,REF_AREA,DATA_TYPE,SEX,AGE,MARITAL_STATUS,TIME_PERIOD,OBS_VALUE,OBS_STATUS,NOTE_DS,NOTE_REF_AREA,NOTE_DATA_TYPE,NOTE_SEX,NOTE_AGE,NOTE_MARITAL_STATUS,BASE_PER,UNIT_MEAS,UNIT_MULT
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,001001,JAN,9,Y9,99,2026,16,e,,FILTER__ITC1,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,001001,JAN,9,Y90,99,2025,9,,,FILTER__ITC1,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,001001,JAN,9,Y90,99,2026,12,e,,FILTER__ITC1,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,001001,JAN,9,Y91,99,2025,8,,,FILTER__ITC1,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,001001,JAN,9,Y91,99,2026,9,e,,FILTER__ITC1,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,001001,JAN,9,Y92,99,2025,10,,,FILTER__ITC1,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,001001,JAN,9,Y92,99,2026,8,e,,FILTER__ITC1,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,001001,JAN,9,Y93,99,2025,7,,,FILTER__ITC1,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,001001,JAN,9,Y93,99,2026,10,e,,FILTER__ITC1,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,001001,JAN,9,Y94,99,2025,3,,,FILTER__ITC1,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,001001,JAN,9,Y94,99,2026,6,e,,FILTER__ITC1,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,001001,JAN,9,Y95,99,2025,3,,,FILTER__ITC1,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,001001,JAN,9,Y95,99,2026,3,e,,FILTER__ITC1,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,001001,JAN,9,Y96,99,2025,3,,,FILTER__ITC1,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,001001,JAN,9,Y96,99,2026,1,e,,FILTER__ITC1,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,001001,JAN,9,Y97,99,2025,2,,,FILTER__ITC1,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,001001,JAN,9,Y97,99,2026,2,e,,FILTER__ITC1,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,001001,JAN,9,Y98,99,2025,1,,,FILTER__ITC1,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,001001,JAN,9,Y98,99,2026,1,e,,FILTER__ITC1,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,001001,JAN,9,Y99,99,2025,0,,,FILTER__ITC1,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,001001,JAN,9,Y99,99,2026,1,e,,FILTER__ITC1,,,,,,,
