codice_comune,pop_0_14,pop_15_64,pop_65_plus,pop_male,pop_female
017103,1722,8628,3280,6773,6857
017104,503,2630,1019,2089,2063
017105,67,398,183,337,311
017106,379,1892,825,1501,1595
017107,1591,8386,2738,6408,6307
017108,197,1126,381,860,844
017109,308,1738,636,1325,1357
017110,59,298,158,247,268
017111,128,978,470,793,783
017112,546,2957,1053,2298,2258
017113,3575,17814,5117,13459,13047
017114,708,3478,975,2609,2552
017115,76,494,195,383,382
017116,321,1813,596,1394,1336
017117,1063,6721,2843,5238,5389
017118,255,1222,472,955,994
017119,509,2514,939,1955,2007
017120,639,3174,964,2368,2409
017121,275,1252,421,981,967
017122,517,2721,929,2128,2039
017123,351,1986,766,1534,1569
017124,104,656,213,479,494
017125,1623,7967,2906,6274,6222
017126,304,1635,578,1286,1231
017127,2188,9925,2856,7623,7346
017128,144,918,377,731,708
017129,583,3194,1135,2359,2553
017130,417,2405,845,1843,1824
017131,14,90,60,86,78
017132,259,1519,470,1164,1084
017133,2665,13498,4440,10445,10158
017134,664,3335,1024,2525,2498
017135,62,316,198,301,275
017136,743,4399,1700,3367,3475
017137,339,1716,662,1352,1365
017138,585,2912,993,2247,2243
017139,54,325,170,291,258
017140,54,324,165,274,269
017141,127,891,401,730,689
017142,683,3195,948,2447,2379
017143,873,4889,2139,3873,4028
017144,292,1602,637,1289,1242
017145,278,1774,683,1365,1370
017146,496,2339,920,1882,1873
017147,606,3455,1131,2576,2616
017148,187,1056,513,857,899
017149,818,4481,1832,3408,3723
017150,929,4465,1610,3503,3501
017151,403,2354,820,1783,1794
017152,373,1766,711,1507,1343
017153,171,914,385,767,703
017155,985,4566,1351,3461,3441
017156,797,4677,1594,3469,3599
017157,70,543,231,436,408
017158,374,2246,858,1697,1781
017159,758,4127,1507,3224,3168
017160,494,2223,729,1744,1702
017161,1663,8540,3389,6717,6875
017162,785,3245,959,2549,2440
017163,1249,6632,1987,4803,5065
017164,423,2850,1050,2101,2222
017165,1093,6047,2175,4625,4690
017166,2925,13087,3734,10125,9621
017167,842,3868,1200,3004,2906
017168,614,2625,854,2083,2010
017169,326,1986,926,1572,1666
017170,1006,6220,3066,4843,5449
017171,373,2218,877,1712,1756
017172,424,1791,464,1337,1342
017173,555,3101,1077,2318,2415
017174,1611,8705,2993,6650,6659
017175,41,446,300,393,394
017176,132,851,397,690,690
017177,124,917,406,745,702
017178,356,1967,803,1551,1575
017179,977,5426,2051,4039,4415
017180,199,1264,490,979,974
017181,136,713,337,597,589
017182,233,1253,455,978,963
017183,128,711,361,614,586
017184,140,699,315,590,564
017185,107,693,358,562,596
017186,811,4347,1330,3258,3230
017187,726,4656,2273,3661,3994
017188,1754,9288,2965,6950,7057
017189,262,1362,517,1078,1063
017190,769,3631,1156,2811,2745
017191,49,328,145,253,269
017192,521,2502,806,1992,1837
017193,181,932,325,698,740
017194,7,98,64,83,86
017195,946,5159,2063,4104,4064
017196,470,2403,1020,2018,1875
017197,498,2626,1019,2075,2068
017198,182,909,370,724,737
017199,1387,6623,2711,5345,5376
017200,148,860,347,691,664
017201,678,3757,1494,2905,3024
017202,61,333,227,305,316
017203,282,1274,464,1060,960
017204,1181,5330,1974,4359,4126
017205,74,645,322,521,520
017206,587,3095,1105,2420,2367
018001,77,550,183,394,416
018003,58,336,167,271,290
018004,450,2460,757,1814,1853
018005,160,921,449,755,775
018006,45,253,110,220,188
018007,35,384,203,301,321
018008,109,552,227,444,444
018009,247,1194,384,966,859
018011,95,566,260,471,450
018012,78,425,132,328,307
018013,817,4054,1568,3137,3302
018014,369,1831,656,1442,1414
018015,323,1955,551,1377,1452
018016,102,737,374,625,588
018017,33,249,105,192,195
018018,93,607,261,485,476
018019,346,1842,468,1333,1323
018020,61,372,191,317,307
018021,19,219,235,255,218
018022,63,424,238,372,353
018023,401,2189,892,1722,1760
018024,1298,6426,2440,4988,5176
018025,11,60,41,54,58
018026,176,810,347,659,674
018027,143,990,429,837,725
018029,134,767,384,646,639
018030,150,912,356,695,723
018031,43,276,133,232,220
018032,115,509,231,419,436
018033,243,1357,707,1162,1145
018034,1205,5863,2122,4607,4583
018035,759,4324,1664,3380,3367
018036,58,403,246,343,364
018037,620,3846,1897,3061,3302
018038,114,656,286,549,507
018039,131,684,264,563,516
018040,45,339,162,275,271
018041,698,4237,1749,3231,3453
018042,26,142,86,128,126
018043,342,1646,375,1201,1162
018044,17,111,60,95,93
018045,50,391,207,332,316
018046,693,3815,1115,2866,2757
018047,96,667,340,515,588
018048,480,2674,894,2041,2007
018049,157,749,402,639,669
018050,587,3411,1440,2658,2780
018051,64,561,290,433,482
018052,147,963,436,774,772
018053,200,1139,445,908,876
018054,78,438,229,380,365
018057,67,572,321,464,496
018058,37,228,93,192,166
018059,20,227,111,201,157
018060,692,3543,845,2476,2604
018061,481,2939,1188,2283,2325
018062,134,703,275,581,531
018063,86,490,236,411,401
018064,30,207,130,189,178
018065,94,621,360,532,543
018066,9,101,61,83,88
018067,12,95,67,88,86
018068,1056,6362,2395,4869,4944
018069,1053,5985,2627,4697,4968
018071,194,1029,280,758,745
018072,724,3589,1072,2736,2649
018073,289,2044,961,1586,1708
018074,12,94,56,89,73
018075,358,1721,617,1342,1354
018076,484,2691,1187,2130,2232
018077,199,928,366,758,735
018078,931,4287,1333,3293,3258
018079,36,216,113,181,184
018080,119,737,307,613,550
018081,338,1848,611,1388,1409
018082,11,75,36,63,59
018083,174,1211,625,969,1041
018084,260,1501,646,1155,1252
018085,209,1143,446,893,905
018086,262,1615,578,1247,1208
018087,232,1256,316,949,855
018088,634,3698,1770,2958,3144
018089,23,168,135,170,156
018090,115,612,334,525,536
018091,38,275,144,225,232
018092,110,891,404,708,697
018093,478,2537,894,1992,1917
018094,70,498,236,419,385
018095,109,872,456,733,704
018096,41,295,142,241,237
018097,56,269,114,209,230
018098,13,145,81,121,118
018099,58,414,190,327,335
018100,156,1054,432,818,824
018101,51,363,191,303,302
018102,1864,10173,3897,7841,8093
018103,20,178,90,143,145
018104,79,442,202,360,363
018105,6,93,64,82,81
018106,106,705,272,532,551
018107,207,1133,555,942,953
018108,33,203,95,165,166
018109,200,1191,467,939,919
018110,7530,45493,18788,34577,37234
018111,71,500,206,395,382
018112,59,504,229,398,394
018113,158,1044,600,879,923
018114,321,1682,727,1403,1327
018115,167,1036,451,806,848
018116,56,425,189,337,333
018117,59,407,274,369,371
018118,165,961,354,728,752
018119,36,242,117,183,212
018120,113,636,301,548,502
018121,181,949,381,709,802
018122,522,3249,1379,2495,2655
018123,648,3671,1697,2965,3051
018124,42,304,164,257,253
018125,10,24,3,18,19
018126,21,135,83,121,118
018127,91,515,102,348,360
018128,20,247,261,276,252
018129,223,1029,281,770,763
018130,46,349,165,279,281
018131,89,473,248,404,406
018133,54,308,93,235,220
018134,48,353,199,311,289
018135,489,2508,1056,1958,2095
018136,76,597,313,511,475
018137,711,4342,1613,3316,3350
018138,542,3241,1447,2644,2586
018139,197,1177,474,952,896
018140,189,946,450,776,809
018141,181,701,176,547,511
018142,17,205,202,223,201
018143,239,1405,631,1133,1142
018144,82,520,201,413,390
018145,53,371,152,298,278
018146,126,860,505,722,769
018147,84,540,229,414,439
018148,9,114,69,97,95
018149,65,366,191,314,308
018150,961,4567,1393,3445,3476
018151,110,730,277,572,545
018152,62,355,150,271,296
018153,1356,7411,2962,5749,5980
018154,49,342,182,293,280
018155,143,1008,451,802,800
018156,50,316,123,253,236
018157,123,670,149,501,441
018158,25,206,101,156,176
018159,297,1661,539,1242,1255
018160,492,2383,664,1822,1717
018161,68,486,242,387,409
018162,489,2785,1153,2150,2277
018163,337,1681,476,1266,1228
018164,431,2419,922,1864,1908
018165,117,706,177,519,481
018166,50,309,212,296,275
018167,14,124,54,104,88
018168,251,1378,600,1149,1080
018169,126,899,400,713,712
018171,272,1757,1044,1520,1553
018172,7,39,36,42,40
018173,500,2329,699,1781,1747
018174,45,236,99,192,188
018175,100,744,369,598,615
018176,944,4643,1234,3405,3416
018177,7721,39901,15858,31008,32472
018178,6,43,19,35,33
018179,83,480,199,385,377
018180,412,2246,783,1750,1691
018181,189,1100,306,818,777
018182,4440,24933,10847,19732,20488
018183,6,88,37,73,58
018184,74,485,322,431,450
018185,201,1155,361,856,861
018186,80,612,291,523,460
018187,51,302,128,236,245
018188,34,243,130,201,206
018189,218,1089,407,866,848
018190,375,2035,781,1587,1604
018191,82,452,251,397,388
018192,328,1620,624,1276,1296
018193,66,507,395,503,465
019001,128,730,309,583,584
019002,508,2704,751,1983,1980
019003,223,1220,537,999,981
019004,65,382,184,317,314
019005,639,3222,1254,2569,2546
019006,156,910,368,702,732
019007,76,356,170,322,280
019009,131,695,304,594,536
019010,130,809,314,633,620
019011,59,439,151,319,330
019012,220,1414,516,1104,1046
019013,66,328,144,271,267
019014,66,260,96,232,190
019015,241,1436,616,1162,1131
019016,386,2270,1140,1911,1885
019017,226,1211,378,948,867
019018,128,743,300,594,577
019019,77,326,124,278,249
019020,228,1216,334,880,898
019021,1853,9697,3564,7676,7438
019022,236,1049,442,868,859
019023,62,314,166,280,262
019024,69,388,85,290,252
019025,1101,5723,2516,4598,4742
019026,675,3688,1336,2848,2851
019027,37,198,71,161,145
019028,51,308,155,252,262
019029,292,1503,475,1129,1141
019030,108,628,241,489,488
019031,127,707,337,593,578
019032,128,711,231,563,507
019033,156,790,372,674,644
019034,137,866,473,729,747
019035,3726,20943,9478,16538,17609
019036,7791,43994,19308,34732,36361
019037,245,1121,364,890,840
019038,73,397,143,325,288
019039,42,253,111,213,193
019040,25,165,94,145,139
019041,431,2409,894,1852,1882
019043,134,822,261,614,603
019044,118,613,307,512,526
019045,108,484,267,436,423
019046,219,1253,410,966,916
019047,148,664,270,549,533
019048,142,877,291,669,641
019049,65,388,158,321,290
019050,183,918,397,751,747
019051,180,1085,460,884,841
019052,324,1645,718,1348,1339
019053,90,645,330,539,526
019054,180,1313,458,995,956
019055,317,1783,664,1397,1367
019056,260,1092,351,824,879
019057,284,1354,386,1021,1003
019058,281,1407,529,1110,1107
019059,250,1503,641,1197,1197
019060,72,422,203,358,339
019061,80,473,216,401,368
019062,734,3706,1505,2973,2972
019063,94,604,236,444,490
019064,347,1689,789,1450,1375
019065,131,769,392,666,626
019066,432,2422,939,1912,1881
019067,1050,5678,2260,4457,4531
019068,375,2118,757,1621,1629
019069,177,960,410,778,769
019070,51,341,182,298,276
019072,318,1655,597,1309,1261
019073,130,711,266,562,545
019074,153,767,318,613,625
019075,217,968,386,790,781
019076,638,3777,1827,3081,3161
019077,187,912,317,715,701
019078,112,626,194,470,462
019079,205,1216,303,893,831
019080,141,677,270,568,520
019081,419,2176,859,1726,1728
019082,60,363,115,285,253
019083,202,1158,488,955,893
019084,961,5286,2111,4130,4228
019085,291,1322,637,1107,1143
019086,405,2139,713,1620,1637
019087,142,759,242,572,571
019088,241,1258,558,981,1076
019089,134,775,388,677,620
019090,252,1231,432,983,932
019091,22,240,122,190,194
019092,109,746,382,644,593
019093,44,286,175,266,239
019094,366,2310,784,1770,1690
019095,441,2041,804,1660,1626
019096,118,554,249,465,456
019097,825,4626,2103,3780,3774
019098,1304,5678,2324,4689,4617
019099,318,1871,852,1569,1472
019100,143,978,364,741,744
019101,72,359,177,295,313
019102,938,4501,1574,3497,3516
019103,171,820,411,712,690
019104,56,305,94,228,227
019105,54,277,120,229,222
019106,36,261,103,223,177
019107,249,1307,627,1121,1062
019108,77,344,164,302,283
019109,360,1923,633,1435,1481
019110,170,1000,478,780,868
019111,371,2257,964,1813,1779
019112,554,3090,1079,2379,2344
019113,492,2552,950,2024,1970
019114,36,269,150,241,214
019115,19,209,106,168,166
019116,471,2496,1096,2055,2008
020001,285,1685,752,1363,1359
020002,1102,6251,2517,4863,5007
020003,700,3678,1477,2929,2926
020007,483,2457,1141,2043,2038
020008,564,2753,1128,2273,2172
020010,246,1503,467,1128,1088
020011,387,1656,581,1312,1312
020012,174,962,362,759,739
020013,448,2194,739,1719,1662
020014,553,2999,1111,2318,2345
020015,1793,8486,2453,6432,6300
020016,627,3236,1298,2600,2561
020017,3170,15901,4879,11968,11982
020018,353,2298,1003,1806,1848
020019,298,1556,611,1259,1206
020020,115,615,292,506,516
020021,1701,9349,3641,7203,7488
020022,364,1988,803,1566,1589
020024,404,1935,707,1560,1486
020025,199,1196,640,1016,1019
020026,1220,6419,2496,5101,5034
020027,1044,5525,2005,4386,4188
020028,827,3866,1352,3042,3003
020029,131,827,441,715,684
020030,5503,31501,13211,24151,26064
020031,684,3815,1839,3150,3188
020032,128,504,162,385,409
020033,841,4830,1982,3790,3863
020034,575,2821,847,2159,2084
020035,578,3340,1476,2709,2685
020036,554,3006,1245,2380,2425
020037,280,1616,512,1263,1145
020038,790,4192,1867,3474,3375
020039,828,4344,1800,3466,3506
020041,213,1104,430,891,856
020042,718,3967,1570,3166,3089
020043,173,1151,433,847,910
020044,248,1463,566,1112,1165
020045,1947,10464,4304,8264,8451
020046,105,625,286,501,515
020047,529,3180,1572,2629,2652
020048,134,711,343,589,599
020050,233,1373,696,1142,1160
020051,587,3239,1348,2562,2612
020052,758,4301,1876,3422,3513
020053,1079,5617,2018,4331,4383
020054,430,2511,1135,2033,2043
020055,694,4145,1953,3416,3376
020056,142,919,447,760,748
020057,1347,7884,2727,5937,6021
020058,151,774,319,632,612
020059,141,937,526,807,797
020060,101,718,316,601,534
020061,748,4052,2240,3578,3462
020062,153,891,430,745,729
020063,301,1685,653,1307,1332
020064,223,1201,562,996,990
020065,2802,13530,4986,10730,10588
020066,2439,12950,4398,10000,9787
020068,264,1333,555,1090,1062
020070,746,4727,1775,3557,3691
020071,1894,9488,3670,7473,7579
020072,616,3251,1512,2651,2728
020073,208,1090,574,941,931
021001,246,1021,342,831,778
021002,155,691,212,532,526
021003,58,234,96,197,191
021004,2178,9560,3324,7500,7562
021005,121,549,153,425,398
021006,469,2387,733,1779,1810
021007,303,1139,346,891,897
021008,13960,66819,26122,51726,55175
021009,102,449,139,347,343
021010,367,1584,483,1266,1168
021011,3572,15022,4756,11427,11923
021012,417,1760,647,1402,1422
021013,2464,10956,3746,8538,8628
021014,38,275,73,185,201
021015,1230,5255,1816,4064,4237
021016,421,1863,527,1458,1353
021017,923,3871,1083,2942,2935
021018,383,1493,542,1227,1191
021019,1010,4586,1466,3578,3484
021020,274,1040,339,818,835
021021,477,2004,586,1561,1506
021022,800,3347,1078,2645,2580
021023,514,2285,648,1724,1723
021024,307,1477,454,1094,1144
021025,96,428,152,340,336
021026,194,944,300,707,731
021027,361,1548,489,1223,1175
021028,511,2263,718,1738,1754
021029,781,3522,1215,2713,2805
021030,541,2110,541,1622,1570
021031,579,2484,684,1869,1878
021032,191,761,187,598,541
021033,404,1683,463,1290,1260
021034,459,2166,658,1676,1607
021035,268,1159,363,862,928
021036,152,545,240,464,473
021037,822,3389,1068,2616,2663
021038,724,3223,1128,2447,2628
021039,450,1860,523,1439,1394
021040,2551,12023,4107,9309,9372
021041,1985,8146,2614,6291,6454
021042,698,2670,814,2093,2089
021043,34,230,52,178,138
021044,261,1033,285,801,778
021045,204,832,276,661,651
021046,840,3408,998,2672,2574
021047,552,2036,633,1630,1591
021048,420,1902,588,1489,1421
021049,123,551,166,457,383
021050,270,1156,298,880,844
021051,5674,26216,9768,20261,21397
021052,424,1877,603,1458,1446
021053,271,1145,350,886,880
021054,360,1298,371,1082,947
021055,327,1375,409,1054,1057
021056,922,3949,1230,3057,3044
021057,643,2290,589,1767,1755
021058,315,1340,455,1108,1002
021059,666,2615,867,2122,2026
021060,585,2526,821,1930,2002
021061,649,2968,1093,2337,2373
021062,600,2530,843,1947,2026
021063,313,1149,306,885,883
021064,118,521,121,386,374
021065,43,194,34,145,126
021066,304,1351,402,1023,1034
021067,664,2423,779,1932,1934
021068,52,311,145,261,247
021069,27,156,60,140,103
021070,765,3107,830,2432,2270
021071,443,1893,600,1487,1449
021072,1320,5339,1673,4208,4124
021073,222,894,277,710,683
021074,534,2145,651,1673,1657
021075,232,862,210,673,631
021076,623,2467,745,1942,1893
021077,499,2015,804,1611,1707
021079,472,1973,581,1546,1480
021080,631,2292,757,1887,1793
021081,603,2653,737,2040,1953
021082,285,1157,352,937,857
021083,558,2148,617,1686,1637
021084,198,990,360,807,741
021085,324,1288,424,1011,1025
021086,1194,4592,1496,3685,3597
021087,460,1985,624,1538,1531
021088,187,883,297,706,661
021089,360,1736,534,1288,1342
021091,196,743,295,639,595
021092,209,1177,413,897,902
021093,1044,4041,1323,3217,3191
021094,291,1240,363,952,942
021095,175,734,270,598,581
021096,323,1192,322,954,883
021097,786,3273,958,2539,2478
021098,530,2067,796,1689,1704
021099,323,1332,428,1060,1023
021100,167,652,217,492,544
021101,336,1603,554,1241,1252
021102,174,663,231,532,536
021103,158,600,203,462,499
021104,522,1761,638,1462,1459
021105,195,696,206,593,504
021106,494,2077,705,1654,1622
021107,505,1971,631,1571,1536
021108,911,3952,1153,3076,2940
021109,411,1463,482,1205,1151
021110,570,2171,643,1697,1687
021111,838,3341,925,2587,2517
021112,192,640,181,534,479
021113,212,1080,315,822,785
021114,263,1238,371,959,913
021115,1053,4465,1522,3503,3537
021116,591,1997,513,1582,1519
021117,255,915,249,726,693
021118,150,517,147,422,392
022001,1161,5704,2033,4496,4402
022002,222,978,349,788,761
022003,473,2162,725,1665,1695
022005,148,795,294,593,644
022006,2201,11258,4288,8676,9071
022007,561,2581,976,2052,2066
022009,723,3303,1300,2673,2653
022011,174,894,432,756,744
022013,422,1875,537,1428,1406
022015,49,295,137,235,246
022017,199,941,405,788,757
022018,43,270,97,211,199
022021,61,392,174,316,311
022022,875,4577,1800,3628,3624
022025,512,2619,1053,2102,2082
022026,27,135,78,120,120
022029,72,455,165,357,335
022032,200,877,320,696,701
022033,135,702,285,558,564
022034,568,2562,880,1946,2064
022035,351,1362,344,1048,1009
022036,62,421,178,324,337
022037,191,947,394,804,728
022038,205,862,417,718,766
022039,222,1240,441,904,999
022040,79,377,142,308,290
022042,96,571,228,439,456
022043,73,302,143,259,259
022045,12,123,76,107,104
022047,270,1470,587,1165,1162
022048,97,665,395,596,561
022049,140,701,247,546,542
022050,481,2565,980,1957,2069
022051,139,724,292,592,563
022052,98,379,132,317,292
022053,340,1990,773,1563,1540
022054,22,150,59,111,120
022058,113,465,165,379,364
022059,36,202,114,178,174
022060,26,186,82,140,154
022061,562,2693,922,2090,2087
022062,1008,4603,1869,3636,3844
022064,122,641,242,499,506
022068,71,440,166,343,334
022071,43,243,105,206,185
022074,134,777,335,647,599
022078,66,381,162,312,297
022079,731,3309,1048,2530,2558
022081,93,575,273,469,472
022083,143,670,290,542,561
022085,60,283,111,246,208
022087,327,1935,907,1571,1598
022089,184,890,289,706,657
022090,37,207,92,174,162
022091,56,263,108,226,201
022092,349,1540,629,1294,1224
022093,98,448,206,373,379
022095,214,1217,599,1009,1021
022097,151,706,295,593,559
022098,418,1692,706,1399,1417
022102,117,765,323,610,595
022103,1297,5837,2074,4583,4625
022104,1042,5265,2027,4085,4249
022106,88,480,206,395,379
022108,128,571,183,452,430
022109,40,142,81,130,133
022110,265,1389,642,1120,1176
022112,17,89,28,71,63
022113,77,413,126,297,319
022114,101,564,218,429,454
022115,198,989,397,803,781
022116,757,3356,1349,2679,2783
022117,1080,5003,1716,3882,3917
022118,261,1588,702,1233,1318
022120,110,723,267,525,575
022123,1351,6555,2422,5172,5156
022124,279,1845,608,1372,1360
022127,276,1309,519,1068,1036
022128,165,854,341,665,695
022129,158,766,227,563,588
022130,104,488,200,407,385
022131,81,518,227,403,423
022133,8,111,54,85,88
022134,100,524,195,403,416
022135,133,584,287,534,470
022136,197,1066,532,934,861
022137,97,399,244,364,376
022138,42,266,80,184,204
022139,2773,13930,4932,10556,11079
022142,63,387,216,338,328
022143,320,1930,826,1496,1580
022144,319,1535,562,1234,1182
022147,436,2921,1153,2220,2290
022150,157,840,377,706,668
022153,2207,11277,4274,8550,9208
022155,213,909,407,786,743
022156,409,1894,717,1498,1522
022157,61,281,108,237,213
022159,68,322,125,263,252
022160,219,1063,376,857,801
022161,5136,25106,10271,19516,20997
022162,37,234,128,217,182
022163,78,469,236,399,384
022164,19,102,50,88,83
022165,58,326,156,268,272
022167,594,2705,799,2066,2032
022168,149,733,259,576,565
022169,124,518,258,458,442
022170,100,481,202,388,395
022171,191,896,294,688,693
022172,140,923,345,703,705
022173,54,228,101,189,194
022176,97,457,160,364,350
022177,89,478,240,415,392
022179,142,785,348,633,642
022180,155,807,331,694,599
022181,80,457,185,365,357
022182,154,726,306,626,560
022183,534,2836,1125,2200,2295
022184,71,362,138,294,277
022188,235,1178,525,952,986
022189,71,378,169,324,294
022190,115,667,281,536,527
022191,273,1272,509,1004,1050
022193,55,454,194,375,328
022195,89,380,175,314,330
022196,364,1918,714,1515,1481
022199,518,2301,953,1876,1896
022200,155,854,297,682,624
022202,67,446,191,347,357
022203,196,957,366,768,751
022205,14527,75153,29679,58481,60878
022209,47,294,136,235,242
022210,155,839,406,715,685
022213,201,1140,426,882,885
022216,39,139,39,119,98
022222,504,2465,896,1957,1908
022224,375,2038,769,1583,1599
022226,228,1115,409,845,907
022228,463,1910,686,1525,1534
022229,656,3531,1291,2693,2785
022230,1022,4405,1627,3560,3494
022231,200,915,450,780,785
022232,127,637,401,606,559
022233,251,1360,519,1044,1086
022234,169,859,433,738,723
022235,205,1001,439,837,808
022236,688,3344,1169,2600,2601
022237,94,320,140,281,273
022238,232,1176,518,971,955
022239,108,420,206,378,356
022240,405,2113,791,1652,1657
022241,325,1480,569,1216,1158
022242,159,878,386,699,724
022243,397,1901,708,1522,1484
022244,254,1169,391,911,903
022245,556,3061,1347,2433,2531
022246,417,1825,743,1510,1475
022247,170,830,359,671,688
022248,660,3366,1201,2646,2581
022249,522,2815,1322,2347,2312
022250,463,2500,670,1810,1823
022251,433,2012,683,1602,1526
022252,346,1553,702,1333,1268
022253,470,2130,981,1829,1752
022254,313,1661,659,1321,1312
023001,307,1628,569,1253,1251
023002,681,3380,1237,2689,2609
023003,347,1629,568,1261,1283
023004,871,4204,1344,3229,3190
023005,374,1699,634,1362,1345
023006,735,4211,1870,3320,3496
023007,457,2223,728,1775,1633
023008,221,1175,421,944,873
023009,250,1289,451,1074,916
023010,160,884,341,689,696
023011,434,2270,889,1924,1669
023012,2089,10719,3584,8227,8165
023013,157,864,347,702,666
023014,250,1511,675,1136,1300
023015,2645,13821,4571,10353,10684
023016,889,4649,1493,3538,3493
023017,1127,5471,1562,4120,4040
023018,1024,5579,2172,4349,4426
023019,639,3514,1519,2881,2791
023020,363,2107,1027,1741,1756
023021,1588,8007,2738,6100,6233
023022,1678,8841,2787,6572,6734
023023,757,3958,1280,2938,3057
023024,180,949,337,722,744
023025,2138,10986,4180,8607,8697
023026,342,1785,571,1370,1328
023027,1034,5496,2013,4286,4257
023028,1248,5667,1886,4416,4385
023029,139,664,257,547,513
023030,447,2670,879,1994,2002
023031,305,1633,598,1278,1258
023032,289,1218,415,961,961
023033,99,540,211,481,369
023034,11,201,90,162,140
023035,492,2708,993,2171,2022
023036,478,2534,1032,1989,2055
023037,596,3275,1355,2634,2592
023038,1300,6937,2538,5439,5336
023039,642,3199,1308,2602,2547
023040,1447,7541,2837,5977,5848
023041,447,2141,729,1671,1646
023042,1100,5920,1710,4321,4409
023043,714,4399,1658,3329,3442
023044,2947,16090,7047,12750,13334
023045,386,2125,961,1693,1779
023046,331,1968,786,1527,1558
023047,310,1521,671,1232,1270
023048,579,2924,1141,2335,2309
023049,551,2775,997,2248,2075
023050,1310,5763,1880,4564,4389
023051,1232,5516,1452,4234,3966
023052,1771,10112,4495,8086,8292
023053,1063,5408,2017,4252,4236
023054,543,2634,711,2068,1820
023055,1523,6871,1989,5269,5114
023056,142,778,276,603,593
023057,385,2034,670,1551,1538
023058,2255,11860,3515,8794,8836
023059,1267,7005,2633,5252,5653
023060,920,4778,1703,3666,3735
023061,335,1571,605,1332,1179
023062,267,1574,527,1215,1153
023063,539,2365,851,1927,1828
023064,775,3999,1421,3151,3044
023065,332,1673,591,1368,1228
023066,251,1079,327,827,830
023067,270,1380,519,1099,1070
023068,497,2317,944,1932,1826
023069,2864,13928,4607,10788,10611
023070,598,3062,1188,2446,2402
023071,3134,16307,5986,12503,12924
023072,581,2723,1014,2212,2106
023073,2441,10774,3582,8354,8443
023074,77,387,142,319,287
023075,432,1964,749,1647,1498
023076,1407,8179,3410,6254,6742
023077,1471,7732,2667,5855,6015
023078,309,1751,600,1446,1214
023079,166,970,408,797,747
023080,99,559,263,488,433
023081,909,4463,1754,3549,3577
023082,1658,9491,3331,7222,7258
023083,2181,11624,3956,8834,8927
023084,348,1852,779,1564,1415
023085,263,1293,587,1064,1079
023086,287,1743,826,1383,1473
023087,700,3054,1311,2525,2540
023088,389,1778,634,1494,1307
023089,2256,10577,3207,7911,8129
023090,90,494,188,411,361
023091,28416,159132,67591,122454,132685
023092,810,3417,962,2643,2546
023093,332,1576,591,1303,1196
023094,1481,6817,2044,5234,5108
023095,717,3640,1538,2933,2962
023096,3891,21336,7558,16085,16700
023097,2154,10581,3202,7963,7974
023098,678,3137,1066,2507,2374
024001,181,888,337,705,701
024002,215,1284,460,983,976
024003,178,1069,311,791,767
024004,1335,7876,2549,5876,5884
024005,281,1410,466,1117,1040
024006,821,4819,1955,3807,3788
024007,321,1878,866,1564,1501
024008,3425,16913,5556,13295,12599
024009,661,3703,1839,3023,3180
024010,113,520,208,427,414
024012,4665,26297,11317,20323,21956
024013,789,4306,1410,3275,3230
024014,976,5143,2185,4033,4271
024015,813,4197,1599,3314,3295
024016,371,2005,707,1554,1529
024017,552,2664,795,2008,2003
024018,1301,7220,2783,5552,5752
024019,304,1588,652,1268,1276
024020,125,799,346,636,634
024021,1495,7284,2306,5467,5618
024022,187,1017,465,831,838
024024,381,2248,817,1724,1722
024025,386,2359,892,1822,1815
024026,2063,10025,3327,7546,7869
024027,309,1896,596,1413,1388
024028,724,4067,1354,3120,3025
024029,1584,8016,2966,6410,6156
024030,301,1607,652,1307,1253
024032,299,1949,879,1556,1571
024034,1431,7474,2835,5981,5759
024035,990,4937,1721,3796,3852
024036,1260,7176,2783,5523,5696
024037,146,819,292,665,592
024038,1594,8446,3538,6629,6949
024039,113,888,496,789,708
024040,436,2313,966,1855,1860
024041,66,403,205,361,313
024042,241,1457,656,1162,1192
024043,515,2159,780,1744,1710
024046,529,2750,1040,2159,2160
024047,514,2586,800,1989,1911
024048,1270,6722,2298,5121,5169
024049,11,89,35,70,65
024050,12,117,45,85,89
024051,589,3521,1421,2756,2775
024052,2143,10310,3605,8037,8021
024053,355,2205,950,1774,1736
024055,1843,9545,3318,7344,7362
024056,1052,6000,2159,4626,4585
024057,1641,8859,3621,7056,7065
024060,830,4045,1442,3209,3108
024061,3088,15670,5305,12409,11654
024062,580,3113,1176,2447,2422
024063,346,1758,732,1450,1386
024064,399,2144,781,1650,1674
024065,205,1161,399,871,894
024066,296,1845,645,1404,1382
024067,977,5682,2435,4496,4598
024068,332,1953,716,1538,1463
024070,949,4907,1679,3827,3708
024071,362,2045,645,1553,1499
024072,210,791,262,638,625
024073,517,3051,1286,2425,2429
024074,1163,5889,2234,4677,4609
024075,315,1858,803,1467,1509
024076,63,385,229,339,338
024077,256,1417,552,1116,1109
024078,1039,5305,1983,4172,4155
024079,499,2738,1012,2137,2112
024080,61,335,186,300,282
024081,330,2017,786,1517,1616
024082,336,1792,624,1435,1317
024083,687,3830,1319,2901,2935
024084,495,3434,1838,2883,2884
024085,469,2565,1120,2106,2048
024086,1604,8898,3500,6966,7036
024087,1909,9500,3244,7234,7419
024088,1057,5488,1751,4149,4147
024089,85,369,190,320,324
024090,112,620,257,493,496
