codice_comune,pop_0_14,pop_15_64,pop_65_plus,pop_male,pop_female
079003,171,923,501,779,816
079004,108,481,180,371,398
079005,43,336,202,286,295
079007,25,244,131,190,210
079008,353,1634,842,1360,1469
079009,131,783,297,622,589
079011,855,4559,1771,3517,3668
079012,726,3181,1115,2464,2558
079017,185,1055,442,855,827
079018,148,994,571,804,909
079020,136,773,394,664,639
079023,9629,51140,21939,39494,43214
079024,62,293,147,243,259
079025,43,199,111,180,173
079027,102,631,278,466,545
079029,566,2887,1619,2425,2647
079030,87,484,261,419,413
079033,127,790,400,667,650
079034,168,1022,612,850,952
079036,716,3132,1064,2412,2500
079039,763,4072,1523,3173,3185
079042,673,3589,1417,2830,2849
079043,311,1686,820,1415,1402
079047,498,2611,904,2127,1886
079048,266,1154,511,944,987
079052,62,341,124,263,264
079055,37,236,138,192,219
079056,172,1101,587,936,924
079058,292,1749,854,1435,1460
079059,617,3219,1565,2630,2771
079060,806,3523,1060,2844,2545
079061,474,2450,1080,1938,2066
079063,205,901,374,748,732
079065,42,297,173,232,280
079068,116,634,292,513,529
079069,584,2801,1080,2197,2268
079071,44,199,111,182,172
079072,323,1308,517,1043,1105
079073,80,466,238,395,389
079074,53,549,321,458,465
079077,96,395,180,310,361
079080,205,1240,485,932,998
079081,782,3805,1303,2927,2963
079083,64,546,208,418,400
079087,606,3043,1124,2436,2337
079088,32,280,169,236,245
079089,100,561,375,513,523
079092,167,1107,517,872,919
079094,84,585,319,498,490
079095,291,1364,658,1135,1178
079096,349,1679,544,1296,1276
079099,200,1223,542,1017,948
079108,94,440,157,345,346
079110,150,843,391,666,718
079114,491,2267,1052,1893,1917
079115,167,963,403,784,749
079116,198,872,337,717,690
079117,191,1202,525,953,965
079118,150,996,545,863,828
079122,173,883,480,741,795
079123,372,2174,825,1649,1722
079126,60,266,126,216,236
079127,1035,5110,1653,3985,3813
079129,384,1646,848,1429,1449
079130,474,2522,1091,1996,2091
079131,490,2114,688,1686,1606
079133,616,3066,1007,2309,2380
079134,72,464,172,352,356
079137,748,4967,2694,3929,4480
079138,295,1628,810,1314,1419
079139,158,831,424,686,727
079142,448,2338,814,1803,1797
079143,233,1495,666,1228,1166
079146,239,1588,638,1246,1219
079147,387,2124,950,1724,1737
079148,101,535,297,437,496
079151,155,833,442,670,760
079157,119,781,413,641,672
079160,8595,43022,15388,33242,33763
080001,453,1575,642,1338,1332
080002,40,273,133,230,216
080003,245,1261,489,948,1047
080004,134,731,287,583,569
080005,705,3051,1150,2435,2471
080006,126,524,266,442,474
080007,1191,5558,2353,4527,4575
080008,416,1527,546,1252,1237
080009,591,2642,1065,2128,2170
080010,119,670,342,547,584
080011,38,322,100,247,213
080012,1434,5371,1938,4245,4498
080013,445,2486,994,1966,1959
080014,370,1798,956,1543,1581
080015,128,528,354,493,517
080016,80,413,242,356,379
080017,135,485,173,386,407
080018,598,2896,1018,2223,2289
080019,61,253,93,214,193
080020,80,397,207,340,344
080021,36,256,137,205,224
080022,86,711,440,588,649
080023,301,1283,465,995,1054
080024,74,422,184,327,353
080025,746,4082,1821,3288,3361
080026,62,293,155,267,243
080027,884,3945,1406,3017,3218
080028,1321,5942,2317,4667,4913
080029,529,2751,1211,2174,2317
080030,88,451,189,359,369
080031,466,1900,686,1469,1583
080032,128,902,459,719,770
080033,83,397,205,328,357
080034,70,478,241,383,406
080035,128,837,426,672,719
080036,265,1408,602,1149,1126
080037,204,960,389,755,798
080038,2830,12771,3723,9627,9697
080039,1016,4352,1466,3382,3452
080040,353,1686,776,1376,1439
080041,21,205,95,153,168
080042,593,2807,1157,2233,2324
080043,1490,7375,2991,5688,6168
080044,293,1408,634,1136,1199
080045,875,3983,1445,3054,3249
080046,141,745,405,628,663
080047,62,291,123,240,236
080048,71,475,234,368,412
080049,767,3165,910,2393,2449
080050,1135,6524,2655,5070,5244
080051,216,1311,595,1033,1089
080052,378,2017,839,1637,1597
080053,641,3297,1513,2668,2783
080054,549,3217,1611,2643,2734
080055,561,2967,1146,2287,2387
080056,139,1037,650,899,927
080057,2407,11373,4203,8693,9290
080058,59,262,176,252,245
080059,92,542,343,479,498
080060,788,2254,604,1850,1796
080061,1287,6447,2088,4769,5053
080062,125,588,281,470,524
080063,20110,105272,42543,80626,87299
080064,226,1129,441,893,903
080065,1053,4962,1588,3920,3683
080066,3,167,121,147,144
080067,655,3756,1708,2919,3200
080068,120,589,188,433,464
080069,2310,9409,2809,7311,7217
080070,55,388,236,335,344
080071,418,1854,673,1425,1520
080072,30,235,129,188,206
080073,192,1220,656,1011,1057
080074,565,1985,747,1609,1688
080075,77,490,356,428,495
080076,73,276,120,227,242
080077,145,902,432,740,739
080078,57,445,205,357,350
080079,65,326,133,262,262
080080,32,195,72,153,146
080081,535,2267,823,1772,1853
080082,185,788,335,655,653
080083,100,620,281,525,476
080084,97,475,225,382,415
080085,470,2670,1265,2158,2247
080086,322,1567,584,1223,1250
080087,78,498,212,387,401
080088,2377,11493,3749,8648,8971
080089,271,1153,374,900,898
080090,10,78,73,82,79
080091,133,674,336,596,547
080092,253,1529,524,1179,1127
080093,2008,9311,3324,7153,7490
080094,38,244,120,202,200
080095,252,1349,461,1014,1048
080096,1468,8018,3190,6249,6427
080097,523,2948,998,2419,2050
081001,5533,28094,11034,22276,22385
081002,316,1680,731,1327,1400
081003,629,3545,1781,2942,3013
081004,1368,6701,3052,5567,5554
081005,1709,9360,3566,7421,7214
081006,3409,18495,7453,14451,14906
081007,655,3319,1260,2607,2627
081008,2972,15882,6719,12324,13249
081009,480,2836,1224,2327,2213
081010,395,2175,1066,1743,1893
081011,9572,49731,20218,39563,39958
081012,6710,31418,11942,24865,25205
081013,1230,6678,2636,5144,5400
081014,810,4609,1731,3611,3539
081015,1098,6059,2678,4817,5018
081016,108,769,395,632,640
081017,189,970,401,766,794
081018,1027,6012,2680,4836,4883
081019,519,2859,1335,2292,2421
081020,509,3182,1174,2456,2409
081021,6279,34462,13895,26569,28067
081022,1227,7083,2929,5627,5612
081023,141,1014,555,826,884
081024,1066,5031,1786,4051,3832
081025,990,5215,2241,4297,4149
082001,347,1854,937,1526,1612
082002,194,1112,516,849,973
082003,82,610,313,501,504
082004,1293,5837,1925,4550,4505
082005,1340,6217,2185,4746,4996
082006,7401,34038,11713,25946,27206
082007,733,3876,1770,3046,3333
082008,227,1113,498,912,926
082009,1690,6823,2165,5222,5456
082010,436,2356,1146,1950,1988
082011,523,2642,909,2012,2062
082012,80,655,405,544,596
082013,1109,4565,1493,3550,3617
082014,870,4668,1991,3713,3816
082015,303,1941,1079,1629,1694
082016,41,256,114,217,194
082017,870,5178,1822,3881,3989
082018,107,659,347,554,559
082019,369,1798,675,1404,1438
082020,1692,7308,2482,5663,5819
082021,6762,26722,7650,20510,20624
082022,798,4708,2365,3847,4024
082023,1676,7617,2485,5805,5973
082024,251,1749,885,1373,1512
082025,266,1624,839,1316,1413
082026,124,606,232,476,486
082027,1461,8349,4036,6705,7141
082028,592,2976,1203,2344,2427
082029,225,1424,729,1130,1248
082030,420,1881,1018,1595,1724
082031,1605,7928,2668,5984,6217
082032,392,2109,1108,1736,1873
082033,126,844,467,706,731
082034,1296,6390,2476,5046,5116
082035,2160,8584,2169,6310,6603
082036,573,3505,1840,2838,3080
082037,140,1004,492,827,809
082038,305,1427,497,1131,1098
082039,147,911,568,823,803
082040,112,634,235,493,488
082041,75,479,299,421,432
082042,103,851,439,752,641
082043,913,4571,1479,3390,3573
082044,437,2433,899,1870,1899
082045,640,3800,1602,2858,3184
082046,747,3672,1525,2903,3041
082047,284,1568,647,1226,1273
082048,4505,18823,5869,14466,14731
082049,5628,25157,8059,19163,19681
082050,668,3536,1449,2729,2924
082051,238,1580,927,1296,1449
082052,121,1047,526,837,857
082053,81873,393967,150433,299720,326553
082054,4224,19566,7139,15369,15560
082055,256,1700,851,1380,1427
082056,186,1376,787,1097,1252
082057,519,3185,1467,2517,2654
082058,205,1571,969,1337,1408
082059,284,1707,816,1385,1422
082060,371,2475,1153,1927,2072
082061,142,771,370,622,661
082062,207,1303,609,1039,1080
082063,630,3086,1071,2321,2466
082064,1075,4979,1832,3838,4048
082065,121,719,439,638,641
082066,98,696,212,518,488
082067,1397,7014,2572,5399,5584
082068,308,1507,609,1192,1232
082069,29,194,121,170,174
082070,3039,15370,6216,12018,12607
082071,1875,8377,2874,6490,6636
082072,704,2870,866,2185,2255
082073,1373,7016,2455,5483,5361
082074,392,1883,868,1538,1605
082075,127,796,400,674,649
082076,324,1819,908,1460,1591
082077,189,1054,465,830,878
082078,246,1407,694,1128,1219
082079,3213,12578,3589,9457,9923
082080,387,1846,831,1490,1574
082081,59,316,189,264,300
082082,66,468,288,394,428
083001,121,891,577,746,843
083002,71,355,170,295,301
083003,260,1420,637,1125,1192
083004,89,470,214,390,383
083005,5158,25244,9354,19490,20266
083006,42,403,169,290,324
083007,698,3619,1395,2713,2999
083008,315,1758,634,1320,1387
083009,1414,8252,3399,6137,6928
083010,567,2840,994,2126,2275
083011,310,1813,794,1429,1488
083012,74,394,207,364,311
083013,122,909,324,683,672
083014,266,1697,768,1318,1413
083015,116,642,313,542,529
083016,236,1331,664,1111,1120
083017,193,1241,626,1025,1035
083018,59,302,140,241,260
083019,336,1764,726,1377,1449
083020,88,760,419,620,647
083021,172,777,301,607,643
083022,30,284,144,227,231
083023,79,752,227,631,427
083024,94,569,239,456,446
083025,368,2106,1024,1735,1763
083026,43,293,188,250,274
083027,385,2036,824,1569,1676
083028,505,2719,1022,2110,2136
083029,443,1953,698,1506,1588
083030,165,1251,692,964,1144
083031,22,198,100,159,161
083032,983,6119,2335,4519,4918
083033,700,4166,1820,3269,3417
083034,179,878,377,732,702
083035,158,889,461,711,797
083036,163,947,381,714,777
083037,63,408,198,342,327
083038,358,1925,696,1433,1546
083039,159,901,475,744,791
083040,55,379,269,325,378
083041,1474,8260,3060,6542,6252
083042,120,782,349,604,647
083043,120,642,241,521,482
083044,41,348,186,270,305
083045,44,274,150,221,247
083046,173,870,362,716,689
083047,355,1552,487,1187,1207
083048,24859,135308,56291,104268,112190
083049,3183,18633,7963,14586,15193
083050,123,715,330,578,590
083051,73,513,266,409,443
083052,433,2543,1174,1956,2194
083053,70,413,196,337,342
083054,242,1427,721,1169,1221
083055,39,317,150,252,254
083056,129,841,372,667,675
083057,160,1328,584,1045,1027
083058,79,446,237,383,379
083059,31,376,239,318,328
083060,288,1968,1088,1633,1711
083061,375,2181,932,1729,1759
083062,81,599,365,511,534
083063,219,1363,644,1095,1131
083064,740,3793,1405,2907,3031
083065,139,676,285,531,569
083066,1412,7989,3320,6064,6657
083067,117,776,329,601,621
083068,436,2329,959,1848,1876
083069,49,503,287,411,428
083070,65,415,225,350,355
083071,10,94,50,77,77
083072,371,2637,1135,1984,2159
083073,93,597,275,466,499
083074,47,308,177,262,270
083075,210,1202,526,953,985
083076,717,4100,1680,3181,3316
083077,789,4194,1634,3258,3359
083078,322,2007,830,1570,1589
083079,190,1117,468,855,920
083080,234,1532,752,1243,1275
083081,230,1536,769,1222,1313
083082,119,620,364,501,602
083083,83,560,218,429,432
083084,1263,7697,3173,5770,6363
083085,153,961,428,739,803
083086,515,2719,1108,2167,2175
083087,79,551,247,458,419
083088,256,1559,810,1290,1335
083089,987,5686,2460,4395,4738
083090,129,722,334,559,626
083091,497,2656,1172,2070,2255
083092,369,2247,1004,1793,1827
083093,226,1133,390,834,915
083094,176,1135,550,897,964
083095,270,1485,663,1204,1214
083096,515,2791,1296,2241,2361
083097,1092,6629,2755,5134,5342
083098,900,4682,1701,3415,3868
083099,635,3325,1472,2693,2739
083100,61,422,221,334,370
083101,193,1524,763,1242,1238
083102,84,479,278,402,439
083103,128,802,316,617,629
083104,453,2507,1001,1872,2089
083105,784,4751,2174,3621,4088
083106,1023,4661,1679,3632,3731
083107,649,3528,1355,2669,2863
083108,533,2933,1017,2185,2298
084001,6346,34765,14007,27032,28086
084002,203,1340,758,1104,1197
084003,922,5531,2216,4241,4428
084004,228,1893,879,1451,1549
084005,276,1450,683,1182,1227
084006,106,702,319,553,574
084007,297,1809,959,1474,1591
084008,203,1282,488,1006,967
084009,669,3733,1399,2889,2912
084010,1070,5548,2255,4335,4538
084011,4781,22142,7326,16691,17558
084012,667,4338,2030,3425,3610
084013,337,1582,638,1230,1327
084014,344,2014,874,1610,1622
084015,299,1751,921,1411,1560
084016,112,611,196,469,450
084017,4074,20099,6994,15178,15989
084018,602,3043,1399,2379,2665
084019,109,637,318,506,558
084020,830,4336,1319,3392,3093
084021,4209,21833,8161,17056,17147
084022,248,1022,430,842,858
084023,1386,7246,3095,5689,6038
084024,291,1425,626,1155,1187
084025,315,1609,755,1301,1378
084026,718,4113,1902,3313,3420
084027,3135,13303,4864,10231,11071
084028,1938,9827,3665,7544,7886
084029,930,4731,1840,3782,3719
084030,1417,7429,2923,5724,6045
084031,1302,6277,2545,4911,5213
084032,511,2756,1101,2149,2219
084033,2135,10974,4635,8609,9135
084034,562,3257,1383,2583,2619
084035,259,1600,885,1300,1444
084036,853,4562,1968,3684,3699
084037,258,1372,578,1117,1091
084038,652,3828,1501,2910,3071
084039,119,606,394,539,580
084040,289,2383,1182,1873,1981
084041,4695,23693,9999,18633,19754
084042,454,2646,1087,2126,2061
084043,150,797,348,630,665
085001,80,478,261,408,411
085002,41,270,157,224,244
085003,412,2549,1092,1999,2054
085004,6776,36512,14634,28223,29699
085005,193,1467,852,1168,1344
085006,459,2482,910,1812,2039
085007,9078,45303,15728,34154,35955
085008,137,924,444,727,778
085009,1207,6779,2581,5058,5509
085010,234,1553,812,1270,1329
085011,134,805,381,641,679
085012,1088,6086,2568,4709,5033
085013,3254,15787,5494,12118,12417
085014,160,992,535,824,863
085015,1366,6396,2396,4863,5295
085016,2421,12817,4991,9727,10502
085017,441,2660,1320,2090,2331
085018,565,3323,1454,2536,2806
085019,739,3745,1736,2954,3266
085020,89,643,364,514,582
085021,348,1828,827,1451,1552
085022,125,800,418,650,693
086001,934,4813,1782,3726,3803
086002,382,2662,1161,2137,2068
086003,487,2964,1298,2359,2390
086004,1362,7217,2877,5402,6054
086005,419,2466,1063,1930,2018
086006,571,2869,1018,2204,2254
086007,585,3049,1347,2438,2543
086008,178,1162,527,913,954
086009,2600,15144,7140,11884,13000
086010,323,1876,912,1504,1607
086011,1518,7622,2883,5824,6199
086012,1255,7858,3269,6027,6355
086013,321,1815,645,1403,1378
086014,2294,13114,5150,10227,10331
086015,714,3804,1665,2951,3232
086016,794,4104,1658,3291,3265
086017,44,386,209,316,323
086018,852,4981,2368,3980,4221
086019,790,4147,1806,3195,3548
086020,478,2584,1209,2063,2208
087001,468,2319,772,1689,1870
087002,1906,10800,4776,8419,9063
087003,3723,17966,5660,13429,13920
087004,6079,32147,12302,24648,25880
087005,2594,11897,3600,8953,9138
087006,5149,21253,7104,16276,17230
087007,4432,18653,5236,14064,14257
087008,3513,14634,4770,11160,11757
087009,2229,11646,4226,8767,9334
087010,613,3242,1290,2550,2595
087011,4225,22315,8833,17428,17945
087012,959,3483,766,2624,2584
087013,494,2632,1037,2053,2110
087014,340,1718,774,1391,1441
087015,39571,186282,71131,143549,153435
087016,1109,5588,2268,4256,4709
087017,3274,16336,6856,12849,13617
087018,1660,7353,3114,5949,6178
087019,3188,15773,6369,12047,13283
087020,313,1747,702,1385,1377
087021,597,3169,1221,2398,2589
087022,434,2157,931,1708,1814
087023,1897,9474,3115,7155,7331
087024,4531,20991,6602,15615,16509
087025,750,4060,1795,3293,3312
087026,106,621,290,522,495
087027,412,2714,1219,2116,2229
087028,443,2422,1267,1952,2180
087029,7677,31502,9441,23715,24905
087030,1915,7862,2362,5968,6171
087031,1000,5082,1638,3841,3879
087032,2417,9945,3007,7576,7793
087033,6277,28490,9735,21725,22777
087034,2279,10243,3000,7735,7787
087035,454,2456,955,1924,1941
087036,360,1737,654,1373,1378
087037,1451,6472,2106,5028,5001
087038,1139,6199,2621,4791,5168
087039,1611,8609,3681,6818,7083
087040,288,1503,572,1198,1165
087041,3397,15508,5553,11806,12652
087042,1385,7318,2815,5517,6001
087043,297,1705,805,1372,1435
087044,1445,5467,1460,4155,4217
087045,1039,5646,2532,4287,4930
087046,194,946,381,732,789
087047,1171,4935,1569,3775,3900
087048,1098,5490,1899,4150,4337
087049,1947,10108,3830,7967,7918
087050,1552,7421,2423,5626,5770
087051,2236,12168,4768,9116,10056
087052,1062,5010,1738,3860,3950
087053,1220,5794,1929,4359,4584
087054,635,3482,1519,2704,2932
087055,1244,6037,2060,4694,4647
087056,605,2609,796,2020,1990
087057,635,2323,781,1872,1867
087058,630,2818,948,2255,2141
088001,1602,7277,1778,5928,4729
088002,926,5122,1997,4188,3857
088003,4169,19671,6597,15291,15146
088004,294,1904,796,1520,1474
088005,2169,10821,3716,8605,8101
088006,6931,34319,12372,26139,27483
088007,236,1666,803,1323,1382
088008,2613,11981,4364,9396,9562
088009,9060,46931,18131,36524,37598
088010,1600,7779,2270,6198,5451
088011,3576,17113,6231,13393,13527
088012,9890,43913,12526,34536,31793
089001,3809,22013,8875,17260,17437
089002,3886,19762,7035,15133,15550
089003,135,984,573,788,904
089004,76,587,272,479,456
089005,765,4003,1714,3122,3360
089006,1979,10444,4460,8204,8679
089007,59,457,205,365,356
089008,239,1308,672,1098,1121
089009,2726,13814,4457,10285,10712
089010,1589,7088,2807,5649,5835
089011,2413,13023,5586,10220,10802
089012,1709,8463,2955,6648,6479
089013,3213,15952,5491,12496,12160
089014,3118,14745,4492,11521,10834
089015,789,4927,2196,3859,4053
089016,2845,13250,4560,10311,10344
089017,13573,73009,28933,56764,58751
089018,1005,4842,1663,3694,3816
089019,878,4898,2201,3947,4030
089020,484,2529,877,1975,1915
089021,1404,7105,2529,5421,5617
090001,131,820,427,659,719
090002,199,1078,468,873,872
090003,3633,25894,12238,20088,21677
090004,47,308,198,284,269
090005,70,437,173,344,336
090006,1434,8770,3252,6796,6660
090007,48,263,197,258,250
090008,152,996,475,790,833
090009,247,1618,739,1288,1316
090010,22,200,147,178,191
090011,83,510,301,435,459
090012,379,2005,848,1602,1630
090013,263,1820,947,1542,1488
090014,67,393,232,350,342
090015,11,142,91,121,123
090016,69,358,200,311,316
090017,453,2162,872,1755,1732
090018,54,462,260,379,397
090019,39,290,178,262,245
090020,91,474,252,401,416
090021,340,2241,1111,1842,1850
090022,71,370,149,300,290
090023,494,3471,1659,2820,2804
090024,29,210,139,195,183
090025,144,908,442,732,762
090026,111,791,350,624,628
090027,54,409,276,361,378
090028,31,226,103,172,188
090029,156,900,403,706,753
090030,43,263,165,241,230
090031,55,404,239,324,374
090032,32,277,148,238,219
090033,756,4866,2108,3802,3928
090034,58,515,233,407,399
090035,948,6552,2949,5243,5206
090036,186,1156,496,940,898
090037,245,1533,591,1156,1213
090038,44,262,212,251,267
090039,40,259,156,228,227
090040,9,68,28,53,52
090041,276,1477,653,1199,1207
090042,178,1012,473,831,832
090043,96,541,185,408,414
090044,48,416,246,364,346
090045,130,739,390,645,614
090046,293,1600,679,1292,1280
090047,7113,41899,12727,30530,31209
090048,451,2812,977,2113,2127
090049,239,1704,942,1461,1424
090050,212,1692,828,1340,1392
090051,492,3420,1432,2642,2702
090052,873,5942,2744,4777,4782
090053,48,305,221,293,281
090054,407,2633,1018,2057,2001
090055,301,1625,837,1408,1355
090056,214,1315,683,1109,1103
090057,457,2553,1191,2093,2108
090058,2074,12980,5570,10089,10535
090059,187,1371,728,1124,1162
090060,53,451,154,332,326
090061,34,259,164,217,240
090062,118,698,379,602,593
090063,444,3253,1447,2598,2546
090064,11241,76277,32713,58292,61939
090065,105,739,339,573,610
090066,5,71,51,58,69
090067,601,4324,1732,3299,3358
090068,72,382,280,378,356
090069,1453,9349,3592,7289,7105
090070,1117,8177,3584,6412,6466
090071,242,1561,832,1329,1306
090072,273,1587,492,1181,1171
090073,85,535,234,420,434
090074,196,1709,674,1388,1191
090075,166,844,415,724,701
090076,304,1822,696,1447,1375
090077,450,2703,967,2070,2050
090078,196,1225,618,1017,1022
090079,374,2691,1256,2179,2142
090080,255,1438,588,1143,1138
090081,183,1121,508,899,913
090082,151,981,438,772,798
090083,176,1530,667,1152,1221
090084,439,2598,892,1991,1938
090085,144,896,392,706,726
090086,64,382,166,295,317
090087,135,805,406,702,644
090088,80,400,222,351,351
090089,117,990,460,813,754
090090,238,1345,547,1074,1056
090091,567,3756,1362,2841,2844
090092,482,3465,1277,2657,2567
091001,104,819,349,755,517
091002,249,1358,592,1104,1095
091003,72,538,364,495,479
091004,62,421,228,357,354
091005,376,2274,1120,1825,1945
091006,355,2022,989,1656,1710
091007,42,330,157,279,250
091008,45,287,149,233,248
091009,250,1425,801,1190,1286
091010,167,1294,783,1042,1202
091011,180,1107,615,940,962
091012,98,692,428,578,640
091016,168,1241,586,994,1001
091017,952,5232,2054,4122,4116
091018,47,311,201,268,291
091019,70,358,127,271,284
091024,446,2102,1004,1727,1825
091025,39,338,261,307,331
091026,130,778,364,626,646
091027,308,1481,588,1171,1206
091028,240,1429,735,1180,1224
091031,188,895,286,687,682
091032,208,1195,563,959,1007
091033,250,1366,578,1098,1096
091035,331,1781,800,1444,1468
091037,452,2971,1458,2396,2485
091038,25,242,166,226,207
091039,176,800,369,658,687
091040,62,288,126,257,219
091041,86,870,499,733,722
091042,216,1298,608,1020,1102
091043,103,749,346,609,589
091044,694,5503,2751,4407,4541
091046,303,1429,617,1159,1190
091047,113,885,520,762,756
091050,14,178,77,128,141
091051,2885,20278,9555,15684,17034
091055,582,3970,1853,3166,3239
091056,106,668,355,563,566
091057,71,424,257,383,369
091058,31,204,102,164,173
091059,73,439,216,341,387
091060,106,514,203,417,406
091061,243,1497,836,1280,1296
091062,399,2442,962,1891,1912
091063,730,4477,1631,3450,3388
091064,195,1079,550,909,915
091066,64,551,346,488,473
091067,192,1225,605,1011,1011
091068,25,124,60,103,106
091069,56,369,256,360,321
091070,230,1328,589,1073,1074
091071,162,852,415,720,709
091072,138,1031,520,864,825
091073,317,1980,782,1561,1518
091077,128,879,443,702,748
091083,198,1107,586,927,964
091084,161,881,516,748,810
091085,1245,7015,2879,5622,5517
091086,122,836,476,723,711
091088,126,548,239,437,476
091089,453,2321,1060,1911,1923
091090,59,328,174,301,260
091091,26,255,137,210,208
091093,152,1104,550,957,849
091094,318,1743,696,1432,1325
091095,1125,7011,2858,5429,5565
091097,120,651,289,537,523
091098,157,783,425,659,706
091099,87,639,298,511,513
091100,26,225,181,223,209
091101,253,1729,852,1415,1419
091103,265,1253,484,974,1028
091104,28,178,86,145,147
092003,2556,16951,6068,12507,13068
092009,12068,89328,44585,68229,77752
092011,2327,15082,5606,11463,11552
092015,913,5612,1850,4197,4178
092037,875,5279,1731,4018,3867
092050,640,4369,2039,3544,3504
092051,6077,43728,18064,33159,34710
092066,429,3095,1456,2490,2490
092068,2693,18137,7442,13599,14673
092074,2258,14586,3786,10358,10272
092075,855,4570,1543,3456,3512
092080,1862,11643,3942,8750,8697
092090,1072,5998,1829,4554,4345
092099,234,1359,502,1056,1039
092105,1290,8506,2927,6194,6529
092108,994,6191,2295,4679,4801
092109,1506,11559,5559,8850,9774
093001,18,127,98,121,122
093002,174,828,342,718,626
093004,944,5632,2397,4511,4462
093005,1993,10023,3744,7820,7940
093006,19,118,88,112,113
093007,1126,5843,2223,4608,4584
093008,281,1563,717,1260,1301
093009,655,3769,1770,3050,3144
093010,1013,5216,2085,4156,4158
093011,68,477,255,405,395
093012,165,873,425,731,732
093013,586,3183,1222,2490,2501
093014,25,176,142,175,168
093015,62,502,291,423,432
093016,20,218,147,215,170
093017,1865,10930,4906,8695,9006
093018,285,1725,661,1319,1352
093019,40,218,101,181,178
093020,147,883,437,732,735
093021,1488,7521,2797,5806,6000
093022,1832,8329,2791,6451,6501
093024,49,364,186,306,293
093025,1357,7032,3055,5685,5759
093026,128,898,454,746,734
093027,443,2501,1243,2042,2145
093028,306,1673,775,1413,1341
093029,1017,5105,1768,3969,3921
093030,157,858,478,746,747
093031,304,1878,878,1501,1559
093032,1577,9338,4032,7294,7653
093033,5783,32938,14023,25718,27026
093034,1082,5400,1871,4248,4105
093035,495,2265,711,1731,1740
093036,655,3649,1456,2801,2959
093037,2363,12498,5086,9745,10202
093038,473,2903,1165,2409,2132
093039,142,998,377,782,735
093040,496,2694,1143,2149,2184
093041,1846,9619,3828,7519,7774
093042,250,1345,617,1092,1120
093043,731,4012,1556,3186,3113
093044,1398,7221,3180,5805,5994
093045,12,127,135,133,141
093046,23,176,136,168,167
093047,231,1098,480,889,920
093049,55,405,245,358,347
093050,169,847,334,717,633
093051,991,5184,2185,4214,4146
093052,217,1058,324,807,792
093053,415,2544,1001,1968,1992
094001,19,236,91,183,163
094002,416,2702,1427,2353,2192
094003,76,320,211,320,287
094004,56,335,211,287,315
094005,85,444,197,393,333
094006,45,418,279,381,361
094007,119,744,377,630,610
094008,101,573,306,469,511
094009,42,178,86,151,155
094010,147,910,439,769,727
094011,3,93,39,73,62
094012,25,251,142,215,203
094013,5,53,29,50,37
094014,75,679,349,588,515
094015,12,109,68,103,86
094016,95,503,265,445,418
094017,120,833,300,630,623
094018,22,77,63,87,75
094019,34,317,213,297,267
094020,44,378,205,324,303
094021,186,1153,439,885,893
094022,303,1644,774,1388,1333
094023,2307,12717,5467,9900,10591
094024,75,349,194,311,307
094025,146,614,260,525,495
094026,168,940,547,826,829
094027,99,510,304,447,466
094028,237,1368,613,1127,1091
094029,36,277,151,241,223
094030,191,1310,620,1122,999
094031,164,917,356,745,692
094032,77,488,215,397,383
094033,25,108,92,113,112
094034,46,302,103,249,202
094035,24,326,209,299,260
094036,17,185,85,159,128
094037,27,279,207,257,256
094038,263,1333,567,1071,1092
094039,67,580,294,510,431
094040,55,489,259,396,407
094041,29,311,120,240,220
094042,101,624,341,544,522
094043,25,222,143,194,196
094044,171,784,378,657,676
094045,55,390,200,337,308
094046,19,171,110,157,143
094047,24,191,83,179,119
094048,37,330,192,280,279
094049,32,385,247,305,359
094050,218,1309,607,1078,1056
094051,35,338,201,293,281
094052,1235,6801,2609,5238,5407
095001,267,1548,724,1244,1295
095002,36,211,127,185,189
095003,15,117,87,107,112
095004,80,717,432,625,604
095005,21,199,113,170,163
095006,370,2326,1005,1843,1858
095007,51,378,309,350,388
095008,24,182,115,168,153
095009,27,162,106,148,147
095010,5,50,25,40,40
095011,94,727,373,587,607
095012,35,270,223,263,265
095013,47,396,170,305,308
095014,8,64,40,59,53
095015,176,899,446,752,769
095016,8,67,60,61,74
095017,79,604,416,537,562
095018,836,5415,2475,4415,4311
095019,194,1368,849,1206,1205
095020,60,468,269,381,416
095021,351,2518,1169,1917,2121
095022,24,244,153,221,200
095023,53,393,227,334,339
095024,69,472,236,380,397
095025,427,2769,1303,2276,2223
095026,73,579,327,498,481
095027,138,815,441,712,682
095028,28,235,125,198,190
095029,311,2256,1217,1886,1898
095030,37,355,205,302,295
095031,154,987,479,812,808
095032,44,323,222,288,301
095033,108,688,329,607,518
095034,34,224,164,205,217
095035,151,1085,424,821,839
095036,15,161,106,142,140
095037,92,674,301,536,531
095038,2414,18380,9094,14157,15731
095039,173,961,360,736,758
095040,20,152,99,133,138
095041,216,1192,630,1038,1000
095042,13,125,79,115,102
095043,150,1187,618,1006,949
095044,47,312,210,276,293
095045,240,1566,830,1311,1325
095046,219,1488,689,1185,1211
095047,411,2908,1239,2283,2275
095048,18,161,134,163,150
095049,231,1220,699,1084,1066
095050,195,1468,751,1212,1202
095051,136,785,439,664,696
095052,184,1169,566,961,958
095053,171,900,506,782,795
095054,17,186,166,170,199
095055,9,88,56,77,76
095056,76,487,285,421,427
095057,52,417,266,370,365
095058,15,150,116,140,141
095059,194,1331,595,1065,1055
