codice_comune,COD_PROV,anno,popolazione
041014,041,2025,8248
041014,041,2026,8268
041015,041,2025,9035
041015,041,2026,9028
041016,041,2025,829
041016,041,2026,827
041017,041,2025,298
041017,041,2026,290
041018,041,2025,1197
041018,041,2026,1192
041019,041,2025,5436
041019,041,2026,5411
041020,041,2025,4856
041020,041,2026,4899
041021,041,2025,526
041021,041,2026,517
041022,041,2025,1427
041022,041,2026,1412
041023,041,2025,1890
041023,041,2026,1880
041025,041,2025,1331
041025,041,2026,1320
041026,041,2025,1054
041026,041,2026,1078
041027,041,2025,2120
041027,041,2026,2156
041028,041,2025,3625
041028,041,2026,3592
041029,041,2025,14416
041029,041,2026,14406
041030,041,2025,2722
041030,041,2026,2779
041031,041,2025,572
041031,041,2026,568
041034,041,2025,2452
041034,041,2026,2427
041035,041,2025,1132
041035,041,2026,1137
041036,041,2025,7055
041036,041,2026,7066
041038,041,2025,2847
041038,041,2026,2852
041041,041,2025,631
041041,041,2026,690
041043,041,2025,5720
041043,041,2026,5745
041044,041,2025,95266
041044,041,2026,95270
041045,041,2025,2801
041045,041,2026,2814
041047,041,2025,2053
041047,041,2026,2052
041048,041,2025,601
041048,041,2026,652
041049,041,2025,1801
041049,041,2026,1808
041051,041,2025,4583
041051,041,2026,4648
041054,041,2025,3171
041054,041,2026,3157
041057,041,2025,3884
041057,041,2026,3905
041058,041,2025,1474
041058,041,2026,1506
041061,041,2025,859
041061,041,2026,846
041064,041,2025,821
041064,041,2026,831
041065,041,2025,7964
041065,041,2026,8018
041066,041,2025,6924
041066,041,2026,6888
041067,041,2025,13827
041067,041,2026,13868
041068,041,2025,15019
041068,041,2026,14943
041069,041,2025,12392
041069,041,2026,12349
041070,041,2025,5219
041070,041,2026,5182
041071,041,2025,4881
041071,041,2026,4875
042001,042,2025,4637
042001,042,2026,4632
042002,042,2025,99533
042002,042,2026,100151
042003,042,2025,4270
042003,042,2026,4245
042004,042,2025,1259
042004,042,2026,1267
042005,042,2025,2075
042005,042,2026,2070
042006,042,2025,7038
042006,042,2026,6997
042007,042,2025,2491
042007,042,2026,2481
042008,042,2025,4910
042008,042,2026,4905
042010,042,2025,18418
042010,042,2026,18333
042011,042,2025,1546
042011,042,2026,1542
042012,042,2025,3579
042012,042,2026,3612
042013,042,2025,3367
042013,042,2026,3333
042014,042,2025,14175
042014,042,2026,14179
042015,042,2025,4754
042015,042,2026,4729
042016,042,2025,4348
042016,042,2026,4321
042017,042,2025,28597
042017,042,2026,28469
042018,042,2025,25900
042018,042,2026,26022
042019,042,2025,8823
042019,042,2026,8849
042020,042,2025,1648
042020,042,2026,1612
042021,042,2025,39391
042021,042,2026,39430
042022,042,2025,13066
042022,042,2026,13083
042023,042,2025,5931
042023,042,2026,5927
042024,042,2025,971
042024,042,2026,970
042025,042,2025,3231
042025,042,2026,3184
042026,042,2025,1857
042026,042,2026,1849
042027,042,2025,9811
042027,042,2026,9827
042029,042,2025,2973
042029,042,2026,2992
042030,042,2025,6675
042030,042,2026,6680
042031,042,2025,1792
042031,042,2026,1800
042032,042,2025,3762
042032,042,2026,3737
042033,042,2025,2120
042033,042,2026,2117
042034,042,2025,34792
042034,042,2026,34780
042035,042,2025,6251
042035,042,2026,6216
042036,042,2025,3066
042036,042,2026,3042
042037,042,2025,695
042037,042,2026,683
042038,042,2025,4578
042038,042,2026,4539
042040,042,2025,1781
042040,042,2026,1788
042041,042,2025,2015
042041,042,2026,2006
042042,042,2025,904
042042,042,2026,909
042043,042,2025,3913
042043,042,2026,3880
042044,042,2025,6814
042044,042,2026,6797
042045,042,2025,43863
042045,042,2026,43808
042046,042,2025,3566
042046,042,2026,3515
042047,042,2025,2503
042047,042,2026,2469
042048,042,2025,4060
042048,042,2026,4090
042049,042,2025,2168
042049,042,2026,2149
042050,042,2025,7586
042050,042,2026,7597
043002,043,2025,2035
043002,043,2026,2015
043003,043,2025,4095
043003,043,2026,4119
043004,043,2025,1837
043004,043,2026,1829
043005,043,2025,149
043005,043,2026,148
043006,043,2025,1619
043006,043,2026,1621
043007,043,2025,5984
043007,043,2026,5935
043008,043,2025,467
043008,043,2026,461
043009,043,2025,4280
043009,043,2026,4180
043010,043,2025,212
043010,043,2026,207
043011,043,2025,426
043011,043,2026,409
043012,043,2025,9433
043012,043,2026,9438
043013,043,2025,41889
043013,043,2026,41929
043014,043,2025,1122
043014,043,2026,1121
043015,043,2025,14630
043015,043,2026,14684
043016,043,2025,1894
043016,043,2026,1877
043017,043,2025,607
043017,043,2026,600
043019,043,2025,1231
043019,043,2026,1194
043020,043,2025,524
043020,043,2026,513
043021,043,2025,712
043021,043,2026,700
043022,043,2025,2148
043022,043,2026,2155
043023,043,2025,40585
043023,043,2026,40689
043024,043,2025,9072
043024,043,2026,9026
043025,043,2025,4274
043025,043,2026,4245
043026,043,2025,6678
043026,043,2026,6694
043027,043,2025,100
043027,043,2026,100
043028,043,2025,7394
043028,043,2026,7370
043029,043,2025,3284
043029,043,2026,3304
043030,043,2025,3355
043030,043,2026,3380
043031,043,2025,7413
043031,043,2026,7411
043032,043,2025,672
043032,043,2026,668
043033,043,2025,9792
043033,043,2026,9773
043034,043,2025,778
043034,043,2026,786
043035,043,2025,915
043035,043,2026,901
043036,043,2025,1815
043036,043,2026,1821
043038,043,2025,1216
043038,043,2026,1204
043039,043,2025,943
043039,043,2026,915
043040,043,2025,207
043040,043,2026,195
043041,043,2025,6199
043041,043,2026,6149
043042,043,2025,12600
043042,043,2026,12734
043043,043,2025,15445
043043,043,2026,15470
043044,043,2025,20599
043044,043,2026,20558
043045,043,2025,809
043045,043,2026,797
043046,043,2025,3048
043046,043,2026,3047
043047,043,2025,11787
043047,043,2026,11793
043048,043,2025,1236
043048,043,2026,1219
043049,043,2025,3036
043049,043,2026,3058
043050,043,2025,433
043050,043,2026,425
043051,043,2025,865
043051,043,2026,848
043052,043,2025,1029
043052,043,2026,1035
043053,043,2025,17557
043053,043,2026,17439
043054,043,2025,9080
043054,043,2026,9002
043055,043,2025,2372
043055,043,2026,2363
043056,043,2025,350
043056,043,2026,332
043057,043,2025,926
043057,043,2026,920
043058,043,2025,872
043058,043,2026,883
044001,044,2025,2423
044001,044,2026,2411
044002,044,2025,3591
044002,044,2026,3586
044005,044,2025,1636
044005,044,2026,1641
044006,044,2025,926
044006,044,2026,910
044007,044,2025,45277
044007,044,2026,45193
044010,044,2025,1009
044010,044,2026,1042
044011,044,2025,8397
044011,044,2026,8412
044012,044,2025,2527
044012,044,2026,2511
044013,044,2025,2260
044013,044,2026,2274
044014,044,2025,3663
044014,044,2026,3681
044015,044,2025,2898
044015,044,2026,2919
044016,044,2025,862
044016,044,2026,879
044017,044,2025,5354
044017,044,2026,5343
044020,044,2025,8707
044020,044,2026,8649
044021,044,2025,1089
044021,044,2026,1080
044023,044,2025,15924
044023,044,2026,15913
044027,044,2025,2187
044027,044,2026,2173
044029,044,2025,1581
044029,044,2026,1609
044031,044,2025,4388
044031,044,2026,4379
044032,044,2025,1838
044032,044,2026,1814
044034,044,2025,448
044034,044,2026,443
044036,044,2025,1927
044036,044,2026,1946
044038,044,2025,391
044038,044,2026,364
044044,044,2025,526
044044,044,2026,518
044045,044,2025,13067
044045,044,2026,13111
044054,044,2025,4581
044054,044,2026,4569
044056,044,2025,153
044056,044,2026,150
044063,044,2025,4169
044063,044,2026,4105
044064,044,2025,1840
044064,044,2026,1816
044065,044,2025,782
044065,044,2026,764
044066,044,2025,47021
044066,044,2026,46976
044071,044,2025,7176
044071,044,2026,7159
044073,044,2025,1879
044073,044,2026,1862
045001,045,2025,10838
045001,045,2026,10915
045002,045,2025,1676
045002,045,2026,1686
045003,045,2025,59662
045003,045,2026,59723
045004,045,2025,912
045004,045,2026,901
045005,045,2025,631
045005,045,2026,636
045006,045,2025,2165
045006,045,2026,2147
045007,045,2025,6907
045007,045,2026,6886
045008,045,2025,4592
045008,045,2026,4580
045009,045,2025,4728
045009,045,2026,4706
045010,045,2025,65814
045010,045,2026,65547
045011,045,2025,10071
045011,045,2026,10050
045012,045,2025,2309
045012,045,2026,2269
045013,045,2025,2100
045013,045,2026,2153
045014,045,2025,6865
045014,045,2026,6867
045015,045,2025,1892
045015,045,2026,1880
045016,045,2025,4729
045016,045,2026,4801
045017,045,2025,892
045017,045,2026,890
046001,046,2025,16099
046001,046,2026,16186
046002,046,2025,5560
046002,046,2026,5476
046003,046,2025,9461
046003,046,2026,9293
046004,046,2025,6668
046004,046,2026,6683
046005,046,2025,31832
046005,046,2026,31763
046006,046,2025,1988
046006,046,2026,1982
046007,046,2025,46644
046007,046,2026,46739
046008,046,2025,500
046008,046,2026,487
046009,046,2025,5653
046009,046,2026,5605
046010,046,2025,1701
046010,046,2026,1685
046011,046,2025,5080
046011,046,2026,5075
046013,046,2025,6666
046013,046,2026,6550
046014,046,2025,554
046014,046,2026,553
046015,046,2025,3606
046015,046,2026,3592
046017,046,2025,89002
046017,046,2026,88464
046018,046,2025,21806
046018,046,2026,21782
046019,046,2025,1757
046019,046,2026,1713
046020,046,2025,976
046020,046,2026,953
046021,046,2025,4402
046021,046,2026,4343
046022,046,2025,3251
046022,046,2026,3154
046023,046,2025,2056
046023,046,2026,2031
046024,046,2025,22743
046024,046,2026,22678
046025,046,2025,2216
046025,046,2026,2184
046026,046,2025,8845
046026,046,2026,8908
046027,046,2025,1309
046027,046,2026,1295
046028,046,2025,12381
046028,046,2026,12284
046030,046,2025,2892
046030,046,2026,2783
046031,046,2025,783
046031,046,2026,761
046033,046,2025,60618
046033,046,2026,60680
046034,046,2025,1477
046034,046,2026,1460
046035,046,2025,1168
046035,046,2026,1155
046036,046,2025,698
046036,046,2026,695
046037,046,2025,998
046037,046,2026,965
047002,047,2025,17946
047002,047,2026,17984
047003,047,2025,8745
047003,047,2026,8738
047005,047,2025,7342
047005,047,2026,7360
047006,047,2025,6300
047006,047,2026,6341
047007,047,2025,3277
047007,047,2026,3353
047008,047,2025,7746
047008,047,2026,7752
047009,047,2025,20797
047009,047,2026,20863
047010,047,2025,10515
047010,047,2026,10463
047011,047,2025,21367
047011,047,2026,21805
047012,047,2025,19290
047012,047,2026,19213
047013,047,2025,9163
047013,047,2026,9235
047014,047,2025,88889
047014,047,2026,89094
047016,047,2025,8827
047016,047,2026,8893
047017,047,2025,26969
047017,047,2026,27028
047018,047,2025,1404
047018,047,2026,1406
047020,047,2025,11811
047020,047,2026,11830
047021,047,2025,5658
047021,047,2026,5646
047022,047,2025,4557
047022,047,2026,4619
047023,047,2025,1829
047023,047,2026,1834
047024,047,2025,7493
047024,047,2026,7410
048001,048,2025,24946
048001,048,2026,24806
048002,048,2025,10939
048002,048,2026,10981
048004,048,2025,18286
048004,048,2026,18412
048005,048,2025,17994
048005,048,2026,18008
048006,048,2025,47539
048006,048,2026,47435
048008,048,2025,7796
048008,048,2026,7804
048010,048,2025,17353
048010,048,2026,17488
048011,048,2025,10663
048011,048,2026,10659
048012,048,2025,15667
048012,048,2026,15731
048013,048,2025,5581
048013,048,2026,5610
048014,048,2025,49391
048014,048,2026,49526
048015,048,2025,13809
048015,048,2026,13742
048017,048,2025,361705
048017,048,2026,361625
048018,048,2025,4426
048018,048,2026,4444
048019,048,2025,22847
048019,048,2026,22919
048020,048,2025,4857
048020,048,2026,4872
048021,048,2025,13381
048021,048,2026,13365
048022,048,2025,14250
048022,048,2026,14186
048024,048,2025,19869
048024,048,2026,19880
048025,048,2025,1834
048025,048,2026,1848
048026,048,2025,2840
048026,048,2026,2808
048027,048,2025,3438
048027,048,2026,3433
048028,048,2025,14323
048028,048,2026,14272
048030,048,2025,13170
048030,048,2026,13197
048031,048,2025,1093
048031,048,2026,1095
048032,048,2025,7899
048032,048,2026,7966
048033,048,2025,20127
048033,048,2026,20122
048035,048,2025,16556
048035,048,2026,16555
048036,048,2025,8517
048036,048,2026,8511
048037,048,2025,7070
048037,048,2026,7103
048038,048,2025,16313
048038,048,2026,16288
048039,048,2025,1127
048039,048,2026,1115
048041,048,2025,49212
048041,048,2026,49135
048043,048,2025,49103
048043,048,2026,49237
048044,048,2025,19063
048044,048,2026,18990
048046,048,2025,5302
048046,048,2026,5371
048049,048,2025,8073
048049,048,2026,8164
048050,048,2025,14587
048050,048,2026,14574
048052,048,2025,23193
048052,048,2026,23291
048053,048,2025,11952
048053,048,2026,11943
048054,048,2025,11977
048054,048,2026,11983
049001,049,2025,3174
049001,049,2026,3172
049002,049,2025,12301
049002,049,2026,12235
049003,049,2025,4651
049003,049,2026,4629
049004,049,2025,3961
049004,049,2026,3970
049005,049,2025,358
049005,049,2026,347
049006,049,2025,8633
049006,049,2026,8639
049007,049,2025,28062
049007,049,2026,28022
049008,049,2025,16418
049008,049,2026,16390
049009,049,2025,153154
049009,049,2026,152451
049010,049,2025,2058
049010,049,2026,2049
049011,049,2025,1872
049011,049,2026,1852
049012,049,2025,32367
049012,049,2026,32374
049013,049,2025,3673
049013,049,2026,3687
049014,049,2025,11779
049014,049,2026,11748
049017,049,2025,30095
049017,049,2026,30103
049018,049,2025,6372
049018,049,2026,6342
049019,049,2025,514
049019,049,2026,554
049020,049,2025,2898
049020,049,2026,2902
049021,049,2025,3409
049021,049,2026,3427
050001,050,2025,8702
050001,050,2026,8681
050002,050,2025,5540
050002,050,2026,5532
050003,050,2025,6294
050003,050,2026,6263
050004,050,2025,12855
050004,050,2026,12824
050005,050,2025,6334
050005,050,2026,6339
050006,050,2025,1073
050006,050,2026,1047
050008,050,2025,44754
050008,050,2026,44816
050009,050,2025,13586
050009,050,2026,13752
050010,050,2025,1888
050010,050,2026,1948
050011,050,2025,2051
050011,050,2026,2055
050012,050,2025,1294
050012,050,2026,1276
050014,050,2025,3611
050014,050,2026,3655
050015,050,2025,1185
050015,050,2026,1201
050016,050,2025,1272
050016,050,2026,1252
050019,050,2025,1680
050019,050,2026,1689
050020,050,2025,2192
050020,050,2026,2192
050021,050,2025,796
050021,050,2026,769
050022,050,2025,11296
050022,050,2026,11261
050023,050,2025,638
050023,050,2026,635
050024,050,2025,4595
050024,050,2026,4562
050025,050,2025,4647
050025,050,2026,4635
050026,050,2025,89422
050026,050,2026,90146
050027,050,2025,5243
050027,050,2026,5254
050028,050,2025,15642
050028,050,2026,15693
050029,050,2025,29893
050029,050,2026,30028
050030,050,2025,1644
050030,050,2026,1692
050031,050,2025,30832
050031,050,2026,30867
050032,050,2025,27831
050032,050,2026,27769
050033,050,2025,14941
050033,050,2026,15114
050034,050,2025,1588
050034,050,2026,1580
050035,050,2025,13396
050035,050,2026,13473
050036,050,2025,4349
050036,050,2026,4373
050037,050,2025,11876
050037,050,2026,11822
050038,050,2025,8557
050038,050,2026,8582
050039,050,2025,9409
050039,050,2026,9362
050040,050,2025,12121
050040,050,2026,12110
050041,050,2025,5412
050041,050,2026,5339
051001,051,2025,5411
051001,051,2026,5343
051002,051,2025,96479
051002,051,2026,96506
051003,051,2025,966
051003,051,2026,941
051004,051,2025,11930
051004,051,2026,11971
051005,051,2025,9921
051005,051,2026,9906
051006,051,2025,5218
051006,051,2026,5203
051007,051,2025,1316
051007,051,2026,1325
051008,051,2025,2928
051008,051,2026,2931
051010,051,2025,2476
051010,051,2026,2493
051011,051,2025,2096
051011,051,2026,2122
051012,051,2025,12823
051012,051,2026,12823
051013,051,2025,9513
051013,051,2026,9504
051014,051,2025,872
051014,051,2026,872
051015,051,2025,1889
051015,051,2026,1892
051016,051,2025,8672
051016,051,2026,8608
051017,051,2025,20834
051017,051,2026,20725
051018,051,2025,8997
051018,051,2026,9026
051020,051,2025,5914
051020,051,2026,5874
051021,051,2025,3442
051021,051,2026,3394
051022,051,2025,3472
051022,051,2026,3517
051023,051,2025,496
051023,051,2026,495
051024,051,2025,1721
051024,051,2026,1719
051025,051,2025,8540
051025,051,2026,8588
051026,051,2025,24060
051026,051,2026,24044
051027,051,2025,821
051027,051,2026,834
051030,051,2025,2979
051030,051,2026,2966
051031,051,2025,5744
051031,051,2026,5732
051033,051,2025,16503
051033,051,2026,16564
051034,051,2025,15151
051034,051,2026,15192
051035,051,2025,1191
051035,051,2026,1150
051037,051,2025,6401
051037,051,2026,6405
051038,051,2025,956
051038,051,2026,964
051039,051,2025,12077
051039,051,2026,12135
051040,051,2025,9756
051040,051,2026,9808
051041,051,2025,5379
051041,051,2026,5406
051042,051,2025,6296
051042,051,2026,6291
052001,052,2025,6105
052001,052,2026,6117
052002,052,2025,6756
052002,052,2026,6782
052003,052,2025,2964
052003,052,2026,2936
052004,052,2025,3675
052004,052,2026,3669
052005,052,2025,2605
052005,052,2026,2591
052006,052,2025,8851
052006,052,2026,8764
052007,052,2025,2081
052007,052,2026,2046
052008,052,2025,2438
052008,052,2026,2441
052009,052,2025,7096
052009,052,2026,7143
052010,052,2025,1702
052010,052,2026,1704
052011,052,2025,8081
052011,052,2026,8052
052012,052,2025,21605
052012,052,2026,21665
052013,052,2025,2485
052013,052,2026,2460
052015,052,2025,13032
052015,052,2026,13017
052016,052,2025,9950
052016,052,2026,10063
052017,052,2025,9029
052017,052,2026,9019
052018,052,2025,1605
052018,052,2026,1636
052019,052,2025,2479
052019,052,2026,2475
052020,052,2025,3849
052020,052,2026,3839
052021,052,2025,1928
052021,052,2026,1900
052022,052,2025,28062
052022,052,2026,28048
052023,052,2025,1436
052023,052,2026,1431
052024,052,2025,1044
052024,052,2026,1024
052025,052,2025,950
052025,052,2026,969
052026,052,2025,5115
052026,052,2026,5103
052027,052,2025,1421
052027,052,2026,1417
052028,052,2025,7452
052028,052,2026,7463
052030,052,2025,2560
052030,052,2026,2530
052031,052,2025,4515
052031,052,2026,4494
052032,052,2025,52990
052032,052,2026,53180
052033,052,2025,12084
052033,052,2026,12093
052034,052,2025,9852
052034,052,2026,9844
052035,052,2025,6957
052035,052,2026,6942
052036,052,2025,1137
052036,052,2026,1115
052037,052,2025,5569
052037,052,2026,5530
053001,053,2025,4282
053001,053,2026,4341
053002,053,2025,2328
053002,053,2026,2345
053003,053,2025,3710
053003,053,2026,3660
053004,053,2025,4792
053004,053,2026,4803
053005,053,2025,1262
053005,053,2026,1254
053006,053,2025,7026
053006,053,2026,7056
053007,053,2025,2424
053007,053,2026,2466
053008,053,2025,2936
053008,053,2026,2953
053009,053,2025,20174
053009,053,2026,20000
053010,053,2025,8322
053010,053,2026,8356
053011,053,2025,81264
053011,053,2026,81275
053012,053,2025,1271
053012,053,2026,1279
053013,053,2025,3268
053013,053,2026,3249
053014,053,2025,6916
053014,053,2026,6850
053015,053,2025,8186
053015,053,2026,8197
053016,053,2025,11696
053016,053,2026,11605
053017,053,2025,1182
053017,053,2026,1189
053018,053,2025,14020
053018,053,2026,13917
053019,053,2025,3533
053019,053,2026,3515
053020,053,2025,918
053020,053,2026,909
053021,053,2025,8714
053021,053,2026,8767
053022,053,2025,2490
053022,053,2026,2504
053023,053,2025,4286
053023,053,2026,4360
053024,053,2025,3709
053024,053,2026,3680
053025,053,2025,997
053025,053,2026,1054
053026,053,2025,3006
053026,053,2026,2983
053027,053,2025,1273
053027,053,2026,1274
053028,053,2025,1020
053028,053,2026,1022
054001,054,2025,27468
054001,054,2026,27400
054002,054,2025,21321
054002,054,2026,21497
054003,054,2025,4227
054003,054,2026,4247
054004,054,2025,4747
054004,054,2026,4736
054005,054,2025,2316
054005,054,2026,2311
054006,054,2025,4155
054006,054,2026,4169
054007,054,2025,2948
054007,054,2026,2930
054008,054,2025,3017
054008,054,2026,2994
054009,054,2025,15173
054009,054,2026,15202
054010,054,2025,958
054010,054,2026,961
054011,054,2025,3400
054011,054,2026,3383
054012,054,2025,7388
054012,054,2026,7377
054013,054,2025,37871
054013,054,2026,37847
054014,054,2025,3288
054014,054,2026,3284
054015,054,2025,21623
054015,054,2026,21603
054016,054,2025,1031
054016,054,2026,1020
054017,054,2025,9530
054017,054,2026,9562
054018,054,2025,55303
054018,054,2026,55262
054019,054,2025,2555
054019,054,2026,2585
054020,054,2025,1897
054020,054,2026,1913
054021,054,2025,3636
054021,054,2026,3669
054022,054,2025,5613
054022,054,2026,5628
054023,054,2025,14224
054023,054,2026,14133
054024,054,2025,30308
054024,054,2026,30190
054025,054,2025,596
054025,054,2026,602
054026,054,2025,14680
054026,054,2026,14662
054027,054,2025,17931
054027,054,2026,17962
054028,054,2025,3577
054028,054,2026,3553
054029,054,2025,1418
054029,054,2026,1378
054030,054,2025,5251
054030,054,2026,5266
054031,054,2025,539
054031,054,2026,535
054032,054,2025,1060
054032,054,2026,1045
054033,054,2025,1537
054033,054,2026,1534
054034,054,2025,5506
054034,054,2026,5474
054035,054,2025,4457
054035,054,2026,4399
054036,054,2025,937
054036,054,2026,923
054037,054,2025,5312
054037,054,2026,5317
054038,054,2025,5705
054038,054,2026,5686
054039,054,2025,162050
054039,054,2026,162384
054040,054,2025,3347
054040,054,2026,3321
054041,054,2025,2014
054041,054,2026,2010
054042,054,2025,84
054042,054,2026,81
054043,054,2025,686
054043,054,2026,678
054044,054,2025,11060
054044,054,2026,11020
054045,054,2025,486
054045,054,2026,490
054046,054,2025,1246
054046,054,2026,1231
054047,054,2025,426
054047,054,2026,422
054048,054,2025,944
054048,054,2026,918
054049,054,2025,2299
054049,054,2026,2282
054050,054,2025,8210
054050,054,2026,8208
054051,054,2025,35983
054051,054,2026,35875
054052,054,2025,15481
054052,054,2026,15432
054053,054,2025,6585
054053,054,2026,6628
054054,054,2025,7927
054054,054,2026,7969
054055,054,2025,3779
054055,054,2026,3793
054056,054,2025,16232
054056,054,2026,16207
054057,054,2025,3224
054057,054,2026,3225
054058,054,2025,334
054058,054,2026,317
054059,054,2025,1288
054059,054,2026,1258
055001,055,2025,4351
055001,055,2026,4330
055002,055,2025,1687
055002,055,2026,1679
055003,055,2025,1330
055003,055,2026,1318
055004,055,2025,11474
055004,055,2026,11404
055005,055,2025,2493
055005,055,2026,2504
055006,055,2025,1946
055006,055,2026,1962
055007,055,2025,2542
055007,055,2026,2544
055008,055,2025,1676
055008,055,2026,1660
055009,055,2025,2002
055009,055,2026,1992
055010,055,2025,2649
055010,055,2026,2640
055011,055,2025,2579
055011,055,2026,2570
055012,055,2025,1788
055012,055,2026,1767
055013,055,2025,1562
055013,055,2026,1548
055014,055,2025,1842
055014,055,2026,1829
055015,055,2025,1735
055015,055,2026,1714
055016,055,2025,1396
055016,055,2026,1390
055017,055,2025,4795
055017,055,2026,4787
055018,055,2025,1475
055018,055,2026,1427
055019,055,2025,1255
055019,055,2026,1243
055020,055,2025,1098
055020,055,2026,1095
055021,055,2025,1357
055021,055,2026,1357
055022,055,2025,17769
055022,055,2026,17626
055023,055,2025,19196
055023,055,2026,19052
055024,055,2025,1697
055024,055,2026,1717
055025,055,2025,490
055025,055,2026,492
055026,055,2025,1022
055026,055,2026,1024
055027,055,2025,220
055027,055,2026,233
055028,055,2025,1840
055028,055,2026,1816
055029,055,2025,4628
055029,055,2026,4611
055030,055,2025,2151
055030,055,2026,2122
055031,055,2025,4613
055031,055,2026,4606
055032,055,2025,106310
055032,055,2026,106272
055033,055,2025,2317
055033,055,2026,2308
056001,056,2025,5225
056001,056,2026,5222
056002,056,2025,791
056002,056,2026,791
056003,056,2025,3302
056003,056,2026,3258
056004,056,2025,985
056004,056,2026,980
056005,056,2025,4611
056005,056,2026,4680
056006,056,2025,1273
056006,056,2026,1272
056007,056,2025,2886
056007,056,2026,2895
056008,056,2025,3690
056008,056,2026,3649
056009,056,2025,1679
056009,056,2026,1695
056010,056,2025,902
056010,056,2026,905
056011,056,2025,2917
056011,056,2026,2900
056012,056,2025,5021
056012,056,2026,5029
056013,056,2025,1650
056013,056,2026,1647
056014,056,2025,6341
056014,056,2026,6351
056015,056,2025,5157
056015,056,2026,5160
056016,056,2025,1973
056016,056,2026,1951
056017,056,2025,2431
056017,056,2026,2411
056018,056,2025,2297
056018,056,2026,2289
056019,056,2025,1314
056019,056,2026,1315
056020,056,2025,1092
056020,056,2026,1087
056021,056,2025,15070
056021,056,2026,15011
056022,056,2025,1453
056022,056,2026,1444
056023,056,2025,3526
056023,056,2026,3531
056024,056,2025,8161
056024,056,2026,8167
056025,056,2025,2002
056025,056,2026,2024
056026,056,2025,1350
056026,056,2026,1337
056027,056,2025,2543
056027,056,2026,2551
056028,056,2025,1228
056028,056,2026,1220
056029,056,2025,2073
056029,056,2026,2058
056030,056,2025,2379
056030,056,2026,2374
056031,056,2025,2116
056031,056,2026,2107
056032,056,2025,778
056032,056,2026,772
056033,056,2025,858
056033,056,2026,841
056034,056,2025,3200
056034,056,2026,3211
056035,056,2025,8671
056035,056,2026,8679
056036,056,2025,12951
056036,056,2026,12979
056037,056,2025,1862
056037,056,2026,1847
056038,056,2025,4759
056038,056,2026,4789
056039,056,2025,9535
056039,056,2026,9550
056040,056,2025,865
056040,056,2026,865
056041,056,2025,3696
056041,056,2026,3673
056042,056,2025,9120
056042,056,2026,9243
056043,056,2025,2016
056043,056,2026,2039
056044,056,2025,536
056044,056,2026,521
056045,056,2025,8390
056045,056,2026,8439
056046,056,2025,1217
056046,056,2026,1212
056047,056,2025,2007
056047,056,2026,2029
056048,056,2025,7853
056048,056,2026,7888
056049,056,2025,6707
056049,056,2026,6764
056050,056,2025,15856
056050,056,2026,15862
056051,056,2025,291
056051,056,2026,283
056052,056,2025,8205
056052,056,2026,8088
056053,056,2025,2848
056053,056,2026,2854
056054,056,2025,2376
056054,056,2026,2349
056055,056,2025,3961
056055,056,2026,3959
056056,056,2025,2156
056056,056,2026,2147
056057,056,2025,13358
056057,056,2026,13370
056058,056,2025,4252
056058,056,2026,4260
056059,056,2025,66393
056059,056,2026,66767
056060,056,2025,5250
056060,056,2026,5221
057001,057,2025,503
057001,057,2026,493
057002,057,2025,2181
057002,057,2026,2146
057003,057,2025,2258
057003,057,2026,2238
057004,057,2025,203
057004,057,2026,195
057005,057,2025,633
057005,057,2026,653
057006,057,2025,577
057006,057,2026,573
057007,057,2025,4213
057007,057,2026,4210
057008,057,2025,903
057008,057,2026,901
057009,057,2025,2414
057009,057,2026,2386
057010,057,2025,1657
057010,057,2026,1657
057011,057,2025,675
057011,057,2026,678
057012,057,2025,1197
057012,057,2026,1215
057013,057,2025,273
057013,057,2026,271
057014,057,2025,983
057014,057,2026,987
057015,057,2025,1182
057015,057,2026,1156
057016,057,2025,6397
057016,057,2026,6400
057017,057,2025,374
057017,057,2026,374
057018,057,2025,383
057018,057,2026,369
057019,057,2025,349
057019,057,2026,348
057020,057,2025,129
057020,057,2026,133
057021,057,2025,1611
057021,057,2026,1575
057022,057,2025,461
057022,057,2026,465
057023,057,2025,280
057023,057,2026,282
057024,057,2025,567
057024,057,2026,556
057025,057,2025,3670
057025,057,2026,3657
057026,057,2025,529
057026,057,2026,517
057027,057,2025,13885
057027,057,2026,13968
057028,057,2025,1162
057028,057,2026,1151
057029,057,2025,3268
057029,057,2026,3230
057030,057,2025,734
057030,057,2026,733
057031,057,2025,1459
057031,057,2026,1448
057032,057,2025,346
057032,057,2026,342
057033,057,2025,2051
057033,057,2026,2019
057034,057,2025,513
057034,057,2026,510
057035,057,2025,3452
057035,057,2026,3457
057036,057,2025,53
057036,057,2026,53
057037,057,2025,120
057037,057,2026,119
057038,057,2025,519
057038,057,2026,504
057039,057,2025,396
057039,057,2026,398
057040,057,2025,837
057040,057,2026,844
057041,057,2025,1124
057041,057,2026,1128
057042,057,2025,265
057042,057,2026,268
057043,057,2025,664
057043,057,2026,664
057044,057,2025,4098
057044,057,2026,4109
057045,057,2025,335
057045,057,2026,334
057046,057,2025,205
057046,057,2026,207
057047,057,2025,387
057047,057,2026,379
057048,057,2025,161
057048,057,2026,155
057049,057,2025,1806
057049,057,2026,1797
057050,057,2025,1026
057050,057,2026,1014
057051,057,2025,1971
057051,057,2026,1957
