codice_comune,COD_PROV,anno,popolazione
016229,016,2025,235
016229,016,2026,228
016230,016,2025,198
016230,016,2026,196
016232,016,2025,7713
016232,016,2026,7843
016233,016,2025,8150
016233,016,2026,8212
016234,016,2025,4380
016234,016,2026,4457
016235,016,2025,1121
016235,016,2026,1121
016236,016,2025,1362
016236,016,2026,1400
016237,016,2025,570
016237,016,2026,571
016238,016,2025,4608
016238,016,2026,4580
016239,016,2025,6404
016239,016,2026,6428
016240,016,2025,6532
016240,016,2026,6490
016241,016,2025,1799
016241,016,2026,1784
016242,016,2025,8200
016242,016,2026,8169
016243,016,2025,1432
016243,016,2026,1423
016244,016,2025,2717
016244,016,2026,2737
016245,016,2025,8736
016245,016,2026,8839
016246,016,2025,8601
016246,016,2026,8590
016247,016,2025,900
016247,016,2026,910
016248,016,2025,684
016248,016,2026,698
016249,016,2025,305
016249,016,2026,305
016250,016,2025,2367
016250,016,2026,2381
016251,016,2025,1983
016251,016,2026,2009
016252,016,2025,3916
016252,016,2026,3953
016253,016,2025,4116
016253,016,2026,4114
017001,017,2025,1545
017001,017,2026,1549
017002,017,2025,7146
017002,017,2026,7196
017003,017,2025,1639
017003,017,2026,1646
017004,017,2025,2304
017004,017,2026,2307
017005,017,2025,436
017005,017,2026,439
017006,017,2025,2338
017006,017,2026,2324
017007,017,2025,3671
017007,017,2026,3714
017008,017,2025,3507
017008,017,2026,3519
017009,017,2025,12471
017009,017,2026,12536
017010,017,2025,3764
017010,017,2026,3738
017011,017,2025,2300
017011,017,2026,2307
017012,017,2025,1157
017012,017,2026,1138
017013,017,2025,2367
017013,017,2026,2363
017014,017,2025,12172
017014,017,2026,12266
017015,017,2025,2740
017015,017,2026,2751
017016,017,2025,1459
017016,017,2026,1444
017017,017,2025,2473
017017,017,2026,2522
017018,017,2025,3760
017018,017,2026,3756
017019,017,2025,1286
017019,017,2026,1319
017020,017,2025,5577
017020,017,2026,5590
017021,017,2025,9092
017021,017,2026,9099
017022,017,2025,2422
017022,017,2026,2403
017023,017,2025,10772
017023,017,2026,10849
017024,017,2025,2005
017024,017,2026,2012
017025,017,2025,7309
017025,017,2026,7386
017026,017,2025,1757
017026,017,2026,1767
017027,017,2025,686
017027,017,2026,681
017028,017,2025,4647
017028,017,2026,4674
017029,017,2025,199853
017029,017,2026,201342
017030,017,2025,754
017030,017,2026,759
017031,017,2025,2192
017031,017,2026,2180
017032,017,2025,13028
017032,017,2026,13147
017033,017,2025,3699
017033,017,2026,3679
017034,017,2025,8435
017034,017,2026,8461
017035,017,2025,2287
017035,017,2026,2293
017036,017,2025,341
017036,017,2026,332
017037,017,2025,4844
017037,017,2026,4917
017038,017,2025,9390
017038,017,2026,9405
017039,017,2025,12968
017039,017,2026,13050
017040,017,2025,8392
017040,017,2026,8457
017041,017,2025,7059
017041,017,2026,7087
017042,017,2025,10953
017042,017,2026,10961
017043,017,2025,11687
017043,017,2026,11643
017044,017,2025,1616
017044,017,2026,1613
017045,017,2025,7836
017045,017,2026,7984
017046,017,2025,10787
017046,017,2026,10784
017047,017,2025,1124
017047,017,2026,1129
017048,017,2025,4870
017048,017,2026,4815
017049,017,2025,694
017049,017,2026,707
017050,017,2025,1770
017050,017,2026,1775
017051,017,2025,792
017051,017,2026,771
017052,017,2025,19552
017052,017,2026,19717
017053,017,2025,1472
017053,017,2026,1503
017054,017,2025,538
017054,017,2026,526
017055,017,2025,2655
017055,017,2026,2687
017056,017,2025,8859
017056,017,2026,8937
017057,017,2025,4459
017057,017,2026,4469
017058,017,2025,1975
017058,017,2026,1955
017059,017,2025,7611
017059,017,2026,7608
017060,017,2025,4177
017060,017,2026,4202
017061,017,2025,15670
017061,017,2026,15735
017062,017,2025,7179
017062,017,2026,7150
017063,017,2025,1896
017063,017,2026,1909
017064,017,2025,1529
017064,017,2026,1540
017065,017,2025,15877
017065,017,2026,15974
017066,017,2025,5675
017066,017,2026,5686
017067,017,2025,29313
017067,017,2026,29353
017068,017,2025,4414
017068,017,2026,4447
017069,017,2025,8842
017069,017,2026,8852
017070,017,2025,5042
017070,017,2026,5055
017071,017,2025,2067
017071,017,2026,2095
017072,017,2025,8734
017072,017,2026,8812
017073,017,2025,4722
017073,017,2026,4760
017074,017,2025,2593
017074,017,2026,2568
017075,017,2025,11467
017075,017,2026,11599
017076,017,2025,2631
017076,017,2026,2615
017077,017,2025,12316
017077,017,2026,12438
017078,017,2025,18504
017078,017,2026,18546
017079,017,2025,2076
017079,017,2026,2078
017080,017,2025,5027
017080,017,2026,5051
017081,017,2025,16692
017081,017,2026,16663
017082,017,2025,1871
017082,017,2026,1873
017083,017,2025,344
017083,017,2026,345
017084,017,2025,131
017084,017,2026,135
017085,017,2025,8979
017085,017,2026,8969
017086,017,2025,4102
017086,017,2026,4123
017087,017,2025,506
017087,017,2026,508
017088,017,2025,14410
017088,017,2026,14474
017089,017,2025,1103
017089,017,2026,1096
017090,017,2025,1630
017090,017,2026,1627
017091,017,2025,3834
017091,017,2026,3845
017092,017,2025,17062
017092,017,2026,17168
017093,017,2025,563
017093,017,2026,565
017094,017,2025,622
017094,017,2026,647
017095,017,2025,362
017095,017,2026,365
017096,017,2025,21637
017096,017,2026,21742
017097,017,2025,1462
017097,017,2026,1478
017098,017,2025,102
017098,017,2026,104
017099,017,2025,3484
017099,017,2026,3498
017100,017,2025,1924
017100,017,2026,1925
017101,017,2025,2983
017101,017,2026,2997
017102,017,2025,5412
017102,017,2026,5415
017103,017,2025,13501
017103,017,2026,13630
017104,017,2025,4183
017104,017,2026,4152
017105,017,2025,657
017105,017,2026,648
017106,017,2025,3097
017106,017,2026,3096
017107,017,2025,12707
017107,017,2026,12715
017108,017,2025,1712
017108,017,2026,1704
017109,017,2025,2650
017109,017,2026,2682
017110,017,2025,521
017110,017,2026,515
017111,017,2025,1587
017111,017,2026,1576
017112,017,2025,4599
017112,017,2026,4556
017113,017,2025,26271
017113,017,2026,26506
017114,017,2025,5114
017114,017,2026,5161
017115,017,2025,768
017115,017,2026,765
017116,017,2025,2698
017116,017,2026,2730
017117,017,2025,10567
017117,017,2026,10627
017118,017,2025,1948
017118,017,2026,1949
017119,017,2025,3947
017119,017,2026,3962
017120,017,2025,4750
017120,017,2026,4777
017121,017,2025,1907
017121,017,2026,1948
017122,017,2025,4124
017122,017,2026,4167
017123,017,2025,3128
017123,017,2026,3103
017124,017,2025,961
017124,017,2026,973
017125,017,2025,12449
017125,017,2026,12496
017126,017,2025,2501
017126,017,2026,2517
017127,017,2025,14855
017127,017,2026,14969
017128,017,2025,1437
017128,017,2026,1439
017129,017,2025,4896
017129,017,2026,4912
017130,017,2025,3677
017130,017,2026,3667
017131,017,2025,166
017131,017,2026,164
017132,017,2025,2209
017132,017,2026,2248
017133,017,2025,20403
017133,017,2026,20603
017134,017,2025,5019
017134,017,2026,5023
017135,017,2025,579
017135,017,2026,576
017136,017,2025,6833
017136,017,2026,6842
017137,017,2025,2732
017137,017,2026,2717
017138,017,2025,4444
017138,017,2026,4490
017139,017,2025,558
017139,017,2026,549
017140,017,2025,553
017140,017,2026,543
017141,017,2025,1419
017141,017,2026,1419
017142,017,2025,4789
017142,017,2026,4826
017143,017,2025,7872
017143,017,2026,7901
017144,017,2025,2505
017144,017,2026,2531
017145,017,2025,2722
017145,017,2026,2735
017146,017,2025,3745
017146,017,2026,3755
017147,017,2025,5200
017147,017,2026,5192
017148,017,2025,1733
017148,017,2026,1756
017149,017,2025,7031
017149,017,2026,7131
017150,017,2025,6967
017150,017,2026,7004
017151,017,2025,3598
017151,017,2026,3577
017152,017,2025,2827
017152,017,2026,2850
017153,017,2025,1465
017153,017,2026,1470
017155,017,2025,6941
017155,017,2026,6902
017156,017,2025,7090
017156,017,2026,7068
017157,017,2025,855
017157,017,2026,844
017158,017,2025,3469
017158,017,2026,3478
017159,017,2025,6305
017159,017,2026,6392
017160,017,2025,3437
017160,017,2026,3446
017161,017,2025,13540
017161,017,2026,13592
017162,017,2025,4933
017162,017,2026,4989
017163,017,2025,9897
017163,017,2026,9868
017164,017,2025,4318
017164,017,2026,4323
017165,017,2025,9305
017165,017,2026,9315
017166,017,2025,19649
017166,017,2026,19746
017167,017,2025,5930
017167,017,2026,5910
017168,017,2025,4091
017168,017,2026,4093
017169,017,2025,3228
017169,017,2026,3238
017170,017,2025,10326
017170,017,2026,10292
017171,017,2025,3433
017171,017,2026,3468
017172,017,2025,2665
017172,017,2026,2679
017173,017,2025,4721
017173,017,2026,4733
017174,017,2025,13219
017174,017,2026,13309
017175,017,2025,781
017175,017,2026,787
017176,017,2025,1367
017176,017,2026,1380
017177,017,2025,1438
017177,017,2026,1447
017178,017,2025,3083
017178,017,2026,3126
017179,017,2025,8368
017179,017,2026,8454
017180,017,2025,1941
017180,017,2026,1953
017181,017,2025,1193
017181,017,2026,1186
017182,017,2025,1961
017182,017,2026,1941
017183,017,2025,1214
017183,017,2026,1200
017184,017,2025,1148
017184,017,2026,1154
017185,017,2025,1145
017185,017,2026,1158
017186,017,2025,6429
017186,017,2026,6488
017187,017,2025,7651
017187,017,2026,7655
017188,017,2025,13944
017188,017,2026,14007
017189,017,2025,2094
017189,017,2026,2141
017190,017,2025,5526
017190,017,2026,5556
017191,017,2025,532
017191,017,2026,522
017192,017,2025,3789
017192,017,2026,3829
017193,017,2025,1435
017193,017,2026,1438
017194,017,2025,167
017194,017,2026,169
017195,017,2025,8118
017195,017,2026,8168
017196,017,2025,3866
017196,017,2026,3893
017197,017,2025,4147
017197,017,2026,4143
017198,017,2025,1469
017198,017,2026,1461
017199,017,2025,10728
017199,017,2026,10721
017200,017,2025,1355
017200,017,2026,1355
017201,017,2025,5889
017201,017,2026,5929
017202,017,2025,619
017202,017,2026,621
017203,017,2025,1990
017203,017,2026,2020
017204,017,2025,8489
017204,017,2026,8485
017205,017,2025,1032
017205,017,2026,1041
017206,017,2025,4783
017206,017,2026,4787
018001,018,2025,809
018001,018,2026,810
018003,018,2025,548
018003,018,2026,561
018004,018,2025,3652
018004,018,2026,3667
018005,018,2025,1512
018005,018,2026,1530
018006,018,2025,411
018006,018,2026,408
018007,018,2025,620
018007,018,2026,622
018008,018,2025,887
018008,018,2026,888
018009,018,2025,1797
018009,018,2026,1825
018011,018,2025,908
018011,018,2026,921
018012,018,2025,651
018012,018,2026,635
018013,018,2025,6418
018013,018,2026,6439
018014,018,2025,2882
018014,018,2026,2856
018015,018,2025,2761
018015,018,2026,2829
018016,018,2025,1241
018016,018,2026,1213
018017,018,2025,398
018017,018,2026,387
018018,018,2025,951
018018,018,2026,961
018019,018,2025,2645
018019,018,2026,2656
018020,018,2025,633
018020,018,2026,624
018021,018,2025,481
018021,018,2026,473
018022,018,2025,725
018022,018,2026,725
018023,018,2025,3486
018023,018,2026,3482
018024,018,2025,9890
018024,018,2026,10164
018025,018,2025,106
018025,018,2026,112
018026,018,2025,1335
018026,018,2026,1333
018027,018,2025,1523
018027,018,2026,1562
018029,018,2025,1282
018029,018,2026,1285
018030,018,2025,1436
018030,018,2026,1418
018031,018,2025,455
018031,018,2026,452
018032,018,2025,847
018032,018,2026,855
018033,018,2025,2326
018033,018,2026,2307
018034,018,2025,9156
018034,018,2026,9190
018035,018,2025,6774
018035,018,2026,6747
018036,018,2025,700
018036,018,2026,707
018037,018,2025,6435
018037,018,2026,6363
018038,018,2025,1027
018038,018,2026,1056
018039,018,2025,1073
018039,018,2026,1079
018040,018,2025,515
018040,018,2026,546
018041,018,2025,6622
018041,018,2026,6684
018042,018,2025,253
018042,018,2026,254
018043,018,2025,2310
018043,018,2026,2363
018044,018,2025,187
018044,018,2026,188
018045,018,2025,656
018045,018,2026,648
018046,018,2025,5539
018046,018,2026,5623
018047,018,2025,1113
018047,018,2026,1103
018048,018,2025,4019
018048,018,2026,4048
018049,018,2025,1310
018049,018,2026,1308
018050,018,2025,5391
018050,018,2026,5438
018051,018,2025,925
018051,018,2026,915
018052,018,2025,1554
018052,018,2026,1546
018053,018,2025,1768
018053,018,2026,1784
018054,018,2025,749
018054,018,2026,745
018057,018,2025,936
018057,018,2026,960
018058,018,2025,353
018058,018,2026,358
018059,018,2025,337
018059,018,2026,358
018060,018,2025,5080
018060,018,2026,5080
018061,018,2025,4588
018061,018,2026,4608
018062,018,2025,1090
018062,018,2026,1112
018063,018,2025,816
018063,018,2026,812
018064,018,2025,368
018064,018,2026,367
018065,018,2025,1071
018065,018,2026,1075
018066,018,2025,164
018066,018,2026,171
018067,018,2025,182
018067,018,2026,174
018068,018,2025,9783
018068,018,2026,9813
018069,018,2025,9571
018069,018,2026,9665
018071,018,2025,1459
018071,018,2026,1503
018072,018,2025,5357
018072,018,2026,5385
018073,018,2025,3305
018073,018,2026,3294
018074,018,2025,171
018074,018,2026,162
018075,018,2025,2702
018075,018,2026,2696
018076,018,2025,4365
018076,018,2026,4362
018077,018,2025,1494
018077,018,2026,1493
018078,018,2025,6586
018078,018,2026,6551
018079,018,2025,361
018079,018,2026,365
018080,018,2025,1187
018080,018,2026,1163
018081,018,2025,2769
018081,018,2026,2797
018082,018,2025,124
018082,018,2026,122
018083,018,2025,2005
018083,018,2026,2010
018084,018,2025,2418
018084,018,2026,2407
018085,018,2025,1783
018085,018,2026,1798
018086,018,2025,2429
018086,018,2026,2455
018087,018,2025,1771
018087,018,2026,1804
018088,018,2025,6097
018088,018,2026,6102
018089,018,2025,331
018089,018,2026,326
018090,018,2025,1068
018090,018,2026,1061
018091,018,2025,455
018091,018,2026,457
018092,018,2025,1393
018092,018,2026,1405
018093,018,2025,3861
018093,018,2026,3909
018094,018,2025,821
018094,018,2026,804
018095,018,2025,1451
018095,018,2026,1437
018096,018,2025,477
018096,018,2026,478
018097,018,2025,429
018097,018,2026,439
018098,018,2025,244
018098,018,2026,239
018099,018,2025,644
018099,018,2026,662
018100,018,2025,1621
018100,018,2026,1642
018101,018,2025,592
018101,018,2026,605
018102,018,2025,15603
018102,018,2026,15934
018103,018,2025,275
018103,018,2026,288
018104,018,2025,715
018104,018,2026,723
018105,018,2025,167
018105,018,2026,163
018106,018,2025,1099
018106,018,2026,1083
018107,018,2025,1850
018107,018,2026,1895
018108,018,2025,316
018108,018,2026,331
018109,018,2025,1844
018109,018,2026,1858
018110,018,2025,71610
018110,018,2026,71811
018111,018,2025,765
018111,018,2026,777
018112,018,2025,812
018112,018,2026,792
018113,018,2025,1783
018113,018,2026,1802
018114,018,2025,2680
018114,018,2026,2730
018115,018,2025,1657
018115,018,2026,1654
018116,018,2025,685
018116,018,2026,670
018117,018,2025,743
018117,018,2026,740
018118,018,2025,1461
018118,018,2026,1480
018119,018,2025,395
018119,018,2026,395
018120,018,2025,998
018120,018,2026,1050
018121,018,2025,1524
018121,018,2026,1511
018122,018,2025,5110
018122,018,2026,5150
018123,018,2025,5915
018123,018,2026,6016
018124,018,2025,498
018124,018,2026,510
018125,018,2025,45
018125,018,2026,37
018126,018,2025,238
018126,018,2026,239
018127,018,2025,706
018127,018,2026,708
018128,018,2025,543
018128,018,2026,528
018129,018,2025,1568
018129,018,2026,1533
018130,018,2025,553
018130,018,2026,560
018131,018,2025,816
018131,018,2026,810
018133,018,2025,443
018133,018,2026,455
018134,018,2025,612
018134,018,2026,600
018135,018,2025,4005
018135,018,2026,4053
018136,018,2025,973
018136,018,2026,986
018137,018,2025,6593
018137,018,2026,6666
018138,018,2025,5143
018138,018,2026,5230
018139,018,2025,1808
018139,018,2026,1848
018140,018,2025,1570
018140,018,2026,1585
018141,018,2025,1049
018141,018,2026,1058
018142,018,2025,426
018142,018,2026,424
018143,018,2025,2279
018143,018,2026,2275
018144,018,2025,798
018144,018,2026,803
018145,018,2025,575
018145,018,2026,576
018146,018,2025,1510
018146,018,2026,1491
018147,018,2025,873
018147,018,2026,853
018148,018,2025,189
018148,018,2026,192
018149,018,2025,625
018149,018,2026,622
018150,018,2025,6810
018150,018,2026,6921
018151,018,2025,1136
018151,018,2026,1117
018152,018,2025,560
018152,018,2026,567
018153,018,2025,11608
018153,018,2026,11729
018154,018,2025,576
018154,018,2026,573
018155,018,2025,1601
018155,018,2026,1602
018156,018,2025,494
018156,018,2026,489
018157,018,2025,948
018157,018,2026,942
018158,018,2025,336
018158,018,2026,332
018159,018,2025,2484
018159,018,2026,2497
018160,018,2025,3550
018160,018,2026,3539
018161,018,2025,799
018161,018,2026,796
018162,018,2025,4448
018162,018,2026,4427
018163,018,2025,2441
018163,018,2026,2494
018164,018,2025,3714
018164,018,2026,3772
018165,018,2025,1004
018165,018,2026,1000
018166,018,2025,575
018166,018,2026,571
018167,018,2025,195
018167,018,2026,192
018168,018,2025,2183
018168,018,2026,2229
018169,018,2025,1452
018169,018,2026,1425
018171,018,2025,3059
018171,018,2026,3073
018172,018,2025,85
018172,018,2026,82
018173,018,2025,3517
018173,018,2026,3528
018174,018,2025,372
018174,018,2026,380
018175,018,2025,1189
018175,018,2026,1213
018176,018,2025,6789
018176,018,2026,6821
018177,018,2025,62771
018177,018,2026,63480
018178,018,2025,62
018178,018,2026,68
018179,018,2025,754
018179,018,2026,762
018180,018,2025,3363
018180,018,2026,3441
018181,018,2025,1581
018181,018,2026,1595
018182,018,2025,39515
018182,018,2026,40220
018183,018,2025,124
018183,018,2026,131
018184,018,2025,884
018184,018,2026,881
018185,018,2025,1686
018185,018,2026,1717
018186,018,2025,972
018186,018,2026,983
018187,018,2025,493
018187,018,2026,481
018188,018,2025,385
018188,018,2026,407
018189,018,2025,1667
018189,018,2026,1714
018190,018,2025,3159
018190,018,2026,3191
018191,018,2025,796
018191,018,2026,785
018192,018,2025,2569
018192,018,2026,2572
018193,018,2025,997
018193,018,2026,968
019001,019,2025,1186
019001,019,2026,1167
019002,019,2025,3931
019002,019,2026,3963
019003,019,2025,1994
019003,019,2026,1980
019004,019,2025,623
019004,019,2026,631
019005,019,2025,5038
019005,019,2026,5115
019006,019,2025,1444
019006,019,2026,1434
019007,019,2025,598
019007,019,2026,602
019009,019,2025,1149
019009,019,2026,1130
019010,019,2025,1250
019010,019,2026,1253
019011,019,2025,659
019011,019,2026,649
019012,019,2025,2130
019012,019,2026,2150
019013,019,2025,546
019013,019,2026,538
019014,019,2025,425
019014,019,2026,422
019015,019,2025,2279
019015,019,2026,2293
019016,019,2025,3774
019016,019,2026,3796
019017,019,2025,1817
019017,019,2026,1815
019018,019,2025,1154
019018,019,2026,1171
019019,019,2025,536
019019,019,2026,527
019020,019,2025,1757
019020,019,2026,1778
019021,019,2025,15095
019021,019,2026,15114
019022,019,2025,1688
019022,019,2026,1727
019023,019,2025,539
019023,019,2026,542
019024,019,2025,498
019024,019,2026,542
019025,019,2025,9345
019025,019,2026,9340
019026,019,2025,5677
019026,019,2026,5699
019027,019,2025,315
019027,019,2026,306
019028,019,2025,490
019028,019,2026,514
019029,019,2025,2300
019029,019,2026,2270
019030,019,2025,956
019030,019,2026,977
019031,019,2025,1133
019031,019,2026,1171
019032,019,2025,1061
019032,019,2026,1070
019033,019,2025,1309
019033,019,2026,1318
019034,019,2025,1514
019034,019,2026,1476
019035,019,2025,34012
019035,019,2026,34147
019036,019,2025,70922
019036,019,2026,71093
019037,019,2025,1728
019037,019,2026,1730
019038,019,2025,610
019038,019,2026,613
019039,019,2025,399
019039,019,2026,406
019040,019,2025,279
019040,019,2026,284
019041,019,2025,3729
019041,019,2026,3734
019043,019,2025,1213
019043,019,2026,1217
019044,019,2025,1000
019044,019,2026,1038
019045,019,2025,851
019045,019,2026,859
019046,019,2025,1882
019046,019,2026,1882
019047,019,2025,1120
019047,019,2026,1082
019048,019,2025,1337
019048,019,2026,1310
019049,019,2025,619
019049,019,2026,611
019050,019,2025,1485
019050,019,2026,1498
019051,019,2025,1701
019051,019,2026,1725
019052,019,2025,2662
019052,019,2026,2687
019053,019,2025,1066
019053,019,2026,1065
019054,019,2025,1951
019054,019,2026,1951
019055,019,2025,2772
019055,019,2026,2764
019056,019,2025,1711
019056,019,2026,1703
019057,019,2025,2053
019057,019,2026,2024
019058,019,2025,2241
019058,019,2026,2217
019059,019,2025,2419
019059,019,2026,2394
019060,019,2025,700
019060,019,2026,697
019061,019,2025,787
019061,019,2026,769
019062,019,2025,5922
019062,019,2026,5945
019063,019,2025,920
019063,019,2026,934
019064,019,2025,2777
019064,019,2026,2825
019065,019,2025,1276
019065,019,2026,1292
019066,019,2025,3808
019066,019,2026,3793
019067,019,2025,8894
019067,019,2026,8988
019068,019,2025,3229
019068,019,2026,3250
019069,019,2025,1537
019069,019,2026,1547
019070,019,2025,567
019070,019,2026,574
019072,019,2025,2546
019072,019,2026,2570
019073,019,2025,1102
019073,019,2026,1107
019074,019,2025,1233
019074,019,2026,1238
019075,019,2025,1589
019075,019,2026,1571
019076,019,2025,6209
019076,019,2026,6242
019077,019,2025,1414
019077,019,2026,1416
019078,019,2025,933
019078,019,2026,932
019079,019,2025,1740
019079,019,2026,1724
019080,019,2025,1075
019080,019,2026,1088
019081,019,2025,3472
019081,019,2026,3454
019082,019,2025,537
019082,019,2026,538
019083,019,2025,1844
019083,019,2026,1848
019084,019,2025,8294
019084,019,2026,8358
019085,019,2025,2248
019085,019,2026,2250
019086,019,2025,3227
019086,019,2026,3257
019087,019,2025,1154
019087,019,2026,1143
019088,019,2025,2051
019088,019,2026,2057
019089,019,2025,1271
019089,019,2026,1297
019090,019,2025,1905
019090,019,2026,1915
019091,019,2025,373
019091,019,2026,384
019092,019,2025,1284
019092,019,2026,1237
019093,019,2025,513
019093,019,2026,505
019094,019,2025,3449
019094,019,2026,3460
019095,019,2025,3257
019095,019,2026,3286
019096,019,2025,915
019096,019,2026,921
019097,019,2025,7540
019097,019,2026,7554
019098,019,2025,9200
019098,019,2026,9306
019099,019,2025,3004
019099,019,2026,3041
019100,019,2025,1453
019100,019,2026,1485
019101,019,2025,598
019101,019,2026,608
019102,019,2025,7009
019102,019,2026,7013
019103,019,2025,1407
019103,019,2026,1402
019104,019,2025,452
019104,019,2026,455
019105,019,2025,464
019105,019,2026,451
019106,019,2025,413
019106,019,2026,400
019107,019,2025,2184
019107,019,2026,2183
019108,019,2025,588
019108,019,2026,585
019109,019,2025,2897
019109,019,2026,2916
019110,019,2025,1640
019110,019,2026,1648
019111,019,2025,3564
019111,019,2026,3592
019112,019,2025,4669
019112,019,2026,4723
019113,019,2025,3977
019113,019,2026,3994
019114,019,2025,459
019114,019,2026,455
019115,019,2025,329
019115,019,2026,334
019116,019,2025,4052
019116,019,2026,4063
020001,020,2025,2719
020001,020,2026,2722
020002,020,2025,9804
020002,020,2026,9870
020003,020,2025,5905
020003,020,2026,5855
020007,020,2025,4062
020007,020,2026,4081
020008,020,2025,4370
020008,020,2026,4445
020010,020,2025,2215
020010,020,2026,2216
020011,020,2025,2612
020011,020,2026,2624
020012,020,2025,1503
020012,020,2026,1498
020013,020,2025,3350
020013,020,2026,3381
020014,020,2025,4634
020014,020,2026,4663
020015,020,2025,12742
020015,020,2026,12732
020016,020,2025,5126
020016,020,2026,5161
020017,020,2025,23864
020017,020,2026,23950
020018,020,2025,3713
020018,020,2026,3654
020019,020,2025,2498
020019,020,2026,2465
020020,020,2025,1038
020020,020,2026,1022
020021,020,2025,14739
020021,020,2026,14691
020022,020,2025,3241
020022,020,2026,3155
020024,020,2025,3017
020024,020,2026,3046
020025,020,2025,2047
020025,020,2026,2035
020026,020,2025,10102
020026,020,2026,10135
020027,020,2025,8645
020027,020,2026,8574
020028,020,2025,6033
020028,020,2026,6045
020029,020,2025,1384
020029,020,2026,1399
020030,020,2025,49607
020030,020,2026,50215
020031,020,2025,6382
020031,020,2026,6338
020032,020,2025,817
020032,020,2026,794
020033,020,2025,7667
020033,020,2026,7653
020034,020,2025,4222
020034,020,2026,4243
020035,020,2025,5357
020035,020,2026,5394
020036,020,2025,4814
020036,020,2026,4805
020037,020,2025,2401
020037,020,2026,2408
020038,020,2025,6739
020038,020,2026,6849
020039,020,2025,6934
020039,020,2026,6972
020041,020,2025,1734
020041,020,2026,1747
020042,020,2025,6535
020042,020,2026,6255
020043,020,2025,1700
020043,020,2026,1757
020044,020,2025,2315
020044,020,2026,2277
020045,020,2025,16691
020045,020,2026,16715
020046,020,2025,1040
020046,020,2026,1016
020047,020,2025,5225
020047,020,2026,5281
020048,020,2025,1193
020048,020,2026,1188
020050,020,2025,2339
020050,020,2026,2302
020051,020,2025,5151
020051,020,2026,5174
020052,020,2025,6854
020052,020,2026,6935
020053,020,2025,8742
020053,020,2026,8714
020054,020,2025,4080
020054,020,2026,4076
020055,020,2025,6729
020055,020,2026,6792
020056,020,2025,1487
020056,020,2026,1508
020057,020,2025,11891
020057,020,2026,11958
020058,020,2025,1251
020058,020,2026,1244
020059,020,2025,1585
020059,020,2026,1604
020060,020,2025,1101
020060,020,2026,1135
020061,020,2025,7018
020061,020,2026,7040
020062,020,2025,1470
020062,020,2026,1474
020063,020,2025,2606
020063,020,2026,2639
020064,020,2025,2042
020064,020,2026,1986
020065,020,2025,21195
020065,020,2026,21318
020066,020,2025,19739
020066,020,2026,19787
020068,020,2025,2140
020068,020,2026,2152
020070,020,2025,7207
020070,020,2026,7248
020071,020,2025,15137
020071,020,2026,15052
020072,020,2025,5374
020072,020,2026,5379
020073,020,2025,1870
020073,020,2026,1872
021001,021,2025,1607
021001,021,2026,1609
021002,021,2025,1056
021002,021,2026,1058
021003,021,2025,397
021003,021,2026,388
021004,021,2025,14963
021004,021,2026,15062
021005,021,2025,816
021005,021,2026,823
021006,021,2025,3575
021006,021,2026,3589
021007,021,2025,1768
021007,021,2026,1788
021008,021,2025,106568
021008,021,2026,106901
021009,021,2025,689
021009,021,2026,690
021010,021,2025,2411
021010,021,2026,2434
021011,021,2025,23108
021011,021,2026,23350
021012,021,2025,2793
021012,021,2026,2824
021013,021,2025,17157
021013,021,2026,17166
021014,021,2025,381
021014,021,2026,386
021015,021,2025,8280
021015,021,2026,8301
021016,021,2025,2778
021016,021,2026,2811
021017,021,2025,5812
021017,021,2026,5877
021018,021,2025,2383
021018,021,2026,2418
021019,021,2025,7053
021019,021,2026,7062
021020,021,2025,1585
021020,021,2026,1653
021021,021,2025,3066
021021,021,2026,3067
021022,021,2025,5208
021022,021,2026,5225
021023,021,2025,3425
021023,021,2026,3447
021024,021,2025,2232
021024,021,2026,2238
021025,021,2025,662
021025,021,2026,676
021026,021,2025,1446
021026,021,2026,1438
021027,021,2025,2391
021027,021,2026,2398
021028,021,2025,3451
021028,021,2026,3492
021029,021,2025,5514
021029,021,2026,5518
021030,021,2025,3175
021030,021,2026,3192
021031,021,2025,3709
021031,021,2026,3747
021032,021,2025,1106
021032,021,2026,1139
021033,021,2025,2559
021033,021,2026,2550
021034,021,2025,3277
021034,021,2026,3283
021035,021,2025,1770
021035,021,2026,1790
021036,021,2025,933
021036,021,2026,937
021037,021,2025,5293
021037,021,2026,5279
021038,021,2025,5042
021038,021,2026,5075
021039,021,2025,2807
021039,021,2026,2833
021040,021,2025,18658
021040,021,2026,18681
021041,021,2025,12680
021041,021,2026,12745
021042,021,2025,4180
021042,021,2026,4182
021043,021,2025,315
021043,021,2026,316
021044,021,2025,1581
021044,021,2026,1579
021045,021,2025,1320
021045,021,2026,1312
021046,021,2025,5260
021046,021,2026,5246
021047,021,2025,3200
021047,021,2026,3221
021048,021,2025,2880
021048,021,2026,2910
021049,021,2025,839
021049,021,2026,840
021050,021,2025,1730
021050,021,2026,1724
021051,021,2025,41498
021051,021,2026,41658
021052,021,2025,2918
021052,021,2026,2904
021053,021,2025,1738
021053,021,2026,1766
021054,021,2025,2031
021054,021,2026,2029
021055,021,2025,2105
021055,021,2026,2111
021056,021,2025,6086
021056,021,2026,6101
021057,021,2025,3464
021057,021,2026,3522
021058,021,2025,2087
021058,021,2026,2110
021059,021,2025,4126
